coefficients,signature,discriminant,gal_group,disc_ratio,ring_int
"[1, -12, -11, -17, 22]",[1],-611366983,S_4,1,True
"[1, -19, 10, 19, -3]",[1],212655028,S_4,1/4,False
"[1, -19, -6, -5, -15]",[1],-815431100,S_4,1/4,False
"[1, 32, 27, 29, -18]",[1],-16253894839,S_4,1,True
"[1, 5, -29, -30, 9]",[2],350003025,S_4,1/9,False
"[1, 30, -18, -3, 30]",[1],-20255979555,S_4,1,True
"[1, -5, -9, -18, -22]",[1],-21586792,S_4,1,True
"[1, 8, -19, -8, -9]",[1],-82516752,S_4,1/9,False
"[1, 12, 32, 10, 18]",[1],-42276272,S_4,1,True
"[1, 4, 5, -1, 27]",[1],6756249,S_4,1,True
"[1, -17, 10, 20, 7]",[1],-61633915,S_4,1,True
"[1, 22, 26, -19, 9]",[1],-941525931,S_4,1,True
"[1, -32, -8, 4, 9]",[1],-2183334400,S_4,1,True
"[1, -7, -2, -10, -4]","[0, 1]",-2564816,S_4,1/4,False
"[1, -20, 22, -8, 2]",[1],-3536384,S_4,1,True
"[1, 24, -1, -32, -32]",[1],-7455904256,S_4,1/64,False
"[1, -15, -10, 16, 20]",[1],-349905072,S_4,1/4,False
"[1, 32, 22, -32, -28]",[1],-3519659008,S_4,1/16,False
"[1, 22, 11, 3, -23]",[1],-3035510831,S_4,1,True
"[1, -22, 1, -8, -5]",[1],-185647984,S_4,1/16,False
"[1, -13, 30, 7, 8]","[1, 0]",-61110639,S_4,1/9,False
"[1, -31, -5, -9, -23]",[1],-13108273987,S_4,1,True
"[1, 13, 19, -11, -16]",[1],28209172,S_4,1,True
"[1, 28, -8, 7, -24]",[1],-9616369531,S_4,1,True
"[1, -16, -12, -16, 12]",[1],-589692928,S_4,1/64,False
"[1, -20, 25, 31, 10]",[1],-425362567,S_4,1,True
"[1, -13, 19, 1, 7]",[1],-37625899,S_4,1,True
"[1, -18, -28, -25, 28]",[1],-5570696747,S_4,1,True
"[1, 19, -32, -8, -13]",[1],-2242322819,S_4,1,True
"[1, -18, -8, -18, -32]",[1],-2966096304,S_4,1/4,False
"[1, 0, 2, 22, -29]",[1],-17064368,S_4,1/4,False
"[1, -3, 32, 9, -31]",[1],-661268176,S_4,1/4,False
"[1, 18, -30, -10, 28]",[1],-734549936,S_4,1/4,False
"[1, -18, -9, -23, -15]",[1],-688575735,S_4,1/9,False
"[1, 16, -18, -11, 26]",[1],-920129675,S_4,1,True
"[1, -14, -29, 4, 32]",[1],-710569088,S_4,1/16,False
"[1, -7, -4, -12, 12]",[1],-25376304,S_4,1/4,False
"[1, 21, -8, 6, -26]",[1],-3723906924,S_4,1,True
"[1, -9, -2, -12, -18]",[1],-71192844,S_4,1/81,False
"[1, 17, -5, 18, 5]",[1],-233018631,S_4,1/9,False
"[1, -1, -6, -25, -8]",[1],-7749783,S_4,1,True
"[1, 9, -13, 5, -13]",[1],-56755563,S_4,1,True
"[1, 13, -3, -12, 22]",[1],-346191908,S_4,1,True
"[1, -26, 23, -8, 30]",[1],-8562107648,S_4,1/4,False
"[1, 32, 18, 0, -18]",[1],-7928160768,S_4,1/9,False
"[1, -11, 11, 8, -28]",[1],-116953504,S_4,1/4,False
"[1, 5, -24, 26, -28]",[1],-87980000,S_4,1/100,False
"[1, -25, -30, -25, 12]",[1],-4886215807,S_4,1,True
"[1, 16, 0, 9, -20]",[1],-730528763,S_4,1/841,False
"[1, -15, 31, 4, 6]",[1],-104568628,S_4,1,True
"[1, -8, 22, 14, -23]",[1],-52663984,S_4,1,True
"[1, -21, -9, -22, 16]",[1],-2517444716,S_4,1/4,False
"[1, -22, 32, 17, 4]",[1],-295536219,S_4,1,True
"[1, -30, -13, 13, 22]",[1],-9012939239,S_4,1,True
"[1, 10, -9, -15, -7]",[1],-22289647,S_4,1,True
"[1, 20, -6, 5, 12]",[1],-730616827,S_4,1,True
"[1, 14, -31, -21, 16]",[1],1245287593,S_4,1,True
"[1, 14, -24, -1, 16]",[1],-168334875,S_4,1,True
"[1, -2, -9, -12, -22]",[1],-8021632,S_4,1/16,False
"[1, -5, -8, 3, 24]",[1],-20106351,S_4,1,True
"[1, 10, -32, 10, 1]",[2],27848000,D_4,1/25,False
"[1, -16, -6, 16, 6]",[3],49649152,S_4,1/49,False
"[1, 5, -25, -16, 27]",[1],226816441,S_4,1,True
"[1, 1, 26, 9, 5]",[1],27747676,S_4,1,True
"[1, -13, 30, 14, -31]",[3],140869525,S_4,1,True
"[1, -3, -1, 2, -16]",[1],-1688556,S_4,1/4,False
"[1, -28, -31, 21, 22]",[2],554189161,S_4,1,True
"[1, -23, 10, 0, -18]",[1],-2171671020,S_4,1/9,False
"[1, -26, 4, -13, 23]",[1],-6151625971,S_4,1,True
"[1, -25, 5, -13, 31]",[2],-9367779171,S_4,1,True
"[1, -29, -29, -3, 14]",[1],-3761516268,S_4,1/9,False
"[1, 28, 26, 14, 7]",[1],-270681264,S_4,1/324,False
"[1, -6, 16, 20, -10]",[1],-35606720,S_4,1,True
"[1, 10, -12, -2, -10]",[1],-62621744,S_4,1,True
"[1, 27, 1, 13, -29]",[1],-12326668147,S_4,1,True
"[1, 30, 1, -14, 8]",[1],-1154526416,S_4,1/4,False
"[1, 31, -23, 5, -8]",[1],-1670853388,S_4,1,True
"[1, -3, -9, -16, -22]",[1],-9078916,S_4,1/49,False
"[1, 22, -12, -31, 30]",[1],-2526410075,S_4,1,True
"[1, 1, -28, -23, 7]",[1],105360828,S_4,1,True
"[1, -20, 7, -26, 27]",[1],-2832428656,S_4,1/16,False
"[1, 30, 2, -10, -20]",[1],-8313251120,S_4,1/4,False
"[1, 12, -28, 22, -15]",[1],-104503856,S_4,1/4,False
"[1, -3, 0, -8, 27]",[1],-173907,S_4,1,True
"[1, 15, -24, 10, -24]",[1],-1198231056,S_4,1/36,False
"[1, -17, -30, 21, 14]",[1],1449831425,S_4,1,True
"[1, -27, -24, -14, -17]",[2],-3504031331,S_4,1,True
"[1, -13, -5, 15, 22]",[1],-312199120,S_4,1/4,False
"[1, 15, -10, 23, 8]",[1],-440973375,S_4,1/25,False
"[1, -27, -30, 26, 5]",[1],3770852765,S_4,1,True
"[1, 4, -6, -27, -13]",[3],1080581,S_4,1,True
"[1, -11, -3, 21, -25]",[1],-236137387,S_4,1,True
"[1, -32, -3, -19, 6]",[1],-2168276351,S_4,1,True
"[1, -21, 20, 14, -10]",[1],198083124,S_4,1/9,False
"[1, -8, 0, 7, 3]",[1],-310459,S_4,1,True
"[1, -11, -22, 32, -23]",[1],-834000219,S_4,1/81,False
"[1, 28, 11, 22, -10]",[1],-3230054144,S_4,1/16,False
"[1, -25, 4, -12, 28]",[1],-7781615536,S_4,1/4,False
"[1, 17, 30, -9, -20]","[1, 0]",198838921,S_4,1,True
"[1, -11, 1, 7, 24]",[1],-208553452,S_4,1,True
"[1, -6, -4, -21, -11]",[1],-18083043,S_4,1,True
"[1, -11, 18, -31, 14]",[1],-25857279,S_4,1/9,False
"[1, -10, -25, -13, -3]",[1],-3262799,S_4,1,True
"[1, 23, -17, 17, -9]",[1],-392220523,S_4,1,True
"[1, -25, 19, 25, 29]",[1],-10213175275,S_4,1,True
"[1, -22, -3, -9, -8]",[1],-408271919,S_4,1,True
"[1, 29, -14, -32, -22]",[1],-11108510860,S_4,1,True
"[1, 6, 2, -20, -5]","[1, 2]",1270480,S_4,1/4,False
"[1, -4, -24, 24, 26]",[1],220789760,S_4,1,True
"[1, 23, 17, -24, 3]",[1],329346609,S_4,1,True
"[1, 17, -15, -18, -29]",[1],-3190779743,S_4,1,True
"[1, -18, 18, 30, 2]",[1],420306512,S_4,1,True
"[1, 7, 2, -11, 5]",[1],-329948,S_4,1/4,False
"[1, -24, -13, -7, 2]",[1],-95430135,S_4,1,True
"[1, -22, -5, 5, -30]",[1],-6146157175,S_4,1,True
"[1, -17, 9, -18, 29]",[1],-1395700663,S_4,1,True
"[1, -26, 10, -7, -21]",[1],-5433178667,S_4,1,True
"[1, 4, -19, 16, -15]",[1],-19358384,S_4,1/16,False
"[1, -24, -28, -11, 5]",[1],-479043627,S_4,1,True
"[1, -3, -15, 5, 8]",[1],7034864,S_4,1/4,False
"[1, -24, 21, -16, -10]",[1],-1387682464,S_4,1/4,False
"[1, -3, -20, 30, -7]",[3],15465869,S_4,1,True
"[1, 22, 27, -1, 15]",[1],-1520988863,S_4,1,True
"[1, -23, -27, -24, -8]",[1],-172681952,S_4,1/4,False
"[1, 6, 28, 22, -28]",[1],-103780784,S_4,1/4,False
"[1, -27, -2, 25, -6]",[1],626900369,S_4,1,True
"[1, 7, -29, 12, 12]",[1],46390896,S_4,1/4,False
"[1, 32, 18, 13, -28]",[1],-23353912683,S_4,1/9,False
"[1, 4, -30, -8, -26]",[1],-562291200,S_4,1,True
"[1, -21, 25, -9, -14]",[1],-840054348,S_4,1/9,False
"[1, 15, -8, 19, 30]",[1],-1950271759,S_4,1,True
"[1, 22, -3, 27, -3]",[1],-877673583,S_4,1,True
"[1, 25, 14, 29, 26]",[1],-5207441023,S_4,1,True
"[1, -25, 5, 11, 9]",[2],-872306003,S_4,1,True
"[1, -10, 15, -32, 25]",[2],-49407952,S_4,1,True
"[1, 11, 18, 30, 23]",[2],-37487947,S_4,1,True
"[1, 10, 16, -11, 10]",[1],-15646651,S_4,1,True
"[1, 17, 11, 1, -28]",[1],-1415487244,S_4,1,True
"[1, 19, -8, 12, 1]",[2],-65754091,S_4,1,True
"[1, 22, 12, 16, -28]",[1],-5340809984,S_4,1/16,False
"[1, 18, -8, -16, -17]",[1],-1056825520,S_4,1,True
"[1, -4, -18, -24, 8]",[1],-40640512,S_4,1/1024,False
"[1, -10, -13, -2, -6]",[1],-20904816,S_4,1,True
"[1, -32, 24, 25, -5]",[1],3388308165,S_4,1/9,False
"[1, 17, 15, -17, 7]",[1],-134099131,S_4,1,True
"[1, -20, 13, 13, 29]",[1],-3599234711,S_4,1,True
"[1, -22, -32, 8, 25]",[1],-1755017392,S_4,1/4,False
"[1, 18, -14, -24, 10]",[2],515778624,S_4,1/9,False
"[1, 19, -26, -18, -16]",[1],-2655130848,S_4,1/4,False
"[1, -7, 19, -4, 4]",[1],1963088,S_4,1/16,False
"[1, -22, 12, 18, 9]",[1],-563620032,S_4,1/9,False
"[1, 28, -24, -25, 21]",[2],-46360283,S_4,1,True
"[1, -1, -15, 4, -30]",[1],-59736596,S_4,1,True
"[1, -31, 3, 28, -13]",[1],-914073039,S_4,1,True
"[1, -12, -6, -17, 9]",[1],-136648971,S_4,1,True
"[1, -22, -24, -3, 20]",[1],-2926493419,S_4,1,True
"[1, 1, -20, 31, -14]",[2],-532135,S_4,1,True
"[1, -25, 9, 29, -10]",[1],1210399312,S_4,1/4,False
"[1, 9, 5, -23, 7]",[3],7918453,S_4,1,True
"[1, 30, 16, -29, 11]",[1],-2258453603,S_4,1,True
"[1, -11, 20, -31, -8]",[1],-98004231,S_4,1,True
"[1, -3, 9, 12, 26]",[1],18439340,S_4,1,True
"[1, -29, -30, 1, -4]",[1],-840614495,S_4,1,True
"[1, -6, -4, 10, 16]",[1],-7020848,S_4,1/4,False
"[1, 28, -9, 19, 15]",[1],-5661886783,S_4,1,True
"[1, -25, 7, -22, -8]",[1],-1578178444,S_4,1/4,False
"[1, -30, -12, 22, -21]",[1],-11925605376,S_4,1/64,False
"[1, 13, -7, -14, 19]",[1],-213515463,S_4,1,True
"[1, -8, -8, 31, 21]",[1],62564837,S_4,1,True
"[1, 8, -14, -14, 29]",[1],-55696048,S_4,1,True
"[1, -27, 1, -22, -4]",[1],-1091670428,S_4,1/4,False
"[1, -10, -4, 15, 12]",[1],-15453867,S_4,1,True
"[1, 24, -21, -30, -6]",[1],391020480,S_4,1/16,False
"[1, 4, -16, -6, 12]",[2],13007184,S_4,1/4,False
"[1, -16, -4, -1, -11]",[1],-230195163,S_4,1,True
"[1, -4, -11, 19, -4]",[3],2985977,S_4,1,True
"[1, 7, 14, 28, -20]",[2],-38095536,S_4,1/4,False
"[1, -31, 7, -31, 16]",[1],-7889933068,S_4,1,True
"[1, -18, 20, 26, -31]","[0, 1]",2587968,S_4,1/9,False
"[1, 13, -16, -24, 18]",[1],255588372,S_4,1/81,False
"[1, 32, -14, 11, -8]",[1],-1426209739,S_4,1,True
"[1, -30, -14, -3, -11]",[1],-2747349819,S_4,1/9,False
"[1, -8, 28, -16, 19]",[1],30348032,S_4,1/64,False
"[1, -12, -26, -12, -21]",[1],-520329216,S_4,1,True
"[1, -23, -32, -14, -10]",[1],-658912748,S_4,1/2809,False
"[1, 27, -26, -19, 25]",[1],-3376067692,S_4,1/4,False
"[1, -22, 19, -22, -13]",[1],-1890845888,S_4,1,True
"[1, 23, 11, -13, 13]",[1],-1428158355,S_4,1,True
"[1, -17, -27, -12, -9]",[1],-200786175,S_4,1/9,False
"[1, 32, -9, -18, -8]",[1],-1870676384,S_4,1/4,False
"[1, 26, -22, -5, 23]",[1],-5996572507,S_4,1,True
"[1, 3, 2, -28, 23]",[2],-791691,S_4,1,True
"[1, 27, 16, -27, -19]",[1],-170227672,S_4,1,True
"[1, 18, 20, 32, -25]",[1],-2821412016,S_4,1/9,False
"[1, 32, 25, -5, -22]",[1],-9198231151,S_4,1,True
"[1, -2, -10, 4, -23]",[1],-17374128,S_4,1,True
"[1, 1, -30, 7, 20]",[2],205741201,S_4,1,True
"[1, 23, -11, -28, -13]",[1],-1143824279,S_4,1/169,False
"[1, 24, 0, -3, 1]",[2],-7484171,S_4,1,True
"[1, -12, 9, -3, 21]",[1],-163704375,S_4,1/25,False
"[1, 22, 0, 32, 17]",[1],-3340224432,S_4,1/36,False
"[1, 16, 32, -32, 19]",[1],-778745088,S_4,1/144,False
"[1, 1, 23, 17, -17]",[1],-114394275,S_4,1/2025,False
"[1, -27, 28, 8, 25]",[1],-10099939387,S_4,1,True
"[1, -29, -28, -25, -21]",[1],-5551176036,S_4,1,True
"[1, 10, 17, -4, -8]",[1],3769344,D_4,1/64,False
"[1, 3, 23, 4, -14]",[1],-60446948,S_4,1,True
"[1, 15, 4, 8, 13]",[1],-197096851,S_4,1,True
"[1, 5, 10, -11, 8]","[0, 1]",3371225,S_4,1/25,False
"[1, 1, 11, 18, 9]",[1],515313,S_4,1/9,False
"[1, 0, -15, 8, -24]",[1],-35496576,S_4,1/4,False
"[1, 32, 29, 10, 3]",[1],-73882896,S_4,1,True
"[1, -4, -4, 8, 20]",[1],-1703936,S_4,1/256,False
"[1, -32, 2, 14, 25]",[1],-17535500208,S_4,1,True
"[1, 11, -18, 17, -7]",[1],-6023804,S_4,1/4,False
"[1, -10, -17, -6, 1]","[3, 0]",-406528,S_4,1/16,False
"[1, -7, 15, -1, -7]",[2],-376043,S_4,1,True
"[1, -24, 12, -12, 8]",[1],-361474816,S_4,1/64,False
"[1, 19, 9, 12, -20]",[1],-1498559216,S_4,1/16,False
"[1, 20, -30, 9, 24]",[1],-3469224843,S_4,1/49,False
"[1, -11, 26, 4, 20]",[1],-31088816,S_4,1/4,False
"[1, 10, 32, 8, 30]",[1],105226560,S_4,1/9,False
"[1, 27, 20, -11, 26]",[1],-10473403671,S_4,1/9,False
"[1, -18, -24, -2, 22]","[0, 1]",-1586258096,S_4,1,True
"[1, -25, -29, 15, -28]",[1],-16060950732,S_4,1,True
"[1, 11, -21, -1, -31]",[1],-1054192811,S_4,1,True
"[1, 2, -16, 8, 13]",[1],1614288,S_4,1/4,False
"[1, -25, 17, -17, 12]",[1],-818683104,S_4,1/4,False
"[1, -13, -15, 21, 10]",[1],210989776,S_4,1/4,False
"[1, 23, 5, 17, 30]",[1],-6242296496,S_4,1/4,False
"[1, -1, -12, 15, -11]",[1],-2842016,S_4,1/4,False
"[1, -23, 11, -22, 19]",[1],-2061425943,S_4,1/81,False
"[1, -17, -1, 29, -10]",[1],237175988,S_4,1,True
"[1, 17, -2, -10, -9]",[1],-181547131,S_4,1,True
"[1, -24, -32, 8, 24]",[1],-2549395456,S_4,1/64,False
"[1, 25, -22, 19, -24]",[2],-5088755303,S_4,1,True
"[1, 27, -15, -6, -12]",[1],-2810789532,S_4,1/4,False
"[1, 6, -10, 10, -1]",[2],-835008,S_4,1,True
"[1, 28, 25, 10, -18]",[1],-5294737120,S_4,1,True
"[1, 10, 16, -25, 22]",[1],-31661227,S_4,1,True
"[1, 27, -15, -1, -3]",[1],-192603987,S_4,1/9,False
"[1, 31, -23, 8, 9]",[1],-2845218623,S_4,1,True
"[1, 29, 23, -29, 16]",[1],-6472152000,S_4,1/1600,False
"[1, -32, -32, 16, -15]",[1],-13910060800,S_4,1,True
"[1, -11, 24, 23, 24]",[1],-26869991,S_4,1,True
"[1, 4, 7, 23, -8]",[1],-8512447,S_4,1,True
"[1, 24, 3, -24, 28]",[1],-6536577344,S_4,1/16,False
"[1, 29, -1, -21, 18]",[1],-5158091340,S_4,1/81,False
"[1, -10, 6, -30, -11]",[1],-156358400,S_4,1/16,False
"[1, 31, 19, -17, -27]",[1],-10657602811,S_4,1,True
"[1, 24, -1, 32, 11]",[1],-3094067664,S_4,1/9,False
"[1, -20, 8, -2, 10]",[1],-373984944,S_4,1,True
"[1, 13, -10, -9, -6]",[1],-57395775,S_4,1,True
"[1, 3, -14, 19, 12]",[1],-25201999,S_4,1,True
"[1, -32, -16, -15, 27]",[1],-26514757467,S_4,1/9,False
"[1, -30, 25, 7, -1]",[2],162816937,S_4,1,True
"[1, 9, 15, -32, 29]",[1],28306913,S_4,1,True
"[1, -31, -19, -8, -27]",[1],-18569836983,S_4,1,True
"[1, -6, 29, 27, -24]",[1],-534340239,S_4,1,True
"[1, -10, -28, -25, -24]",[1],-223236875,S_4,1/25,False
"[1, 5, -24, 8, -5]",[1],-22585203,S_4,1,True
"[1, 26, -4, 16, 3]",[1],-475213872,S_4,1,True
"[1, -29, 25, -24, 32]",[1],-11768836416,S_4,1/16,False
"[1, 29, -20, -20, 8]",[1],1397493824,S_4,1/64,False
"[1, 25, 24, -27, 11]",[1],-1769050228,S_4,1/841,False
"[1, 1, -30, -23, 9]",[1],159563948,S_4,1,True
"[1, -25, 9, 22, -21]",[1],-2459589575,S_4,1/25,False
"[1, 23, -32, 24, -24]",[1],-3210787008,S_4,1/64,False
"[1, 27, 19, -32, 8]",[1],27089248,S_4,1/4,False
"[1, 32, -14, 32, 12]",[1],-12097967104,S_4,1/16,False
"[1, 6, -21, -12, -14]",[1],-129761024,S_4,1/4,False
"[1, 20, 5, 17, -17]",[1],-1519214775,S_4,1/25,False
"[1, -32, -23, -7, -31]",[1],-29032961407,S_4,1,True
"[1, -2, 23, 20, -18]",[1],-176141568,S_4,1/4,False
"[1, 6, -6, 7, -3]",[1],-337419,S_4,1,True
"[1, -25, 8, 21, -16]",[1],-1185307271,S_4,1,True
"[1, -28, -15, -16, 26]",[1],-15205120736,S_4,1/4,False
"[1, 32, -6, 3, -18]",[1],-9290933739,S_4,1/9,False
"[1, -6, 21, -5, -20]",[1],-21716015,S_4,1,True
"[1, -7, 29, -15, 27]",[1],89272413,S_4,1/9,False
"[1, 8, -10, 7, 1]","[1, 2]",-1744155,S_4,1/49,False
"[1, -9, -17, 25, 25]",[1],175024325,S_4,1/1225,False
"[1, -21, -25, 28, -1]",[2],1087320393,S_4,1/9,False
"[1, 0, -22, 21, -8]",[1],-9371979,S_4,1,True
"[1, 17, 20, 6, 3]",[2],-11279163,D_4,1/49,False
"[1, 20, -2, 11, -16]",[1],-1134342971,S_4,1,True
"[1, -25, -31, 28, -25]",[1],-15625354111,S_4,1,True
"[1, -24, 10, 29, 30]",[1],-8043747403,S_4,1,True
"[1, -1, 19, -13, 26]",[1],24652576,S_4,1/4,False
"[1, 0, -16, 4, -12]",[1],-17046272,S_4,1/16,False
"[1, 18, -32, 24, 9]",[1],-1120698288,S_4,1/36,False
"[1, 29, 31, 26, -19]",[1],-10604442215,S_4,1,True
"[1, 32, 10, -31, 16]",[1],-5954798011,S_4,1,True
"[1, -9, 8, -1, -1]",[2],-51732,S_4,1/9,False
"[1, -11, -11, 9, -21]",[1],-337215483,S_4,1,True
"[1, -19, -8, 1, 2]",[1],-11925943,S_4,1,True
"[1, 20, 6, 6, -2]",[1],-30919856,S_4,1,True
"[1, 27, -3, -22, -13]",[1],-1889250223,S_4,1,True
"[1, 25, -27, -11, 10]",[1],425694420,S_4,1,True
"[1, 15, 2, -18, 18]",[1],-374848812,S_4,1/9,False
"[1, -32, 24, -22, 31]",[1],-17978165680,S_4,1,True
"[1, 22, -23, -32, 30]",[1],686072384,S_4,1,True
"[1, -4, 10, 25, -23]",[2],-43798315,S_4,1,True
"[1, -20, -29, -22, -16]",[1],-642861664,S_4,1/4,False
"[1, 15, 31, 7, 25]",[1],-478411003,S_4,1,True
"[1, -6, -29, -31, -18]",[1],-31892599,S_4,1,True
"[1, -1, -31, -12, 9]",[1],125342649,S_4,1/9,False
"[1, 17, 8, -21, 19]",[1],-771449708,S_4,1/4,False
"[1, 21, 21, 24, 32]",[1],-2777274688,S_4,1/16,False
"[1, -23, -13, -23, -26]",[1],-4652957472,S_4,1/4,False
"[1, -20, -18, -7, 22]",[1],-2870962699,S_4,1,True
"[1, 9, 27, 5, -28]",[2],-15877228,S_4,1,True
"[1, -8, 20, -12, -28]",[1],-2767616,S_4,1/16,False
"[1, -20, 2, -10, -26]",[1],-2972040624,S_4,1,True
"[1, 23, -10, 27, -18]",[1],-2578049271,S_4,1/9,False
"[1, 0, 14, -25, -8]",[1],-34140827,S_4,1,True
"[1, -25, -6, -20, -20]",[1],-4264118320,S_4,1/4,False
"[1, -15, 24, -22, -9]",[1],-200934243,S_4,1,True
"[1, -13, -29, -32, 27]",[1],-2640872951,S_4,1,True
"[1, 3, 22, -23, 10]",[1],31473569,S_4,1,True
"[1, 23, 11, 1, 32]",[1],-6903689776,S_4,1/4,False
"[1, -13, 24, -4, 29]",[1],-296353283,S_4,1,True
"[1, 31, -17, 14, -32]",[1],-24560363404,S_4,1/4,False
"[1, -32, 16, -22, 13]",[1],-3315681712,S_4,1/4,False
"[1, 11, 11, -28, -22]",[1],70574140,S_4,1,True
"[1, -14, -28, 8, -9]",[1],-533225136,S_4,1,True
"[1, 11, 24, -4, 21]",[1],-49906867,S_4,1,True
"[1, -10, -27, -13, -27]",[1],-612526063,S_4,1,True
"[1, -20, 27, 18, -18]",[1],577881216,S_4,1/36,False
"[1, -10, 29, 30, -22]",[1],-227103632,S_4,1/4,False
"[1, 7, -18, 22, 32]",[1],-447247328,S_4,1/4,False
"[1, -21, 26, -32, 28]",[1],-1438606640,S_4,1/4,False
"[1, 4, -6, -18, -28]",[1],-14555056,S_4,1/4,False
"[1, 21, -20, -30, 20]",[1],1429071200,S_4,1/4,False
"[1, 21, 28, -13, -10]",[1],470716657,S_4,1,True
"[1, -4, 0, 29, -25]",[2],-5234603,S_4,1,True
"[1, -28, -17, 22, 19]",[1],-2182946032,S_4,1/16,False
"[1, 3, 7, -31, -26]",[1],-57138700,S_4,1,True
"[1, 31, 29, -32, 3]",[1],2341507729,S_4,1,True
"[1, -4, -12, -4, -24]",[1],-39928576,S_4,1/64,False
"[1, 13, -14, 11, 21]",[1],-653060204,S_4,1/4,False
"[1, -9, 11, 31, 22]",[1],-9478304,S_4,1/4,False
"[1, 14, -31, 6, -4]",[1],-114998288,S_4,1/4,False
"[1, -22, -31, -20, 11]",[1],-2175756208,S_4,1/16,False
"[1, 18, 26, 14, 17]",[1],-358097664,S_4,1/16,False
"[1, -31, 28, -29, 6]",[1],-934297055,S_4,1,True
"[1, -26, -30, 10, -15]",[1],-6274451200,S_4,1/16,False
"[1, -5, 21, 7, 20]",[1],68439712,S_4,1/4,False
"[1, 18, -22, 19, 13]",[1],-1352363819,S_4,1,True
"[1, 5, -12, -18, 2]",[1],12381044,S_4,1,True
"[1, -24, -19, 18, 5]",[1],748678544,S_4,1,True
"[1, -17, -1, 31, 6]",[1],496808176,S_4,1/4,False
"[1, -17, -22, -28, 7]",[1],-1040353083,S_4,1,True
"[1, -5, -23, 21, -6]",[1],-17697456,S_4,1/4,False
"[1, -1, 24, 22, -8]",[1],-105144016,S_4,1/4,False
"[1, 20, -11, -17, 22]",[1],-1489277575,S_4,1,True
"[1, -21, -7, -8, -26]",[1],-3650488676,S_4,1,True
"[1, 5, -17, -16, -4]",[1],-2682368,S_4,1/64,False
"[1, -13, -13, 14, 10]",[2],41925432,S_4,1,True
"[1, -32, -18, 28, -22]",[1],-19022975744,S_4,1,True
"[1, 18, -19, -11, 7]",[1],140151121,S_4,1,True
"[1, -29, 24, -21, 11]",[1],-920909668,S_4,1,True
"[1, 26, 17, 24, -30]",[1],-13586131392,S_4,1,True
"[1, 19, 29, 8, 11]",[1],-314371231,S_4,1,True
"[1, 13, -2, -17, 9]",[1],-9996892,S_4,1/4,False
"[1, -14, 22, 16, -28]",[1],45482752,S_4,1/16,False
"[1, -24, -5, 27, -1]",[2],1086025913,S_4,1,True
"[1, -4, 6, 29, -20]","[0, 1]",-31577499,S_4,1/961,False
"[1, -15, 5, 29, -10]",[1],254539188,S_4,1/9,False
"[1, -17, 19, 31, 30]",[1],-2052793696,S_4,1/4,False
"[1, -8, 11, 18, 20]",[1],910816,S_4,1/4,False
"[1, 31, -15, 22, -6]",[1],-1155592552,S_4,1,True
"[1, -6, -21, -17, -28]",[1],-138986239,S_4,1,True
"[1, 30, -14, 11, -27]",[2],-15565565851,S_4,1,True
"[1, 15, 7, -31, -11]",[1],333516989,S_4,1,True
"[1, 11, -21, -26, 11]",[1],434011257,S_4,1,True
"[1, -16, 23, -26, 3]",[1],-75739056,S_4,1/16,False
"[1, -15, 31, 17, -10]",[1],242555632,S_4,1/4,False
"[1, -3, 21, 29, 29]",[1],155366717,S_4,1,True
"[1, 7, -22, 15, -12]",[1],-31826175,S_4,1,True
"[1, -3, 1, -1, -13]",[1],-836171,S_4,1,True
"[1, 8, 28, -28, 31]",[1],435433472,S_4,1/64,False
"[1, -27, 15, 24, 24]",[1],-9262531872,S_4,1/4,False
"[1, -22, 32, 22, 2]",[1],189935312,S_4,1,True
"[1, 0, 22, -11, 2]",[1],2468149,S_4,1,True
"[1, -23, -8, -22, -8]",[1],-735225808,S_4,1/4,False
"[1, 10, -22, 1, -28]",[1],-717832739,S_4,1/169,False
"[1, 18, 29, 3, 8]",[1],-219205087,S_4,1,True
"[1, 14, -4, -16, -16]",[1],-285667328,S_4,1/4096,False
"[1, 0, 13, -13, 23]",[1],7202017,S_4,1,True
"[1, -21, 25, -5, 11]",[1],-515901851,S_4,1,True
"[1, -5, -20, -9, -14]",[1],-46076431,S_4,1,True
"[1, -17, 19, -2, -2]",[2],1048568,S_4,1,True
"[1, -5, -13, -28, -14]",[1],-15059268,S_4,1,True
"[1, 6, -13, 31, 9]",[1],-138793679,S_4,1/2209,False
"[1, -21, 16, 7, -8]",[1],-81335935,S_4,1,True
"[1, 5, 32, -20, 18]",[1],328196052,S_4,1/9,False
"[1, 28, 8, 19, -11]",[1],-3072912363,S_4,1/9,False
"[1, -27, 14, 18, -18]",[1],-2076251148,S_4,1/9,False
"[1, 16, 28, -8, -32]",[1],-158494720,S_4,1/4096,False
"[1, 21, 1, -15, 12]",[1],-651864912,S_4,1/4,False
"[1, -20, 4, 9, 22]",[1],-2052698203,S_4,1,True
"[1, -3, -8, -32, 23]",[1],-101569211,S_4,1,True
"[1, -1, -14, 2, -1]",[2],-630107,S_4,1,True
"[1, 10, 6, -7, -3]","[2, 2]",1312357,S_4,1,True
"[1, 2, -9, 11, 17]",[1],-8457719,S_4,1,True
"[1, -23, 28, 29, 17]",[1],-3320001040,S_4,1/4,False
"[1, 31, 26, 4, -21]",[1],-9222497171,S_4,1,True
