coefficients,signature,discriminant,gal_group,disc_ratio,ring_int
"[1, 1, -2, 10, 10]",[1],-651820,S_4,1,True
"[1, 1, -9, 14, -1]",[2],-679671,S_4,1,True
"[1, 3, -2, -10, 3]",[1],-79075,S_4,1,True
"[1, 10, 12, -2, 9]",[1],-13832896,S_4,1,True
"[1, 16, -7, -15, -7]",[1],-93117887,S_4,1,True
"[1, 3, 6, 2, -1]",[3],-6043,S_4,1,True
"[1, -4, -12, 3, 4]",[2],1739029,S_4,1,True
"[1, 15, 5, 5, -13]",[1],-224824707,S_4,1/9,False
"[1, -2, -16, -6, -3]",[1],-2261184,S_4,1,True
"[1, -5, 5, 11, 9]",[1],1034757,S_4,1/9,False
"[1, 14, -8, 4, -14]",[1],-232447168,S_4,1,True
"[1, 11, 10, 14, -13]",[1],-78903347,S_4,1,True
"[1, 14, 8, -11, -15]",[1],-107376051,S_4,1,True
"[1, 14, 4, 11, -4]",[1],-36055643,S_4,1,True
"[1, -2, 10, 10, -10]",[1],-5889200,S_4,1,True
"[1, 3, -9, -6, 2]",[1],594536,S_4,1,True
"[1, 0, -4, 14, 1]",[2],-1097648,S_4,1/4,False
"[1, 4, -3, -7, 9]",[2],-288023,S_4,1,True
"[1, -3, -15, -15, -9]",[2],-1569051,S_4,1/9,False
"[1, 11, -1, -11, -7]",[1],-13389067,S_4,1,True
"[1, -11, -15, -2, 2]",[2],-26168,S_4,1,True
"[1, -6, -1, -15, 2]",[1],-5159383,S_4,1,True
"[1, 8, 9, -10, 11]",[1],-5008208,S_4,1,True
"[1, -12, -15, 10, 6]",[1],38630304,S_4,1,True
"[1, 3, -9, -2, -2]",[1],-422312,S_4,1,True
"[1, 10, -5, 4, -12]",[1],-46716160,S_4,1/4,False
"[1, -1, 1, -6, 9]",[1],101817,S_4,1/81,False
"[1, 6, 9, 12, -16]",[1],-6370816,S_4,1/64,False
"[1, -6, -2, 5, 6]",[1],-1042483,S_4,1,True
"[1, -15, -12, 10, -14]",[1],-470741900,S_4,1,True
"[1, 6, 16, -4, 5]",[1],4024144,S_4,1/4,False
"[1, -15, 11, -16, -8]",[1],-167756000,S_4,1/100,False
"[1, 16, -7, -9, 4]","[1, 0]",3853441,S_4,1,True
"[1, -11, 7, 1, 16]",[1],-74013100,S_4,1,True
"[1, -5, -11, -11, -14]",[1],-9185728,S_4,1/64,False
"[1, -8, 7, 8, 11]",[1],-6993616,S_4,1,True
"[1, 13, -11, 13, -5]",[1],-15599059,S_4,1,True
"[1, -8, -2, -9, 2]",[1],-2910267,S_4,1/9,False
"[1, 12, -9, 3, -9]","[1, 0]",-57053727,S_4,1/9,False
"[1, 1, -12, -16, -7]",[1],-566379,S_4,1,True
"[1, -14, -4, 1, 14]",[1],-220829723,S_4,1,True
"[1, 13, -16, 2, -12]",[1],-196932192,S_4,1/4,False
"[1, 7, 9, 12, -7]",[1],-3872407,S_4,1,True
"[1, 4, 13, 5, 2]",[1],238841,S_4,1,True
"[1, 14, 7, -4, 16]",[1],-234390400,S_4,1/16,False
"[1, -7, -7, -6, 11]",[1],-19617383,S_4,1,True
"[1, -10, 16, 14, 14]",[1],-24259760,S_4,1,True
"[1, 15, 4, 9, -9]",[1],-128713788,S_4,1/36,False
"[1, 1, -6, -12, 12]",[1],-1068336,S_4,1/4,False
"[1, 13, 15, -3, 3]",[1],-11095083,S_4,1,True
"[1, -7, -9, -12, -5]",[1],-1840415,S_4,1,True
"[1, -9, -10, 14, -11]",[1],-53196803,S_4,1/121,False
"[1, 1, -13, 6, -13]",[1],-8601023,S_4,1,True
"[1, -10, 16, -3, 4]",[1],-2482699,S_4,1,True
"[1, 8, -5, 8, 12]",[1],-32045632,S_4,1/16,False
"[1, 4, -4, 3, -13]",[1],-3684299,S_4,1,True
"[1, 3, 15, -9, -9]",[2],-13835691,S_4,1/81,False
"[1, 10, 8, 13, -14]",[1],-59446971,S_4,1/9,False
"[1, -2, 11, 0, 6]",[1],988032,S_4,1/16,False
"[1, 8, -7, -3, -2]",[1],-1390847,S_4,1,True
"[1, -13, 8, 8, 2]",[1],-2805548,S_4,1,True
"[1, 12, 10, -16, 1]",[3],16319744,S_4,1/64,False
"[1, 3, -4, -7, -14]",[1],-1916663,S_4,1,True
"[1, -5, 10, -11, -5]",[1],-300232,S_4,1,True
"[1, -16, 14, 9, 13]",[1],-318268475,S_4,1/25,False
"[1, -7, 7, -7, -9]",[1],-3938995,S_4,1,True
"[1, 3, 15, -6, -2]",[1],-2723288,S_4,1,True
"[1, -16, -2, 14, -8]",[1],-83964208,S_4,1/4,False
"[1, -16, 14, 11, 8]",[1],-144591947,S_4,1,True
"[1, -16, -16, 5, -11]",[1],-422785515,S_4,1,True
"[1, -14, -12, -11, -10]",[1],-87839051,S_4,1,True
"[1, -5, 15, -9, 12]",[1],1750356,S_4,1,True
"[1, 12, -5, -14, -11]",[1],-80551312,S_4,1,True
"[1, -5, 12, -8, 7]",[1],178821,S_4,1,True
"[1, -5, 2, -10, -7]",[1],-1936363,S_4,1,True
"[1, -15, 12, 10, 14]",[1],-270896044,S_4,1,True
"[1, 9, -6, -1, 5]",[1],-5240524,S_4,1/4,False
"[1, -4, -11, -14, 10]",[1],-15376864,S_4,1,True
"[1, -3, -4, 5, 3]",[2],40396,S_4,1,True
"[1, -3, 14, 4, 3]","[0, 1]",1874317,S_4,1,True
"[1, 5, -15, 5, -3]",[1],-2130187,S_4,1,True
"[1, 2, 10, -4, -7]",[1],-2038448,S_4,1,True
"[1, -3, 15, 2, -6]",[1],-5223528,S_4,1/9,False
"[1, 6, 14, -10, 7]",[1],5526592,S_4,1,True
"[1, 2, -1, -11, 10]","[2, 0]",91449,S_4,1/81,False
"[1, 1, -9, 16, -4]",[1],-608000,D_4,1/256,False
"[1, -9, -6, 4, 3]",[1],-430947,S_4,1,True
"[1, 10, -12, 4, 9]",[1],-40907056,S_4,1/4,False
"[1, 15, -1, -3, 8]",[1],-87119536,S_4,1/4,False
"[1, 12, -6, 10, -8]",[1],-35652272,S_4,1/4,False
"[1, 15, -16, -1, 16]",[1],-392973023,S_4,1,True
"[1, -1, 9, -6, -9]",[1],-2115207,S_4,1/9,False
"[1, 8, 4, -14, -3]",[1],3699280,S_4,1/4,False
"[1, -7, -1, -1, 4]",[1],-1186608,S_4,1/4,False
"[1, 8, -6, -5, -13]",[1],-33326667,S_4,1,True
"[1, 1, 6, -5, 9]",[1],404996,S_4,1/4,False
"[1, 14, 10, -6, 10]",[1],-101617456,S_4,1,True
"[1, -13, 14, 8, 5]",[1],-26601011,S_4,1,True
"[1, 7, 3, 6, -12]",[1],-9276444,S_4,1/4,False
"[1, 3, 0, 10, -9]",[1],-1159731,S_4,1,True
"[1, -14, -7, 4, 12]",[1],-153241088,S_4,1/10816,False
"[1, 13, -15, 8, 16]",[1],-365075968,S_4,1/64,False
"[1, 14, 5, -1, 16]",[1],-233391735,S_4,1/9,False
"[1, -5, 8, -8, -3]",[1],-122051,S_4,1,True
"[1, 2, -6, 4, 15]",[1],-1647536,S_4,1/4,False
"[1, -5, -14, 7, 7]","[0, 1]",8073632,S_4,1/4,False
"[1, 3, 4, -8, 8]",[1],716608,S_4,1/64,False
"[1, -2, -5, 1, -1]",[2],-21575,S_4,1,True
"[1, -13, 13, -7, 4]",[1],-3423724,S_4,1,True
"[1, -8, -9, -5, 3]",[1],-3402679,S_4,1,True
"[1, 12, 9, 8, 15]",[1],-71739216,S_4,1/9,False
"[1, 0, 5, -9, 10]",[1],401553,S_4,1,True
"[1, 16, 4, 14, -16]","[1, 0]",-527379376,S_4,1/4,False
"[1, 5, 0, 13, 14]",[1],-7275663,S_4,1,True
"[1, -1, -9, 6, -2]",[1],-137192,S_4,1,True
"[1, 16, -16, 5, -8]",[1],-135681003,S_4,1,True
"[1, -6, 8, -7, -15]",[1],-3721283,S_4,1,True
"[1, 10, 13, 7, -5]",[2],-4876039,S_4,1/49,False
"[1, -15, 1, 7, 11]",[1],-159468083,S_4,1,True
"[1, -3, -11, 11, 7]",[1],3384221,S_4,1,True
"[1, 12, 1, 5, -10]","[1, 0]",-57506375,S_4,1/25,False
"[1, -14, 10, -13, -5]",[1],-58740859,S_4,1,True
"[1, -4, -13, 8, -10]",[1],-14496800,S_4,1,True
"[1, 11, 3, -7, -14]",[1],-57025836,S_4,1,True
"[1, 6, -3, 12, 7]",[1],-7632752,S_4,1/16,False
"[1, 4, 14, -16, 4]",[1],64512,D_4,1/16,False
"[1, 6, 6, -1, 3]",[1],-105867,S_4,1,True
"[1, 15, 13, 15, -1]",[2],-36916939,S_4,1,True
"[1, 12, -2, -1, -6]",[1],-22049803,S_4,1,True
"[1, -12, -9, 12, -14]",[1],-189872672,S_4,1,True
"[1, 16, -8, 3, -11]",[2],-236632843,S_4,1,True
"[1, 15, -2, 13, -15]",[1],-334320604,S_4,1/4,False
"[1, -14, -13, 5, 9]",[1],-55059231,S_4,1,True
"[1, -3, 4, 6, 8]",[1],606320,S_4,1/4,False
"[1, 8, 11, 12, -4]",[1],-3133952,S_4,1/64,False
"[1, -8, -15, -14, -6]","[0, 1]",-1283872,S_4,1,True
"[1, -14, 7, 1, 3]","[1, 0]",-9129487,S_4,1,True
"[1, -14, 3, -8, 9]",[1],-74707600,S_4,1,True
"[1, -10, 12, 7, -12]",[1],-2107787,S_4,1,True
"[1, -10, 7, -13, -13]",[1],-54911519,S_4,1,True
"[1, -2, -5, 10, 6]",[2],-130096,S_4,1,True
"[1, 4, -3, -12, 5]",[3],195152,S_4,1/16,False
"[1, -3, 2, -5, -1]",[2],-25896,S_4,1,True
"[1, -8, 15, 5, -5]","[0, 1, 2]",26825,S_4,1,True
"[1, 15, -15, -14, 14]",[3],-24756088,S_4,1,True
"[1, -9, -16, 2, -8]",[1],-50320784,S_4,1/4,False
"[1, -7, 13, 14, -15]",[1],-5365543,S_4,1,True
"[1, 6, -14, 0, -10]",[1],-23619520,S_4,1,True
"[1, 8, -13, -8, -8]",[1],-33913728,S_4,1/1296,False
"[1, 13, -4, 6, 5]",[1],-29428811,S_4,1,True
"[1, -8, -8, 1, -11]",[1],-26846875,S_4,1/625,False
"[1, 8, -6, -7, -13]",[1],-33791963,S_4,1,True
"[1, 4, -16, -10, -3]",[1],-3663408,S_4,1/4,False
"[1, -13, 16, -12, -2]",[1],-12911980,S_4,1,True
"[1, 10, -11, 13, 6]",[1],-48396823,S_4,1,True
"[1, 0, 7, -4, 4]",[1],105344,S_4,1/16,False
"[1, -16, -9, -3, 16]",[1],-565797479,S_4,1,True
"[1, 10, 10, 10, 6]",[1],-2438704,S_4,1,True
"[1, 6, 13, -6, 3]",[1],1068096,S_4,1,True
"[1, 6, 5, 10, 2]",[1],-413520,S_4,1/4,False
"[1, 4, -11, 1, 14]",[2],-5070551,S_4,1,True
"[1, -12, 16, -5, -12]",[1],-39420139,S_4,1,True
"[1, -3, -7, -5, 10]",[1],-2333360,S_4,1/4,False
"[1, 16, -9, 14, -13]",[1],-277382448,S_4,1/144,False
"[1, -11, -5, 0, -2]",[1],-2085556,S_4,1,True
"[1, 12, -12, 7, 16]",[1],-254882075,S_4,1,True
"[1, -2, -3, 9, -11]",[1],-184775,S_4,1,True
"[1, -2, 3, 6, -13]",[1],-483520,S_4,1,True
"[1, 1, 16, -6, 12]",[1],10373472,S_4,1/4,False
"[1, 10, 11, 12, 16]",[1],-23531648,S_4,1/16,False
"[1, -13, -2, 0, -6]",[1],-29621196,S_4,1,True
"[1, 1, -4, 2, -11]","[3, 2]",-700443,S_4,1,True
"[1, 7, -5, 6, 13]",[1],-22190503,S_4,1,True
"[1, -10, 9, 2, -4]",[1],-814928,S_4,1/4,False
"[1, -14, -14, -13, 15]",[1],-503464187,S_4,1,True
"[1, 1, 15, -15, 2]",[1],-2250400,S_4,1/100,False
"[1, -7, 10, -16, 9]",[1],-982507,S_4,1,True
"[1, -15, 11, -8, 3]",[2],-3827207,S_4,1,True
"[1, -4, 9, -12, -15]",[1],-2943216,S_4,1/16,False
"[1, 1, -4, 15, -12]",[2],-1038471,S_4,1,True
"[1, -9, -6, -15, 3]",[1],-21478824,S_4,1,True
"[1, 15, -12, -4, -10]",[1],-229270540,S_4,1,True
"[1, -13, 14, 5, 10]",[1],-72465855,S_4,1,True
"[1, -7, -3, 5, -16]",[1],-23122256,S_4,1/4,False
"[1, 3, -12, -2, -1]","[2, 0]",-464467,S_4,1,True
"[1, -13, -10, -1, 16]",[1],-257225871,S_4,1,True
"[1, -4, -8, 5, 14]",[1],-1935851,S_4,1,True
"[1, 14, -14, -13, -14]",[1],-437047939,S_4,1,True
"[1, -6, -16, 15, -12]",[1],-52686939,S_4,1,True
"[1, -6, 5, 16, 5]",[2],-144048,S_4,1,True
"[1, -14, 12, -16, 13]",[1],-78485296,S_4,1/4,False
"[1, 1, -6, 14, -9]",[2],-301163,S_4,1,True
"[1, 3, -1, 2, -6]",[2],-215288,S_4,1,True
"[1, -10, -10, -9, -8]",[1],-16261619,S_4,1,True
"[1, -2, 3, -5, 14]",[1],429529,S_4,1,True
"[1, -3, 4, 4, 13]",[1],1327037,S_4,1,True
"[1, 12, 14, -14, -11]",[1],27145552,S_4,1,True
"[1, 4, 7, 11, 12]",[1],29905,S_4,1,True
"[1, -15, -3, 1, 10]",[1],-143793644,S_4,1,True
"[1, 16, -15, -3, -9]",[1],-264423663,S_4,1/9,False
"[1, -13, -11, 6, 2]",[2],8002776,S_4,1,True
"[1, 2, 11, -12, 15]",[1],7622256,S_4,1,True
"[1, 9, -7, -5, 4]",[1],-472076,S_4,1,True
"[1, 3, 5, 7, -1]",[2],-39075,S_4,1,True
"[1, 13, 6, -12, 16]",[1],-180264128,S_4,1/64,False
"[1, -8, -16, 10, -12]",[1],-92044976,S_4,1/4,False
"[1, -8, -1, 7, -9]",[1],-8730695,S_4,1,True
"[1, -6, 8, -16, -13]",[1],-8759088,S_4,1/9,False
"[1, 4, 9, 2, 10]",[1],764384,S_4,1,True
"[1, 11, 6, 4, -9]",[1],-28311755,S_4,1,True
"[1, 11, 11, 8, -11]",[1],-39940767,S_4,1/9,False
"[1, 12, -3, -15, 11]",[1],-32624743,S_4,1,True
"[1, 1, -11, -3, -5]",[1],-1667323,S_4,1,True
"[1, 9, -4, -8, 9]",[1],-10953707,S_4,1,True
"[1, -9, 9, 15, 2]",[1],2458292,S_4,1,True
"[1, 4, 11, -5, 6]",[1],2030017,S_4,1,True
"[1, 10, -15, 8, 10]",[1],-70163392,S_4,1/169,False
"[1, -2, 7, -5, 6]","[1, 0, 1, 0, 0]",11417,S_4,1,True
"[1, 0, 4, 5, 11]",[1],273109,S_4,1,True
"[1, 10, -7, 5, -8]",[2],-19870983,S_4,1,True
"[1, -14, 14, 4, 3]",[1],-15225392,S_4,1/4,False
"[1, 9, 6, -14, 15]",[2],-24859899,S_4,1/9,False
"[1, 7, -5, -5, 9]",[1],-5258923,S_4,1,True
"[1, -7, -2, -1, -14]",[1],-16352863,S_4,1,True
"[1, -4, 5, 0, -9]",[2],-90576,S_4,1/9,False
"[1, -14, -9, -13, -3]","[0, 1, 0]",-18629879,S_4,1,True
"[1, 5, 4, 12, 4]",[1],-660400,S_4,1/100,False
"[1, -3, -15, -9, 12]",[1],-4747788,S_4,1,True
"[1, 8, 12, -16, -4]",[3],458752,D_4,1/64,False
"[1, -5, 13, -16, -6]",[1],-890036,S_4,1,True
"[1, 14, -16, 12, -9]",[1],-60470064,S_4,1/81,False
"[1, -12, 6, 12, 5]","[0, 1]",-10153984,S_4,1/64,False
"[1, -11, -14, -4, 10]",[1],-68318764,S_4,1,True
"[1, 13, -6, -12, 3]",[2],19611693,S_4,1,True
"[1, -10, 3, 14, 12]",[1],-28271344,S_4,1/16,False
"[1, 6, 11, -6, -11]",[3],-873216,S_4,1/256,False
"[1, 8, 7, 5, -8]",[1],-5131639,S_4,1,True
"[1, 5, -3, 3, 13]",[1],-5235827,S_4,1,True
"[1, -1, -9, 16, 5]",[1],-1101519,S_4,1/9,False
"[1, 8, 3, -11, 9]",[1],-5609543,S_4,1,True
"[1, 6, -15, -5, 8]",[1],8819609,S_4,1,True
"[1, -14, -5, 0, 7]",[1],-57052240,S_4,1,True
"[1, 1, -4, -7, -12]",[1],-479583,S_4,1/9,False
"[1, 13, -7, 14, 2]",[1],-41112952,S_4,1,True
"[1, -11, 0, -15, -1]",[2],-19599268,S_4,1,True
"[1, 16, 9, -7, 7]",[1],-96281311,S_4,1,True
"[1, 15, -11, 2, 6]",[1],-63988408,S_4,1,True
"[1, 0, 15, 15, -11]",[1],-22485911,S_4,1,True
"[1, 0, 14, 13, -16]",[1],-25382955,S_4,1,True
"[1, -1, 5, -11, -1]",[2],-418075,S_4,1,True
"[1, 6, 1, 9, -7]",[1],-2961367,S_4,1,True
"[1, -11, -1, 9, -9]",[1],-29612187,S_4,1/9,False
"[1, 0, -5, -13, -2]",[1],-478135,S_4,1,True
"[1, 11, -1, 5, -13]",[1],-70933523,S_4,1,True
"[1, 7, 12, -11, 13]",[1],5838264,S_4,1,True
"[1, 7, 15, 15, 8]","[1, 1]",-13036,S_4,1,True
"[1, -14, 2, 12, -15]",[1],-177770928,S_4,1,True
"[1, -4, 3, -6, -7]",[1],-518224,S_4,1,True
"[1, -10, 1, 9, -13]",[1],-35747175,S_4,1,True
"[1, 8, -4, 4, 2]","[0, 1]",-1141504,S_4,1,True
"[1, -6, -1, 4, -13]",[1],-6693456,S_4,1,True
"[1, -1, -2, -16, -6]",[1],-1635724,S_4,1,True
"[1, 15, -9, -15, 2]",[1],70303028,S_4,1,True
"[1, -12, 15, -16, -6]",[1],-42589152,S_4,1/9,False
"[1, -6, -2, -7, -15]",[1],-12058843,S_4,1,True
"[1, -10, 3, 12, -7]",[2],-428368,S_4,1,True
"[1, 0, -7, 8, 15]",[2],-961424,S_4,1,True
"[1, 13, 1, -9, 7]","[1, 0]",-32263171,S_4,1,True
"[1, 15, 1, 12, -4]",[1],-47472688,S_4,1/16,False
"[1, 8, 16, -15, 2]",[1],-764763,S_4,1,True
"[1, 8, -5, -2, -1]",[3],-288688,S_4,1/16,False
"[1, 15, 5, 12, 5]",[1],-36392047,S_4,1,True
"[1, 7, -4, -8, -15]",[1],-22378715,S_4,1/289,False
"[1, -7, 12, -5, -8]",[1],-435919,S_4,1,True
"[1, 1, -14, 0, 11]",[2],3939837,S_4,1,True
"[1, -8, 7, -13, -4]",[1],-5879575,S_4,1/25,False
"[1, -5, -16, -4, -13]",[1],-30351043,S_4,1,True
"[1, -1, -2, -8, -16]",[2],-1440256,S_4,1/64,False
"[1, 10, -8, 1, 7]",[2],-18765811,S_4,1,True
"[1, -7, -13, 9, -6]",[1],-16352400,S_4,1/4,False
"[1, -14, 14, 11, 8]",[1],-80851315,S_4,1,True
"[1, -11, 10, -3, 2]",[2],-704007,S_4,1/9,False
"[1, -2, 5, -7, 2]","[0, 2]",-7087,S_4,1,True
"[1, 8, -9, -11, 2]","[0, 1]",7431561,S_4,1,True
"[1, -2, 8, 2, 15]",[1],1324032,S_4,1/64,False
"[1, -11, 3, 7, 16]",[1],-89254656,S_4,1/64,False
"[1, 14, 12, -13, 13]",[1],-179396451,S_4,1/9,False
"[1, -3, 1, 5, -7]",[2],-13619,S_4,1,True
"[1, 2, 7, 11, 9]",[1],74825,S_4,1,True
"[1, -6, -6, 10, -10]",[1],-8215600,S_4,1,True
"[1, -16, 8, 5, 4]",[1],-33391851,S_4,1,True
"[1, -16, -9, 5, 2]",[1],3797113,S_4,1,True
"[1, -12, -2, 13, -4]",[1],3624325,S_4,1,True
"[1, -10, 8, -13, -7]",[1],-23080403,S_4,1,True
"[1, -11, 5, 16, -14]",[1],-15848628,S_4,1,True
"[1, -8, -1, 1, -15]",[1],-27645767,S_4,1,True
"[1, -6, -10, -15, 11]",[1],-35113291,S_4,1,True
"[1, -4, -10, -6, -11]","[0, 1]",-5098928,S_4,1,True
"[1, -3, 12, -6, -11]",[1],-3224651,S_4,1,True
"[1, -1, 10, -2, 1]","[1, 2]",119957,S_4,1,True
"[1, 14, -9, 11, -11]",[1],-116549631,S_4,1,True
"[1, 8, -14, 14, 13]",[1],-90690736,S_4,1,True
"[1, -8, -5, -16, 10]",[1],-43097440,S_4,1,True
"[1, 5, -11, 8, -12]",[1],-8304256,S_4,1/16,False
"[1, -6, -10, 3, 2]",[1],835517,S_4,1,True
"[1, -12, -11, 12, 2]",[1],27960416,S_4,1/4,False
"[1, 6, 6, 3, 9]",[1],-663147,S_4,1/9,False
"[1, 5, -16, 11, -2]",[2],28473,S_4,1,True
"[1, 2, 4, -13, -7]",[1],-1756547,S_4,1,True
"[1, -10, 11, 12, -7]",[1],8316208,S_4,1,True
"[1, -15, -16, 1, -14]",[1],-460129943,S_4,1,True
"[1, 7, -1, -1, -16]",[1],-19241932,S_4,1,True
"[1, 12, -4, -12, 12]",[1],-57060096,S_4,1/16,False
"[1, -10, 16, -4, 11]",[1],-11803568,S_4,1,True
"[1, 12, 7, -11, -16]",[1],-62545871,S_4,1,True
"[1, -9, -15, -5, -10]",[1],-39534700,S_4,1,True
"[1, -7, 13, 12, -15]",[1],-3534183,S_4,1,True
"[1, 5, 15, -12, 16]",[1],25957264,S_4,1/16,False
"[1, -15, 4, -14, -9]",[1],-164651923,S_4,1,True
"[1, -7, 7, -9, -3]",[1],-1275219,S_4,1,True
"[1, 3, 1, -11, -12]",[1],-97516,S_4,1,True
"[1, 15, -3, -12, -12]",[1],-207010512,S_4,1/4,False
"[1, -12, -1, -6, 12]",[1],-89480544,S_4,1/4,False
"[1, -7, -7, -6, -15]",[2],-24697263,S_4,1,True
"[1, 8, 9, -14, -9]",[1],2991856,S_4,1,True
"[1, -14, 2, -2, 11]",[1],-117158336,S_4,1,True
"[1, 11, -3, -14, 4]",[2],12364196,S_4,1/4,False
"[1, -5, -7, 16, -11]",[1],-4568871,S_4,1,True
"[1, 13, -7, -10, -14]",[1],-217294776,S_4,1,True
"[1, -1, -1, 15, 2]",[1],-1343648,S_4,1/4,False
"[1, 16, 15, -6, 8]",[1],-134479264,S_4,1/4,False
"[1, -5, 15, -3, 8]",[1],3004160,S_4,1/64,False
"[1, 12, -14, 3, -11]",[1],-110284443,S_4,1/9,False
"[1, 5, -8, -13, 13]",[1],2119208,S_4,1,True
"[1, 16, 9, 4, -3]",[1],-18536944,S_4,1/16,False
"[1, -14, -5, -6, -15]",[2],-248675328,S_4,1/16,False
"[1, -6, -7, 8, 1]",[2],1266832,S_4,1,True
"[1, 8, 2, -12, 6]",[1],-1340160,S_4,1,True
"[1, -3, -16, -2, 8]",[1],4945008,S_4,1/4,False
"[1, 12, -5, -1, -5]",[1],-17930815,S_4,1,True
"[1, -10, -15, 5, 7]",[1],7440633,S_4,1,True
"[1, 11, -1, 3, -4]",[1],-6546284,S_4,1,True
"[1, 7, -2, -11, -14]",[1],-12869551,S_4,1,True
"[1, 14, -2, -6, 16]",[1],-263287216,S_4,1/4,False
"[1, -14, 10, 12, -14]",[2],-56202688,S_4,1,True
"[1, -3, -16, 10, -7]",[1],-11530371,S_4,1,True
"[1, -1, 2, 8, -5]",[1],-231363,S_4,1/9,False
"[1, -16, 6, 10, -5]",[1],-1712560,S_4,1/4,False
"[1, 10, 0, 7, -15]",[1],-65633827,S_4,1,True
"[1, 10, -6, -15, -15]",[1],-86274315,S_4,1,True
"[1, 15, -15, -7, -4]","[1, 0]",-68480716,S_4,1,True
"[1, 10, 11, -4, -13]",[1],-11578000,S_4,1/25,False
"[1, 9, 12, 12, 15]",[1],-8926875,S_4,1/25,False
