coefficients,signature,discriminant,gal_group,disc_ratio,ring_int
"[1, 3, -4, 15, 10]",[1],-6141375,S_4,1/25,False
"[1, 8, -5, 13, 5]",[1],-15719623,S_4,1,True
"[1, 5, -4, -10, -4]",[1],-107936,S_4,1/4,False
"[1, 13, 14, -10, -4]",[1],19103792,S_4,1/4,False
"[1, -4, 15, 3, -7]",[1],-5582047,S_4,1,True
"[1, -1, -8, -15, 6]",[1],-3408471,S_4,1,True
"[1, -9, -4, -14, 12]",[1],-59029664,S_4,1/4,False
"[1, -2, 16, 12, 2]",[1],-236736,S_4,1/9,False
"[1, -1, 16, 6, 9]",[1],8257869,S_4,1/81,False
"[1, 3, -13, 4, -16]",[1],-17026800,S_4,1/16,False
"[1, -5, -14, -9, 3]",[1],-1902816,S_4,1/4,False
"[1, -9, 0, 9, 12]",[1],-21351087,S_4,1,True
"[1, 10, 16, -14, 5]",[1],-4366016,S_4,1,True
"[1, -11, -16, 12, 2]",[1],38006164,S_4,1,True
"[1, -12, -6, 16, -6]",[1],-9580032,S_4,1,True
"[1, -6, 6, 11, 5]","[1, 0]",88421,S_4,1,True
"[1, 15, -6, 6, 6]",[1],-73781388,S_4,1,True
"[1, -9, 9, -10, 7]",[1],-2333903,S_4,1,True
"[1, 2, -13, 14, 10]",[1],-6633648,S_4,1/9,False
"[1, 6, -6, -13, 1]",[2],3257509,S_4,1,True
"[1, -10, -3, -15, -8]",[2],-29450543,S_4,1,True
"[1, -4, -8, 8, -3]",[1],-509440,S_4,1,True
"[1, 7, -8, -6, -10]",[1],-17982828,S_4,1/9,False
"[1, 16, -11, -6, 6]",[1],-28961568,S_4,1,True
"[1, -1, -3, 3, -10]",[1],-356908,S_4,1,True
"[1, 15, 11, 3, -8]",[1],-71295948,S_4,1,True
"[1, 5, 10, 2, 8]",[1],651040,S_4,1/4,False
"[1, 0, -4, 13, -13]",[1],-424203,S_4,1,True
"[1, -13, -13, 7, 12]",[1],-71378988,S_4,1,True
"[1, 9, 5, 7, -15]","[0, 1]",-36467675,S_4,1/25,False
"[1, -6, 9, 6, -5]",[1],-196160,S_4,1,True
"[1, -12, 5, 13, 5]",[1],-7118823,S_4,1,True
"[1, -15, 13, 7, -7]",[2],-2479883,S_4,1,True
"[1, 12, -6, 0, -12]",[1],-101385216,S_4,1/16,False
"[1, 11, 5, 2, -2]",[1],-1579608,S_4,1/9,False
"[1, 15, 6, 5, -3]",[1],-16313292,S_4,1/4,False
"[1, -10, 7, 13, 16]","[0, 1]",-50169343,S_4,1,True
"[1, -10, 13, 12, 4]",[1],-3506176,S_4,1/1024,False
"[1, -15, -6, 14, 7]",[2],5967157,S_4,1,True
"[1, -16, 9, 4, -16]",[1],-321288768,S_4,1/16,False
"[1, 15, -10, 8, 15]",[1],-468434267,S_4,1,True
"[1, -16, -6, 8, -11]",[1],-272941056,S_4,1/64,False
"[1, -13, 6, 7, -7]",[1],-16644852,S_4,1,True
"[1, -5, -11, 2, 5]",[1],859409,S_4,1,True
"[1, 1, -12, 16, 13]",[1],-8041491,S_4,1,True
"[1, -15, -10, 8, 12]",[1],-151271984,S_4,1/4,False
"[1, -15, -11, 4, -7]",[1],-115627847,S_4,1,True
"[1, -11, -16, -15, -12]",[2],-44805399,S_4,1/19321,False
"[1, -6, -3, 11, 2]",[1],1289345,S_4,1,True
"[1, -13, -1, 9, 6]",[1],-19731084,S_4,1,True
"[1, -11, 3, -7, -3]",[1],-6141299,S_4,1,True
"[1, -11, -6, -13, -11]",[1],-52234348,S_4,1/4,False
"[1, -13, -10, -14, 7]",[1],-125900523,S_4,1,True
"[1, -2, -3, 13, -4]",[1],-224735,S_4,1,True
"[1, -7, 4, -1, -2]",[1],-177535,S_4,1,True
"[1, 13, -16, 3, 2]",[1],-2423423,S_4,1,True
"[1, 9, 5, 6, -8]",[1],-11148012,S_4,1/4,False
"[1, 3, 13, 13, -8]",[1],-3670540,S_4,1,True
"[1, 8, -3, 2, -14]",[1],-27776736,S_4,1,True
"[1, 8, 8, -6, 1]",[3],-37808,S_4,1/4,False
"[1, 8, 4, -3, -3]",[1],-331659,S_4,1,True
"[1, -14, -6, -5, -15]",[2],-254620075,S_4,1,True
"[1, 6, -16, -11, 12]",[1],27151381,S_4,1,True
"[1, -13, 15, -16, -12]",[1],-140756512,S_4,1/4,False
"[1, 14, 8, 9, 4]",[1],-9050459,S_4,1,True
"[1, -15, 9, -16, 2]",[1],-34462228,S_4,1,True
"[1, 0, 13, 3, -12]",[2],-9324543,S_4,1,True
"[1, -6, -8, 6, -11]",[1],-14323392,S_4,1/729,False
"[1, -16, 7, 12, -8]",[1],-22392640,S_4,1/16,False
"[1, 12, -9, -3, -14]",[1],-169424303,S_4,1,True
"[1, 15, -9, 13, -15]",[1],-296112483,S_4,1,True
"[1, 10, 16, 1, -1]",[2],438445,S_4,1,True
"[1, -15, -8, 13, 16]",[1],-252607183,S_4,1,True
"[1, -10, 9, -4, 14]",[1],-27443264,S_4,1,True
"[1, -16, 0, 10, -12]",[1],-232865456,S_4,1/4,False
"[1, 1, 13, 2, -12]",[2],-8529020,S_4,1/4,False
"[1, 1, 10, -5, -16]",[2],-7549463,S_4,1,True
"[1, -1, -2, 10, 2]",[1],-271084,S_4,1,True
"[1, 14, -3, -5, 13]",[1],-175410175,S_4,1,True
"[1, -15, -9, 4, 4]",[1],-11971760,S_4,1/16,False
"[1, 2, -1, -13, -4]",[1],-477455,S_4,1,True
"[1, 16, 2, 4, -16]",[1],-448101632,S_4,1/64,False
"[1, -13, -16, -14, -4]",[1],-5728096,S_4,1/4,False
"[1, 9, 13, -5, 3]",[1],-1526947,S_4,1,True
"[1, 3, 12, 6, -14]",[1],-4697996,S_4,1,True
"[1, 6, 9, -2, -1]",[2],-10048,S_4,1,True
"[1, -16, 13, -8, -9]",[1],-150307856,S_4,1,True
"[1, -3, 4, 3, 10]",[1],639369,S_4,1,True
"[1, 2, 8, 10, 12]",[1],69072,S_4,1/4,False
"[1, 0, 12, 16, 5]",[2],-97024,S_4,1,True
"[1, 3, 9, 4, 14]",[1],595292,S_4,1,True
"[1, 6, -16, -4, -6]",[1],-18776768,S_4,1,True
"[1, 8, 4, 11, 12]",[1],-11518315,S_4,1,True
"[1, 1, 3, 4, 11]",[1],210865,S_4,1,True
"[1, 7, -1, 16, 2]",[1],-8703044,S_4,1,True
"[1, -14, -6, 6, 7]",[1],-40565696,S_4,1,True
"[1, 16, -12, 5, 1]",[2],-6973483,S_4,1,True
"[1, 4, -11, -3, 12]",[2],-507591,S_4,1,True
"[1, -2, -11, -1, -5]",[1],-1757647,S_4,1,True
"[1, -7, -10, -9, 14]",[1],-43905575,S_4,1,True
"[1, -4, -11, -9, -9]",[1],-2454327,S_4,1/9,False
"[1, -13, -10, 0, 4]",[2],-13076528,S_4,1/4,False
"[1, -3, 9, -11, -8]",[1],-1256720,S_4,1/4,False
"[1, -2, 2, -5, -8]",[1],-292659,S_4,1,True
"[1, -6, -9, 8, -1]",[3],415472,S_4,1,True
"[1, 10, -3, -16, -11]",[1],-25573936,S_4,1,True
"[1, -16, 5, 7, -2]",[1],4109553,S_4,1,True
"[1, -11, -16, -10, 3]",[1],-20645019,S_4,1/9,False
"[1, 10, 0, -12, -2]","[2, 0]",5535040,S_4,1,True
"[1, 3, 3, 13, -15]",[1],-3908547,S_4,1/9,False
"[1, 15, 15, 14, -15]",[1],-337935807,S_4,1,True
"[1, -12, 2, 12, 3]",[1],3938304,S_4,1,True
"[1, 0, 6, -8, 13]",[1],606208,S_4,1/64,False
"[1, -6, 16, -11, 12]",[1],1219541,S_4,1,True
"[1, 1, 0, -1, 3]","[0, 1]",8356,S_4,1/4,False
"[1, 15, -4, 12, -2]",[1],-24609132,S_4,1,True
"[1, 5, -2, -15, 5]",[2],705180,S_4,1,True
"[1, 13, -6, -9, 2]",[2],9194585,S_4,1,True
"[1, 4, -8, 9, -12]",[1],-3561147,S_4,1,True
"[1, 0, -6, 10, -9]",[1],-152496,S_4,1/4,False
"[1, 9, 5, 5, -13]",[1],-25661355,S_4,1,True
"[1, 1, -14, 16, -2]",[1],212948,S_4,1,True
"[1, 16, 2, 2, -15]",[1],-388103088,S_4,1,True
"[1, -4, 1, -4, 16]",[2],-904000,S_4,1/16,False
"[1, 8, 2, 3, -2]",[1],-528779,S_4,1,True
"[1, -13, -11, 16, -15]",[1],-319372607,S_4,1,True
"[1, 9, -3, 3, 1]",[2],-440483,S_4,1,True
"[1, 3, -1, 9, -3]","[0, 2]",-312699,S_4,1,True
"[1, -5, 7, 12, 4]",[1],123344,S_4,1/16,False
"[1, 10, 1, -5, 12]","[0, 1]",-35710447,S_4,1,True
"[1, -15, 10, 12, -15]",[2],-111192747,S_4,1,True
"[1, -12, 6, -7, 10]",[1],-37534955,S_4,1,True
"[1, 0, -6, 1, -15]","[1, 1]",-2198043,S_4,1,True
"[1, -16, -5, 0, 5]",[1],-48202800,S_4,1,True
"[1, 8, 9, 15, -8]","[0, 1]",-12154127,S_4,1,True
"[1, 9, 14, 6, 5]",[1],-1018195,S_4,1,True
"[1, 14, 11, -8, -2]",[1],10472832,S_4,1/16,False
"[1, 3, -6, 16, 13]",[1],-11780483,S_4,1/169,False
"[1, 1, 10, 5, -14]","[0, 1]",-5353351,S_4,1,True
"[1, 13, 7, 8, 8]",[1],-30423904,S_4,1/4,False
"[1, 11, 9, 5, -3]",[1],-4093483,S_4,1,True
"[1, -1, -9, -13, -3]",[1],-168475,S_4,1/25,False
"[1, -16, 5, 14, -7]","[3, 0]",252112,S_4,1,True
"[1, 13, 1, 0, -8]",[1],-47929888,S_4,1/4,False
"[1, 13, -13, -1, -14]",[1],-254364588,S_4,1,True
"[1, -8, 16, -10, -14]",[1],-3318448,S_4,1,True
"[1, 0, 10, -6, -15]",[1],-7100592,S_4,1,True
"[1, -5, -9, 1, -14]",[1],-15405228,S_4,1/729,False
"[1, -3, -7, -10, 8]",[1],-3590700,S_4,1/4,False
"[1, 11, -6, 4, 15]",[1],-123908315,S_4,1,True
"[1, 4, 16, 10, 15]",[1],3484880,S_4,1/49,False
"[1, -15, -7, -4, -7]",[1],-68455527,S_4,1,True
"[1, -1, 5, 11, -12]",[1],-2469344,S_4,1/4,False
"[1, 3, -10, 8, 11]",[1],-5162643,S_4,1/9,False
"[1, -12, 11, -8, -9]",[1],-43360592,S_4,1,True
"[1, -7, -6, -8, -14]",[1],-19187500,S_4,1/625,False
"[1, -9, -6, -8, 14]",[1],-64867756,S_4,1,True
"[1, 4, 5, -6, 10]",[1],1175584,S_4,1,True
"[1, -1, -6, 16, 15]",[1],-3062075,S_4,1/25,False
"[1, 6, 2, -5, -13]",[1],-3401163,S_4,1/9,False
"[1, 16, 4, 1, 15]",[1],-362072539,S_4,1,True
"[1, 5, 14, 12, -9]",[2],-973323,S_4,1/9,False
"[1, 6, 2, 4, 10]",[1],-2528192,S_4,1,True
"[1, 2, -9, 2, -1]",[3],-90176,S_4,1,True
"[1, -14, 12, 16, 2]",[2],17995072,S_4,1,True
"[1, 14, 4, -3, -5]",[1],-19745011,S_4,1,True
"[1, 15, -4, 7, 14]",[1],-327989319,S_4,1,True
"[1, 5, -3, 7, -13]",[1],-5621859,S_4,1/9,False
"[1, 9, 9, 3, -1]",[2],-152131,S_4,1,True
"[1, 3, -12, 4, -13]",[1],-9639427,S_4,1,True
"[1, 1, 12, -4, -2]",[1],-989932,S_4,1,True
"[1, -7, 5, 0, 3]",[1],-331311,S_4,1,True
"[1, -9, 10, -11, -10]",[1],-17140223,S_4,1,True
"[1, -11, 9, -11, -13]",[1],-69137771,S_4,1,True
"[1, 15, 2, -15, 4]",[1],14449041,S_4,1,True
"[1, -12, 6, 5, 12]",[1],-70842843,S_4,1,True
"[1, -6, 6, 11, 2]",[1],-33763,S_4,1,True
"[1, 15, -9, -3, -10]",[1],-192349228,S_4,1,True
"[1, -12, 4, -11, -4]",[1],-20810891,S_4,1,True
"[1, 8, 6, 3, -1]",[2],-152491,S_4,1,True
"[1, 4, -8, 7, 6]",[2],-2569531,S_4,1,True
"[1, -5, -15, 9, -1]",[3],555197,S_4,1,True
"[1, -14, -11, -7, 8]",[2],-120548791,S_4,1,True
"[1, 16, -5, -2, 4]",[1],-27306400,S_4,1/4,False
"[1, -3, 12, 4, 12]",[1],4848336,S_4,1/4,False
"[1, -14, 0, 3, -9]",[1],-83159811,S_4,1/441,False
"[1, -6, 2, -15, 2]",[1],-3490003,S_4,1,True
"[1, -13, -8, -12, 13]",[1],-244678051,S_4,1,True
"[1, -10, 15, -13, 10]",[1],-3689847,S_4,1/49,False
"[1, -2, -1, 13, -4]",[1],-477455,S_4,1,True
"[1, 10, 14, -10, -14]","[3, 0]",4916304,S_4,1,True
"[1, -9, -2, -3, -5]",[1],-4815288,S_4,1/81,False
"[1, -9, 15, 16, -7]","[1, 0]",4065017,S_4,1,True
"[1, -9, -1, 11, 3]",[2],2418445,S_4,1,True
"[1, 6, 4, -9, -14]",[1],-1046907,S_4,1,True
"[1, -12, 14, 5, 10]",[1],-48892955,S_4,1,True
"[1, 7, -8, 16, 15]",[1],-66815323,S_4,1,True
"[1, 14, 6, 14, -11]",[1],-173380608,S_4,1/256,False
"[1, 14, 11, 4, 4]",[1],-8955648,D_4,1/676,False
"[1, 3, -16, 11, 5]",[1],-199776,S_4,1/4,False
"[1, -15, -16, 5, -12]",[1],-402982247,S_4,1,True
"[1, -9, -1, 10, 9]",[1],-10219415,S_4,1,True
"[1, -15, 5, -3, 13]",[2],-196076475,S_4,1/25,False
"[1, -9, 1, 15, 12]",[1],-14887392,S_4,1/4,False
"[1, 14, -6, -8, -8]",[1],-91503616,S_4,1/64,False
"[1, 2, 9, 4, -8]",[1],-1154560,S_4,1/16,False
"[1, 0, 16, 1, 10]","[1, 1]",7471589,S_4,1,True
"[1, 13, -5, -1, -15]",[1],-206641259,S_4,1/121,False
"[1, 15, -8, 10, -5]",[2],-29134555,S_4,1,True
"[1, 7, 4, 2, 5]",[2],-885979,S_4,1,True
"[1, 16, -14, 15, -7]",[1],-55734171,S_4,1,True
"[1, -14, -15, 3, 16]",[1],-274782911,S_4,1,True
"[1, 4, -6, -9, 12]",[1],-298539,S_4,1,True
"[1, 12, -5, 8, 14]",[1],-157911200,S_4,1,True
"[1, -14, 14, -5, -2]",[1],-4674819,S_4,1,True
"[1, -10, 15, -1, 9]",[1],-10703983,S_4,1,True
"[1, 9, -10, -3, 8]",[1],-10318927,S_4,1,True
"[1, 7, -6, -4, -9]",[1],-11093531,S_4,1,True
"[1, 16, 9, -10, 16]",[1],-446715328,S_4,1/64,False
"[1, 13, -2, -2, 9]",[1],-64276747,S_4,1,True
"[1, 8, -12, -13, -16]",[1],-95875979,S_4,1,True
"[1, -3, -1, -12, 3]",[1],-1037247,S_4,1,True
"[1, -14, 13, -1, 11]",[1],-92625655,S_4,1/1849,False
"[1, 4, -10, -3, -14]",[1],-13326011,S_4,1,True
"[1, 7, -12, -6, 3]","[0, 1]",4237029,S_4,1,True
"[1, 7, 12, 13, -15]",[1],-7170376,S_4,1,True
"[1, -2, -13, -9, -16]",[1],-10527191,S_4,1,True
"[1, 10, -5, 13, 13]",[1],-93734095,S_4,1,True
"[1, 9, 6, 12, 11]",[1],-12288019,S_4,1,True
"[1, -13, 5, -7, 7]",[1],-27451851,S_4,1,True
"[1, 13, 6, -4, 11]",[1],-84297699,S_4,1/9,False
"[1, 5, -13, -6, -13]",[1],-28616471,S_4,1,True
"[1, -1, -16, 0, -13]",[1],-20338643,S_4,1,True
"[1, 14, -15, -5, 13]",[1],-137224831,S_4,1,True
"[1, -1, 2, 12, 15]",[1],1370325,S_4,1,True
"[1, 5, 10, -10, -13]",[1],-3423107,S_4,1,True
"[1, 1, 6, 3, 11]","[0, 1]",19976,S_4,1,True
"[1, 5, -2, -2, 13]",[1],-3113203,S_4,1,True
"[1, -3, 15, -2, -8]",[1],-5812556,S_4,1/4,False
"[1, 9, 12, 0, -13]",[1],-6995443,S_4,1,True
"[1, 11, -15, 11, -10]",[1],-37265036,S_4,1,True
"[1, 1, -15, -13, -5]",[2],-2068699,S_4,1,True
"[1, -14, -5, 7, -10]",[1],-131531039,S_4,1,True
"[1, -14, -12, -1, -5]",[2],-39585091,S_4,1,True
"[1, -10, -5, 1, -13]",[1],-60761719,S_4,1,True
"[1, -8, 6, -10, 7]",[1],-2558128,S_4,1/4,False
"[1, -1, -2, -12, 4]",[1],-842800,S_4,1/4,False
"[1, -9, 13, 0, 10]",[1],-7007220,S_4,1,True
"[1, -11, 6, -1, 7]",[1],-14290744,S_4,1,True
"[1, -3, 3, 3, -7]",[1],-20947,S_4,1,True
"[1, -13, 16, 13, 7]",[1],-47648716,S_4,1/4,False
"[1, 1, -11, 4, 7]",[1],502001,S_4,1,True
"[1, 7, -16, 10, 1]",[2],-1818723,S_4,1,True
"[1, -6, -13, 3, -15]",[1],-45040263,S_4,1,True
"[1, -6, 4, -14, -15]",[1],-12955840,S_4,1,True
"[1, 1, 5, 13, 10]",[1],146580,S_4,1,True
"[1, -3, -3, -1, -6]","[0, 1]",-325296,S_4,1/4,False
"[1, 12, 11, 5, 13]",[1],-52351679,S_4,1,True
"[1, 16, 9, -4, -13]",[1],-204544656,S_4,1/7569,False
"[1, 9, 11, -4, -9]",[1],-1025495,S_4,1,True
"[1, 3, 12, -8, 4]",[1],1688656,S_4,1/4,False
"[1, -16, -7, -3, -15]",[1],-440369103,S_4,1,True
"[1, 9, 14, -5, -15]",[1],-758300,S_4,1/4,False
"[1, 0, 16, -9, -1]",[2],-2772475,S_4,1/25,False
"[1, 14, -7, -2, 8]",[1],-70009360,S_4,1/4,False
"[1, -8, 16, -10, 2]","[3, 4]",-688,S_4,1,True
"[1, 3, 11, 2, -4]",[1],-683292,S_4,1/4,False
"[1, -6, -14, -8, 8]",[1],-11691008,S_4,1/256,False
"[1, 3, -10, -15, -16]",[1],-8752543,S_4,1,True
"[1, -5, -2, -7, 8]",[1],-2669023,S_4,1,True
"[1, -15, -16, 12, -3]",[1],-34749075,S_4,1,True
"[1, -12, -1, -12, 6]",[1],-37878240,S_4,1,True
"[1, 9, -7, -11, 3]",[2],7535629,S_4,1,True
"[1, -12, 12, 9, -15]",[2],-25608123,S_4,1,True
"[1, -2, -5, -6, -13]",[1],-1551168,S_4,1/9,False
"[1, -16, -1, 9, 3]",[1],-2384535,S_4,1,True
"[1, -7, -2, -2, 16]",[1],-20466400,S_4,1/4,False
"[1, 9, -9, 4, -2]",[1],-548852,S_4,1,True
"[1, 4, 12, -7, -6]",[2],-3439643,S_4,1,True
"[1, 4, 5, -10, 12]",[1],2408640,S_4,1/16,False
"[1, 9, -5, 3, -9]",[2],-18117963,S_4,1/9,False
"[1, 14, -11, 5, 10]",[1],-160269775,S_4,1,True
"[1, -9, 5, 0, -16]",[2],-31799488,S_4,1/64,False
"[1, -12, 5, -2, 1]",[2],-297968,S_4,1,True
"[1, -3, 9, 0, -16]",[1],-2536384,S_4,1/64,False
"[1, -15, 10, -5, 6]",[1],-29173279,S_4,1,True
"[1, 0, -7, -14, -12]",[1],-204032,S_4,1/64,False
"[1, -4, -6, 15, 1]",[2],1360597,S_4,1,True
"[1, -2, -8, 8, 11]","[1, 1]",297680,S_4,1,True
"[1, -4, 14, 15, 5]",[1],2507125,S_4,1/25,False
"[1, -14, -15, 5, 3]",[2],15001969,S_4,1,True
"[1, -3, -3, -9, 11]",[1],-2285923,S_4,1,True
"[1, 7, -2, 5, -13]",[1],-14225848,S_4,1,True
"[1, -10, -6, -7, -9]",[1],-23805643,S_4,1,True
"[1, 1, 5, 14, 10]",[2],69192,D_4,1,True
"[1, -11, -14, -2, 3]",[1],-3188515,S_4,1,True
"[1, 2, -5, 16, 4]",[1],-3686272,S_4,1/16,False
"[1, 6, 5, 15, 9]",[1],-2624463,S_4,1/9,False
"[1, 11, 3, 2, 4]",[1],-5132700,S_4,1/4,False
"[1, -6, -1, -12, -2]",[2],-2244096,S_4,1/64,False
"[1, 14, 13, 16, -12]",[1],-207248384,S_4,1/64,False
"[1, 5, 5, -6, 11]",[1],882649,S_4,1,True
"[1, -8, 5, -3, 13]",[1],-10761359,S_4,1,True
"[1, -16, -3, 9, -4]",[2],-24936943,S_4,1,True
"[1, 12, -13, 3, -11]",[1],-104101839,S_4,1,True
"[1, 9, 15, -7, 13]",[1],-8085443,S_4,1,True
"[1, 3, -7, 3, -9]",[1],-1707075,S_4,1/81,False
"[1, 3, 16, 2, -10]",[1],-9871724,S_4,1,True
"[1, -5, -1, -11, -3]","[0, 1]",-1270643,S_4,1,True
"[1, -15, 14, 11, -14]",[1],-42265103,S_4,1,True
"[1, -9, -6, -15, -15]",[1],-50233500,S_4,1/100,False
"[1, -5, 6, -15, -7]",[1],-3035452,S_4,1/4,False
"[1, 2, 8, 14, 2]","[0, 1]",-419120,S_4,1/169,False
"[1, 14, -5, 1, 2]","[0, 1]",-5079487,S_4,1/49,False
"[1, 4, 2, -12, -14]","[2, 2]",-21248,S_4,1,True
"[1, -8, -2, 13, -2]",[1],3646133,S_4,1,True
"[1, 12, -9, 0, 9]",[1],-56395440,S_4,1/81,False
"[1, 5, 3, -12, 4]",[2],-54896,S_4,1/16,False
"[1, -15, 16, -14, -10]",[1],-179124716,S_4,1,True
"[1, 14, -1, 2, 11]",[1],-130495424,S_4,1,True
"[1, 11, -1, 1, 1]",[2],-445347,S_4,1,True
"[1, -2, 11, 4, 5]",[1],1268272,S_4,1,True
"[1, 1, 6, 15, -16]",[1],-6694879,S_4,1,True
"[1, -14, 5, 6, -10]",[1],-72170576,S_4,1/4,False
"[1, 11, 12, -16, -5]","[0, 1]",22795533,S_4,1,True
"[1, 0, -16, -9, -14]",[1],-18042363,S_4,1,True
"[1, -3, 16, -1, 15]",[1],10267364,S_4,1/4,False
"[1, 16, -2, 12, 10]",[1],-238367488,S_4,1,True
"[1, 7, -14, -11, -6]",[2],-18234103,S_4,1,True
"[1, 0, 8, -3, -3]",[1],-328971,S_4,1,True
"[1, -11, -10, 11, -1]",[2],6729752,S_4,1,True
"[1, -12, 5, 13, -13]",[1],-37222887,S_4,1,True
"[1, 0, -10, 8, 9]",[2],-94208,S_4,1/64,False
"[1, -4, -10, -16, 11]",[2],-20173568,S_4,1,True
"[1, 16, 1, 6, -15]",[1],-404132976,D_4,1/9,False
"[1, -2, 3, 9, -12]",[2],-678159,S_4,1,True
"[1, -11, -15, -8, -9]",[1],-39027271,S_4,1,True
"[1, -7, -10, 14, 1]",[3],9464757,S_4,1,True
"[1, -11, 11, 3, -1]",[2],826957,S_4,1,True
"[1, 3, 0, -8, -2]","[1, 1]",-40748,S_4,1,True
"[1, -7, -13, 6, -7]",[2],-20207351,S_4,1,True
"[1, 1, -12, -3, -8]",[1],-4185239,S_4,1,True
"[1, -12, 1, 14, 6]",[1],-4215136,S_4,1,True
"[1, -12, 15, -5, 9]",[1],-21877263,S_4,1,True
"[1, 12, 2, 12, -10]",[1],-72722176,S_4,1,True
"[1, 6, 13, -4, 8]",[1],3345664,S_4,1/16,False
"[1, -15, -9, -4, -8]",[1],-93506000,S_4,1/100,False
"[1, 4, -8, -14, -16]",[1],-9344432,S_4,1/4,False
"[1, 14, -2, -3, 13]",[2],-178737211,S_4,1,True
"[1, 8, -12, 5, 10]",[1],-27483435,S_4,1,True
"[1, 2, 3, 3, -14]","[1, 1]",-921983,S_4,1,True
"[1, -15, -3, -7, 14]",[1],-315085036,S_4,1,True
"[1, -13, 16, 7, -7]",[1],12996368,D_4,1/16,False
"[1, -2, 11, -16, -4]",[1],-3097216,S_4,1/4,False
"[1, -7, -12, 7, 7]",[1],5510372,S_4,1/4,False
"[1, -10, 5, -14, -11]",[1],-47688768,S_4,1,True
"[1, 12, -4, -4, -1]",[2],-681216,S_4,1/16,False
"[1, 5, 14, 11, -14]",[1],-1939503,S_4,1,True
"[1, -8, 10, -1, 5]",[1],-1119355,S_4,1,True
"[1, -10, 2, -12, 8]",[1],-20844032,S_4,1/64,False
"[1, -5, -7, -4, 4]",[1],-1205136,S_4,1/4,False
"[1, 4, 4, -8, -2]",[2],-173056,D_4,1/169,False
"[1, 7, -10, -5, 5]",[1],1536700,S_4,1,True
"[1, 10, 3, 1, 5]",[1],-5531855,S_4,1/49,False
"[1, -8, 6, -3, 12]",[1],-8070219,S_4,1,True
"[1, 7, 13, -16, -1]",[2],-3622663,S_4,1,True
"[1, -12, 3, 7, 14]",[1],-100556239,S_4,1,True
"[1, 14, -16, 13, 15]",[1],-526787523,S_4,1/9,False
"[1, -12, 2, -11, 4]",[1],-15374075,S_4,1,True
"[1, 10, -14, -6, 10]",[2],-5077936,S_4,1,True
"[1, 8, 2, 13, 14]",[1],-23338507,S_4,1,True
"[1, 1, -6, -3, -6]","[1, 0]",-359991,S_4,1,True
"[1, 2, -8, -7, -5]",[1],-617011,S_4,1,True
"[1, 15, 11, -12, 15]",[1],-309510183,S_4,1,True
"[1, 10, 7, -9, 5]",[1],-6051399,S_4,1,True
"[1, 12, 14, -8, -15]",[1],-16972544,S_4,1/16,False
"[1, 6, -8, 11, 7]",[1],-11794243,S_4,1,True
"[1, 12, 3, -4, 9]",[1],-42296688,S_4,1,True
"[1, -14, -10, -12, 10]",[1],-223716800,S_4,1/25,False
"[1, 6, -4, -6, -10]",[1],-6309424,S_4,1,True
"[1, 10, 4, 14, 11]",[1],-29805568,S_4,1/64,False
"[1, -5, 9, -3, 15]",[1],1463589,S_4,1,True
"[1, -14, 15, 0, 5]",[1],-25214800,S_4,1/169,False
"[1, 10, 15, -8, 11]",[1],-19450256,S_4,1,True
"[1, 5, 11, -5, -7]",[1],-1420387,S_4,1/2209,False
"[1, 2, -1, -11, -1]",[2],-284047,S_4,1,True
"[1, 9, 11, 1, 16]",[1],-18077900,S_4,1/25,False
"[1, -11, -15, 13, -2]",[1],3296052,S_4,1/9,False
"[1, 16, -11, -2, 8]",[1],-111232256,S_4,1/64,False
"[1, -7, -14, 11, -1]",[2],3063592,S_4,1,True
"[1, 16, 13, 12, -13]",[1],-339033744,S_4,1/9,False
"[1, 15, 13, -12, 12]",[1],-214822896,S_4,1/16,False
"[1, -5, 3, 0, -5]","[1, 0]",-205655,S_4,1,True
"[1, -7, -6, -7, 9]",[1],-13841716,S_4,1,True
"[1, -12, 13, -10, 7]",[2],-7151248,S_4,1,True
"[1, -11, -15, 8, 16]",[2],-55879168,S_4,1/64,False
"[1, -8, 8, 6, 14]",[1],-9372848,S_4,1/289,False
"[1, -7, -15, 16, 2]",[1],25842348,S_4,1,True
"[1, 0, -12, 7, -8]",[1],-3013691,S_4,1,True
"[1, -11, 15, -16, -8]",[1],-37611616,S_4,1/4,False
"[1, -3, -4, 12, 11]",[2],-69043,S_4,1,True
"[1, -1, -2, 4, 10]",[1],216404,S_4,1,True
"[1, 9, 7, 1, -12]",[1],-15157996,S_4,1,True
"[1, 13, -7, 15, -5]",[1],-33537995,S_4,1,True
"[1, 14, 11, -13, -15]",[1],-49024031,S_4,1,True
"[1, -12, -8, 4, 12]",[1],-84361984,S_4,1/16,False
"[1, -13, 7, 8, -16]",[1],-115341824,S_4,1/64,False
"[1, 1, 13, 5, 5]",[1],1451765,S_4,1,True
"[1, 6, 10, -14, -9]",[1],-3712960,S_4,1,True
"[1, -8, 0, 11, -10]","[1, 0]",-6830379,S_4,1,True
"[1, 9, -16, -6, 10]",[1],10538676,S_4,1,True
"[1, -12, -15, -10, 15]",[1],-278197200,S_4,1,True
"[1, -2, 9, 3, -5]",[1],-875759,S_4,1,True
"[1, 13, 2, 15, -8]",[1],-85744199,S_4,1,True
"[1, 0, 2, -12, 5]","[1, 0]",-336640,S_4,1/16,False
