coefficients,signature,discriminant,gal_group,disc_ratio,ring_int
"[1, -3, 1, -5, 8]",[1],-114284,S_4,1,True
"[1, -3, 1, -4, -8]",[2],-373264,S_4,1/4,False
"[1, -3, 1, -4, -7]",[1],-277751,S_4,1,True
"[1, -3, 1, -4, -6]",[1],-199636,S_4,1,True
"[1, -3, 1, -4, -5]",[1],-137383,S_4,1,True
"[1, -3, 1, -4, -4]",[1],-89456,S_4,1/16,False
"[1, -3, 1, -4, -3]","[0, 1]",-54319,S_4,1,True
"[1, -3, 1, -4, -2]",[1],-30436,S_4,1,True
"[1, -3, 1, -4, -1]",[2],-16271,S_4,1,True
"[1, -3, 1, -4, 1]","[1, 2]",-10951,S_4,1,True
"[1, -3, 1, -4, 2]",[3],-16724,S_4,1,True
"[1, -3, 1, -4, 4]",[3],-37456,S_4,1/4,False
"[1, -3, 1, -4, 6]",[2],-60196,S_4,1,True
"[1, -3, 1, -4, 7]",[1],-68479,S_4,1,True
"[1, -3, 1, -4, 8]",[1],-72656,S_4,1/4,False
"[1, -3, 1, -3, -7]",[2],-236707,S_4,1,True
"[1, -3, 1, -3, -6]",[1],-166956,S_4,1,True
"[1, -3, 1, -3, -5]",[1],-111915,S_4,1/9,False
"[1, -3, 1, -3, -4]",[1],-70048,S_4,1/4,False
"[1, -3, 1, -3, -3]",[1],-39819,S_4,1,True
"[1, -3, 1, -3, -2]","[0, 1]",-19692,S_4,1,True
"[1, -3, 1, -3, -1]",[3],-8131,S_4,1,True
"[1, -3, 1, -3, 1]",[4],-4563,D_4,1/9,False
"[1, -3, 1, -3, 2]",[1],-9484,S_4,1,True
"[1, -3, 1, -3, 3]",[3],-16827,S_4,1,True
"[1, -3, 1, -3, 5]",[2],-32635,S_4,1,True
"[1, -3, 1, -3, 6]",[1],-38028,S_4,1,True
"[1, -3, 1, -3, 7]",[1],-39699,S_4,1,True
"[1, -3, 1, -3, 8]",[1],-36112,S_4,1/4,False
"[1, -3, 1, -2, -8]",[2],-277516,S_4,1/4,False
"[1, -3, 1, -2, -6]",[2],-139288,S_4,1,True
"[1, -3, 1, -2, -5]",[1],-91279,S_4,1,True
"[1, -3, 1, -2, -4]",[2],-55292,S_4,1/4,False
"[1, -3, 1, -2, -2]",[2],-13240,S_4,1,True
"[1, -3, 1, -2, -1]","[2, 2]",-4103,S_4,1,True
"[1, -3, 1, -2, 1]","[2, 3]",-1927,S_4,1,True
"[1, -3, 1, -2, 2]",[2],-5816,S_4,1,True
"[1, -3, 1, -2, 4]",[3],-15868,S_4,1/4,False
"[1, -3, 1, -2, 5]","[1, 1]",-18959,S_4,1,True
"[1, -3, 1, -2, 6]",[1],-18712,S_4,1,True
"[1, -3, 1, -2, 7]",[2],-13591,S_4,1,True
"[1, -3, 1, -1, -8]",[1],-235756,S_4,1,True
"[1, -3, 1, -1, -7]","[2, 3]",-168251,S_4,1,True
"[1, -3, 1, -1, -5]","[2, 3]",-73531,S_4,1,True
"[1, -3, 1, -1, -4]",[1],-43244,S_4,1,True
"[1, -3, 1, -1, -3]",[1],-22291,S_4,1,True
"[1, -3, 1, -1, -2]",[1],-9136,S_4,1/4,False
"[1, -3, 1, -1, -1]","[0, 2]",-2243,S_4,1,True
"[1, -3, 1, -1, 1]","[0, 3]",-1099,S_4,1,True
"[1, -3, 1, -1, 3]",[2],-6571,S_4,1,True
"[1, -3, 1, -1, 4]",[2],-7948,S_4,1,True
"[1, -3, 1, -1, 5]",[2],-6371,S_4,1,True
"[1, -3, 1, -1, 7]",[2],11789,S_4,1,True
"[1, -3, 1, -1, 8]",[1],31444,S_4,1,True
"[1, -3, 1, 0, -8]",[2],-196128,S_4,1/36,False
"[1, -3, 1, 0, -7]",[1],-137599,S_4,1,True
"[1, -3, 1, 0, -6]",[2],-91860,S_4,1,True
"[1, -3, 1, 0, -4]",[2],-32608,S_4,1/4,False
"[1, -3, 1, 0, -3]","[2, 1]",-16023,S_4,1,True
"[1, -3, 1, 0, -1]","[3, 2]",-1255,S_4,1,True
"[1, -3, 1, 0, 2]",[2],-2068,S_4,1,True
"[1, -3, 1, 0, 3]",[2],-2319,S_4,1,True
"[1, -3, 1, 0, 5]","[2, 0]",6425,S_4,1,True
"[1, -3, 1, 0, 6]",[1],18492,S_4,1,True
"[1, -3, 1, 0, 7]",[1],37737,S_4,1,True
"[1, -3, 1, 0, 8]",[1],65696,S_4,1/4,False
"[1, -3, 1, 1, -8]",[1],-157984,S_4,1/4,False
"[1, -3, 1, 1, -7]",[1],-108251,S_4,1,True
"[1, -3, 1, 1, -6]",[1],-70156,S_4,1,True
"[1, -3, 1, 1, -5]",[2],-42163,S_4,1,True
"[1, -3, 1, 1, -3]",[2],-10339,S_4,1,True
"[1, -3, 1, 1, -2]",[1],-3436,S_4,1,True
"[1, -3, 1, 1, -1]","[5, 4]",-491,S_4,1,True
"[1, -3, 1, 1, 1]","[5, 4, 0]",-331,S_4,1,True
"[1, -3, 1, 1, 3]",[2],2429,S_4,1,True
"[1, -3, 1, 1, 4]",[1],8624,D_4,1/4,False
"[1, -3, 1, 1, 5]",[1],20077,S_4,1,True
"[1, -3, 1, 1, 6]",[1],38324,S_4,1,True
"[1, -3, 1, 1, 7]",[1],64901,S_4,1,True
"[1, -3, 1, 1, 8]",[1],101344,S_4,1/4,False
"[1, -3, 1, 2, -8]","[1, 1]",-121324,S_4,1/4,False
"[1, -3, 1, 2, -7]","[1, 0]",-80207,S_4,1,True
"[1, -3, 1, 2, -6]","[1, 0]",-49576,S_4,1,True
"[1, -3, 1, 2, -5]","[1, 0]",-27895,S_4,1,True
"[1, -3, 1, 2, -4]","[2, 1]",-13628,S_4,1/4,False
"[1, -3, 1, 2, -2]","[3, 0]",-1192,S_4,1,True
"[1, -3, 1, 2, 1]","[2, 2, 3, 2, 0, 0]",257,S_4,1,True
"[1, -3, 1, 2, 2]","[1, 0]",2296,S_4,1,True
"[1, -3, 1, 2, 3]","[1, 0, 0]",7673,S_4,1,True
"[1, -3, 1, 2, 4]","[1, 0]",17924,S_4,1/4,False
"[1, -3, 1, 2, 5]","[1, 0]",34585,S_4,1,True
"[1, -3, 1, 2, 6]","[1, 0]",59192,S_4,1,True
"[1, -3, 1, 2, 7]","[1, 0, 0]",93281,S_4,1,True
"[1, -3, 1, 2, 8]","[1, 0]",138388,S_4,1/4,False
"[1, -3, 1, 3, -8]",[1],-86796,S_4,1,True
"[1, -3, 1, 3, -7]",[1],-54115,S_4,1,True
"[1, -3, 1, 3, -6]",[2],-30768,S_4,1/4,False
"[1, -3, 1, 3, -5]",[1],-15219,S_4,1,True
"[1, -3, 1, 3, -4]",[1],-5932,S_4,1,True
"[1, -3, 1, 3, -3]","[2, 4]",-1371,S_4,1,True
"[1, -3, 1, 3, -1]","[3, 4, 6]",-283,S_4,1,True
"[1, -3, 1, 3, 1]","[2, 0]",333,D_4,1,True
"[1, -3, 1, 3, 2]",[1],4304,S_4,1/4,False
"[1, -3, 1, 3, 3]",[1],12765,S_4,1,True
"[1, -3, 1, 3, 4]","[1, 0]",27252,S_4,1,True
"[1, -3, 1, 3, 5]",[1],49301,S_4,1,True
"[1, -3, 1, 3, 6]",[1],80448,S_4,1/64,False
"[1, -3, 1, 3, 7]",[1],122229,S_4,1/81,False
"[1, -3, 1, 3, 8]",[1],176180,S_4,1,True
"[1, -3, 1, 4, -8]",[1],-55696,S_4,1/4,False
"[1, -3, 1, 4, -7]","[2, 1]",-31271,S_4,1,True
"[1, -3, 1, 4, -5]","[3, 2]",-5431,S_4,1,True
"[1, -3, 1, 4, -2]",[4],-1156,D_4,1,True
"[1, -3, 1, 4, 1]","[2, 2, 3]",-1399,S_4,1,True
"[1, -3, 1, 4, 2]","[1, 0]",4684,S_4,1,True
"[1, -3, 1, 4, 3]",[1],16409,S_4,1,True
"[1, -3, 1, 4, 4]",[1],35312,S_4,1/4,False
"[1, -3, 1, 4, 5]",[1],62929,S_4,1,True
"[1, -3, 1, 4, 6]",[1],100796,S_4,1,True
"[1, -3, 1, 4, 7]","[1, 0]",150449,S_4,1,True
"[1, -3, 1, 4, 8]",[1],213424,S_4,1/4,False
"[1, -3, 1, 5, -8]",[1],-29968,S_4,1/4,False
"[1, -3, 1, 5, -7]",[2],-13619,S_4,1,True
"[1, -3, 1, 5, -5]",[3],-475,D_4,1,True
"[1, -3, 1, 5, -3]","[3, 2]",-3163,S_4,1,True
"[1, -3, 1, 5, -2]",[1],-6604,S_4,1,True
"[1, -3, 1, 5, -1]",[3],-9395,S_4,1,True
"[1, -3, 1, 5, 1]",[3],-6883,S_4,1,True
"[1, -3, 1, 5, 2]","[1, 1]",1492,S_4,1,True
"[1, -3, 1, 5, 3]",[1],16661,S_4,1,True
"[1, -3, 1, 5, 4]","[1, 0]",40160,S_4,1/4,False
"[1, -3, 1, 5, 5]","[0, 1]",73525,S_4,1,True
"[1, -3, 1, 5, 6]",[1],118292,S_4,1,True
"[1, -3, 1, 5, 7]",[1],175997,S_4,1,True
"[1, -3, 1, 5, 8]","[1, 0]",248176,S_4,1/4,False
"[1, -3, 1, 6, -7]","[3, 2]",-3751,S_4,1,True
"[1, -3, 1, 6, -4]",[2],-7516,S_4,1/4,False
"[1, -3, 1, 6, -3]","[0, 2]",-13359,S_4,1,True
"[1, -3, 1, 6, -2]","[0, 2]",-18936,S_4,1,True
"[1, -3, 1, 6, -1]","[2, 2]",-22711,S_4,1,True
"[1, -3, 1, 6, 2]",[2],-7864,S_4,1,True
"[1, -3, 1, 6, 3]",[1],10929,S_4,1,True
"[1, -3, 1, 6, 4]",[1],39204,V_4,1/36,False
"[1, -3, 1, 6, 5]",[1],78497,S_4,1,True
"[1, -3, 1, 6, 6]",[1],130344,S_4,1,True
"[1, -3, 1, 6, 7]",[1],196281,S_4,1,True
"[1, -3, 1, 6, 8]",[1],277844,S_4,1/4,False
"[1, -3, 1, 7, -8]",[1],-5644,S_4,1,True
"[1, -3, 1, 7, -7]",[3],-4907,S_4,1,True
"[1, -3, 1, 7, -5]",[2],-16075,S_4,1/25,False
"[1, -3, 1, 7, -4]","[1, 1]",-24908,S_4,1,True
"[1, -3, 1, 7, -3]",[1],-33859,S_4,1,True
"[1, -3, 1, 7, -2]",[1],-41392,S_4,1/4,False
"[1, -3, 1, 7, -1]",[2],-45971,S_4,1,True
"[1, -3, 1, 7, 1]",[3],-40123,S_4,1,True
"[1, -3, 1, 7, 3]","[1, 2, 2]",-4027,S_4,1,True
"[1, -3, 1, 7, 4]","[1, 0]",29204,S_4,1,True
"[1, -3, 1, 7, 5]",[1],74605,S_4,1,True
"[1, -3, 1, 7, 6]","[1, 0]",133712,S_4,1/4,False
"[1, -3, 1, 7, 7]",[1],208061,S_4,1,True
"[1, -3, 1, 7, 8]",[1],299188,S_4,1,True
"[1, -3, 1, 8, -8]",[2],-14176,S_4,1/4,False
"[1, -3, 1, 8, -6]",[2],-31348,S_4,1,True
"[1, -3, 1, 8, -5]",[1],-43759,S_4,1,True
"[1, -3, 1, 8, -4]",[2],-56672,S_4,1/4,False
"[1, -3, 1, 8, -3]",[1],-68551,S_4,1,True
"[1, -3, 1, 8, -2]",[1],-77860,S_4,1,True
"[1, -3, 1, 8, -1]","[2, 0]",-83063,S_4,1,True
"[1, -3, 1, 8, 1]",[2],-75007,S_4,1,True
"[1, -3, 1, 8, 2]",[2],-58676,S_4,1,True
"[1, -3, 1, 8, 4]",[2],6272,D_4,1/16,False
"[1, -3, 1, 8, 5]",[1],57961,S_4,1,True
"[1, -3, 1, 8, 6]",[1],124508,S_4,1,True
"[1, -3, 1, 8, 7]",[1],207449,S_4,1,True
"[1, -3, 1, 8, 8]",[1],308320,S_4,1/4,False
"[1, -3, 2, -8, -8]","[0, 1]",-663488,S_4,1/64,False
"[1, -3, 2, -8, -7]",[1],-534459,S_4,1,True
"[1, -3, 2, -8, -6]",[1],-425612,S_4,1,True
"[1, -3, 2, -8, -5]",[2],-335411,S_4,1,True
"[1, -3, 2, -8, -4]",[1],-262320,S_4,1/4,False
"[1, -3, 2, -8, -3]",[2],-204803,S_4,1,True
"[1, -3, 2, -8, -2]",[1],-161324,S_4,1,True
"[1, -3, 2, -8, -1]",[2],-130347,S_4,1/9,False
"[1, -3, 2, -8, 1]",[2],-99755,S_4,1,True
"[1, -3, 2, -8, 2]",[1],-97068,S_4,1,True
"[1, -3, 2, -8, 3]",[1],-100739,S_4,1,True
"[1, -3, 2, -8, 4]",[1],-109232,S_4,1/4,False
"[1, -3, 2, -8, 5]",[2],-121011,S_4,1,True
"[1, -3, 2, -8, 7]",[3],-148283,S_4,1,True
"[1, -3, 2, -7, -8]",[1],-552743,S_4,1,True
"[1, -3, 2, -7, -7]",[1],-435876,S_4,1,True
"[1, -3, 2, -7, -6]","[1, 0]",-338039,S_4,1,True
"[1, -3, 2, -7, -5]",[1],-257696,S_4,1/4,False
"[1, -3, 2, -7, -4]",[1],-193311,S_4,1/9,False
"[1, -3, 2, -7, -3]",[1],-143348,S_4,1,True
"[1, -3, 2, -7, -2]",[1],-106271,S_4,1,True
"[1, -3, 2, -7, -1]",[2],-80544,S_4,1/4,False
"[1, -3, 2, -7, 1]",[2],-56996,S_4,1,True
"[1, -3, 2, -7, 2]",[2],-56103,S_4,1,True
"[1, -3, 2, -7, 4]","[1, 3]",-68399,S_4,1,True
"[1, -3, 2, -7, 5]",[1],-78516,S_4,1/9,False
"[1, -3, 2, -7, 6]",[2],-89231,S_4,1,True
"[1, -3, 2, -7, 8]",[2],-106311,S_4,1,True
"[1, -3, 2, -6, -8]",[1],-461664,S_4,1/4,False
"[1, -3, 2, -6, -7]",[1],-356491,S_4,1,True
"[1, -3, 2, -6, -6]",[1],-269196,S_4,1,True
"[1, -3, 2, -6, -5]",[1],-198243,S_4,1,True
"[1, -3, 2, -6, -4]","[2, 0]",-142096,S_4,1/4,False
"[1, -3, 2, -6, -3]",[1],-99219,S_4,1,True
"[1, -3, 2, -6, -2]",[1],-68076,S_4,1,True
"[1, -3, 2, -6, -1]",[3],-47131,S_4,1,True
"[1, -3, 2, -6, 1]",[3],-29691,S_4,1,True
"[1, -3, 2, -6, 2]","[1, 1]",-30124,S_4,1,True
"[1, -3, 2, -6, 3]",[1],-34611,S_4,1,True
"[1, -3, 2, -6, 4]",[1],-41616,D_4,1/4,False
"[1, -3, 2, -6, 5]",[2],-49603,S_4,1,True
"[1, -3, 2, -6, 7]",[2],-62379,S_4,1,True
"[1, -3, 2, -6, 8]",[1],-64096,S_4,1/4,False
"[1, -3, 2, -5, -8]",[1],-386039,S_4,1,True
"[1, -3, 2, -5, -7]",[1],-292092,S_4,1/4,False
"[1, -3, 2, -5, -6]","[1, 0]",-214871,S_4,1,True
"[1, -3, 2, -5, -5]",[1],-152840,S_4,1,True
"[1, -3, 2, -5, -4]",[2],-104463,S_4,1/9,False
"[1, -3, 2, -5, -2]","[1, 3]",-42527,S_4,1,True
"[1, -3, 2, -5, -1]",[2],-25896,S_4,1,True
"[1, -3, 2, -5, 1]","[2, 0]",-13628,S_4,1/4,False
"[1, -3, 2, -5, 2]","[0, 1]",-14919,S_4,1,True
"[1, -3, 2, -5, 3]",[1],-19112,S_4,1,True
"[1, -3, 2, -5, 4]","[0, 2]",-24671,S_4,1,True
"[1, -3, 2, -5, 6]","[0, 2]",-33743,S_4,1,True
"[1, -3, 2, -5, 7]",[1],-34184,S_4,1,True
"[1, -3, 2, -5, 8]",[2],-29847,S_4,1,True
"[1, -3, 2, -4, -8]",[1],-322304,S_4,1/64,False
"[1, -3, 2, -4, -7]",[2],-239115,S_4,1,True
"[1, -3, 2, -4, -5]",[2],-117923,S_4,1,True
"[1, -3, 2, -4, -4]",[1],-76848,S_4,1/4,False
"[1, -3, 2, -4, -3]",[2],-46739,S_4,1,True
"[1, -3, 2, -4, -2]",[1],-26060,S_4,1,True
"[1, -3, 2, -4, -1]",[2],-13275,D_4,1/9,False
"[1, -3, 2, -4, 1]","[4, 2]",-5243,S_4,1,True
"[1, -3, 2, -4, 2]",[1],-6924,S_4,1,True
"[1, -3, 2, -4, 3]",[2],-10355,S_4,1,True
"[1, -3, 2, -4, 5]",[2],-16323,S_4,1,True
"[1, -3, 2, -4, 6]",[1],-15788,S_4,1,True
"[1, -3, 2, -4, 7]",[2],-10859,S_4,1,True
"[1, -3, 2, -3, -8]","[2, 3]",-267543,S_4,1/81,False
"[1, -3, 2, -3, -7]",[1],-194644,S_4,1,True
"[1, -3, 2, -3, -6]",[1],-136167,S_4,1,True
"[1, -3, 2, -3, -5]",[1],-90576,S_4,1/4,False
"[1, -3, 2, -3, -4]",[1],-56335,S_4,1,True
"[1, -3, 2, -3, -3]",[1],-31908,S_4,1,True
"[1, -3, 2, -3, -2]","[0, 1]",-15759,S_4,1,True
"[1, -3, 2, -3, -1]",[2],-6352,S_4,1/4,False
"[1, -3, 2, -3, 2]","[2, 3]",-3223,S_4,1,True
"[1, -3, 2, -3, 4]",[2],-6687,S_4,1,True
"[1, -3, 2, -3, 5]",[3],-5476,S_4,1,True
"[1, -3, 2, -3, 7]",[2],10512,D_4,1/16,False
"[1, -3, 2, -3, 8]",[1],28361,S_4,1,True
"[1, -3, 2, -2, -7]",[2],-156411,S_4,1/81,False
"[1, -3, 2, -2, -6]",[1],-106604,S_4,1,True
"[1, -3, 2, -2, -5]","[2, 1]",-68531,S_4,1,True
"[1, -3, 2, -2, -3]","[3, 1]",-21443,S_4,1,True
"[1, -3, 2, -2, -2]",[2],-9356,S_4,1,True
"[1, -3, 2, -2, -1]",[3],-2859,S_4,1,True
"[1, -3, 2, -2, 1]","[5, 4]",-491,S_4,1,True
"[1, -3, 2, -2, 3]","[3, 1]",-2051,S_4,1,True
"[1, -3, 2, -2, 5]",[2],4749,S_4,1,True
"[1, -3, 2, -2, 6]","[1, 0]",15124,S_4,1,True
"[1, -3, 2, -2, 7]","[1, 1, 0]",32197,S_4,1,True
"[1, -3, 2, -2, 8]",[1],57504,S_4,1/4,False
"[1, -3, 2, -1, -8]",[2],-176519,S_4,1,True
"[1, -3, 2, -1, -6]",[2],-81191,S_4,1,True
"[1, -3, 2, -1, -5]",[1],-50168,S_4,1,True
"[1, -3, 2, -1, -4]",[1],-28191,S_4,1,True
"[1, -3, 2, -1, -3]",[1],-13724,S_4,1/4,False
"[1, -3, 2, -1, -2]","[3, 1]",-5231,S_4,1,True
"[1, -3, 2, -1, 3]","[0, 2, 0]",1384,S_4,1,True
"[1, -3, 2, -1, 4]",[1],6289,S_4,1,True
"[1, -3, 2, -1, 5]",[1],15972,D_4,1/4,False
"[1, -3, 2, -1, 6]",[1],31969,S_4,1,True
"[1, -3, 2, -1, 7]",[1],55816,S_4,1,True
"[1, -3, 2, -1, 8]",[1],89049,S_4,1,True
"[1, -3, 2, 0, -8]",[1],-137664,S_4,1/64,False
"[1, -3, 2, 0, -7]",[2],-92827,S_4,1,True
"[1, -3, 2, 0, -5]",[2],-34515,S_4,1,True
"[1, -3, 2, 0, -4]",[1],-17968,S_4,1/4,False
"[1, -3, 2, 0, -3]",[1],-7779,S_4,1,True
"[1, -3, 2, 0, -2]",[1],-2412,S_4,1,True
"[1, -3, 2, 0, -1]","[0, 4, 5]",-331,S_4,1,True
"[1, -3, 2, 0, 1]","[3, 4]",117,D_4,1,True
"[1, -3, 2, 0, 2]",[1],1556,S_4,1,True
"[1, -3, 2, 0, 3]",[1],5853,S_4,1,True
"[1, -3, 2, 0, 4]","[1, 0]",14544,S_4,1/4,False
"[1, -3, 2, 0, 5]",[1],29165,S_4,1,True
"[1, -3, 2, 0, 6]",[1],51252,S_4,1,True
"[1, -3, 2, 0, 7]",[1],82341,S_4,1,True
"[1, -3, 2, 0, 8]",[1],123968,S_4,1/64,False
"[1, -3, 2, 1, -8]",[1],-102599,S_4,1,True
"[1, -3, 2, 1, -7]",[1],-66180,S_4,1,True
"[1, -3, 2, 1, -6]",[2],-39575,S_4,1,True
"[1, -3, 2, 1, -4]","[0, 2]",-9663,S_4,1,True
"[1, -3, 2, 1, -3]",[2],-3284,S_4,1,True
"[1, -3, 2, 1, 1]",[2],892,S_4,1,True
"[1, -3, 2, 1, 2]",[1],4281,S_4,1,True
"[1, -3, 2, 1, 3]",[1],11680,S_4,1/4,False
"[1, -3, 2, 1, 4]","[1, 0]",24625,S_4,1/25,False
"[1, -3, 2, 1, 6]",[1],73297,S_4,1,True
"[1, -3, 2, 1, 7]","[1, 0]",112096,S_4,1/4,False
"[1, -3, 2, 1, 8]",[1],162585,S_4,1/9,False
"[1, -3, 2, 2, -8]",[1],-71648,S_4,1/4,False
"[1, -3, 2, 2, -7]",[1],-43179,S_4,1,True
"[1, -3, 2, 2, -6]",[1],-23372,S_4,1,True
"[1, -3, 2, 2, -5]","[2, 3]",-10691,S_4,1,True
"[1, -3, 2, 2, -3]","[4, 4]",-563,S_4,1,True
"[1, -3, 2, 2, -1]",[3],-507,D_4,1,True
"[1, -3, 2, 2, 1]","[2, 1]",1765,S_4,1,True
"[1, -3, 2, 2, 2]","[1, 1]",7572,S_4,1,True
"[1, -3, 2, 2, 3]","[0, 1, 0]",18541,S_4,1,True
"[1, -3, 2, 2, 4]",[1],36208,S_4,1/4,False
"[1, -3, 2, 2, 5]","[1, 0]",62109,S_4,1/9,False
"[1, -3, 2, 2, 6]",[1],97780,S_4,1,True
"[1, -3, 2, 2, 7]",[1],144757,S_4,1,True
"[1, -3, 2, 2, 8]",[1],204576,S_4,1/4,False
"[1, -3, 2, 3, -8]","[2, 1]",-45783,S_4,1,True
"[1, -3, 2, 3, -7]",[2],-24796,S_4,1/4,False
"[1, -3, 2, 3, -5]",[2],-3816,S_4,1,True
"[1, -3, 2, 3, -4]","[4, 3]",-751,S_4,1,True
"[1, -3, 2, 3, -2]","[3, 4]",-1791,S_4,1,True
"[1, -3, 2, 3, -1]",[2],-2824,S_4,1,True
"[1, -3, 2, 3, 1]",[2],1764,V_4,1/4,False
"[1, -3, 2, 3, 2]",[1],10457,S_4,1,True
"[1, -3, 2, 3, 3]",[1],25464,S_4,1,True
"[1, -3, 2, 3, 4]",[1],48321,S_4,1,True
"[1, -3, 2, 3, 5]","[0, 1]",80564,S_4,1/4,False
"[1, -3, 2, 3, 6]","[1, 1]",123729,S_4,1,True
"[1, -3, 2, 3, 7]",[1],179352,S_4,1,True
"[1, -3, 2, 3, 8]",[1],248969,S_4,1,True
"[1, -3, 2, 4, -7]",[2],-12651,S_4,1,True
"[1, -3, 2, 4, -6]","[1, 1]",-5036,S_4,1,True
"[1, -3, 2, 4, -5]","[0, 2]",-2243,S_4,1,True
"[1, -3, 2, 4, -3]",[3],-4979,S_4,1,True
"[1, -3, 2, 4, -1]",[3],-8571,S_4,1,True
"[1, -3, 2, 4, 1]","[4, 3]",-731,S_4,1,True
"[1, -3, 2, 4, 2]","[0, 1]",11316,S_4,1,True
"[1, -3, 2, 4, 3]",[1],30829,S_4,1,True
"[1, -3, 2, 4, 4]",[1],59344,S_4,1/4,False
"[1, -3, 2, 4, 5]",[1],98397,D_4,1/9,False
"[1, -3, 2, 4, 6]",[1],149524,S_4,1,True
"[1, -3, 2, 4, 7]",[1],214261,S_4,1,True
"[1, -3, 2, 4, 8]",[1],294144,S_4,1/64,False
"[1, -3, 2, 5, -8]","[2, 1]",-16439,S_4,1,True
"[1, -3, 2, 5, -7]",[2],-9012,S_4,1,True
"[1, -3, 2, 5, -6]","[2, 2]",-6791,S_4,1,True
"[1, -3, 2, 5, -4]",[2],-11823,S_4,1,True
"[1, -3, 2, 5, -3]",[1],-16004,S_4,1,True
"[1, -3, 2, 5, -2]",[2],-19247,S_4,1,True
"[1, -3, 2, 5, 1]","[0, 2]",-7988,S_4,1,True
"[1, -3, 2, 5, 2]",[1],7881,S_4,1,True
"[1, -3, 2, 5, 3]",[1],32368,S_4,1/4,False
"[1, -3, 2, 5, 4]","[0, 0, 1, 0]",67009,S_4,1,True
"[1, -3, 2, 5, 5]",[1],113340,S_4,1,True
"[1, -3, 2, 5, 6]",[1],172897,S_4,1,True
"[1, -3, 2, 5, 7]",[1],247216,S_4,1/4,False
"[1, -3, 2, 5, 8]",[1],337833,S_4,1/9,False
"[1, -3, 2, 6, -7]",[2],-16795,S_4,1,True
"[1, -3, 2, 6, -5]",[2],-24723,S_4,1,True
"[1, -3, 2, 6, -4]",[1],-30928,S_4,1/4,False
"[1, -3, 2, 6, -3]",[1],-36579,S_4,1,True
"[1, -3, 2, 6, -2]",[1],-40140,S_4,1,True
"[1, -3, 2, 6, -1]",[3],-40075,S_4,1,True
"[1, -3, 2, 6, 1]",[3],-22923,S_4,1/81,False
"[1, -3, 2, 6, 2]",[2],-2764,S_4,1,True
"[1, -3, 2, 6, 3]",[1],27165,S_4,1,True
"[1, -3, 2, 6, 4]",[1],68400,D_4,1/4,False
"[1, -3, 2, 6, 5]","[1, 0]",122477,S_4,1,True
"[1, -3, 2, 6, 6]",[1],190932,S_4,1,True
"[1, -3, 2, 6, 7]",[1],275301,D_4,1/169,False
"[1, -3, 2, 6, 8]",[1],377120,S_4,1/4,False
"[1, -3, 2, 7, -8]","[2, 1]",-35303,S_4,1,True
"[1, -3, 2, 7, -6]","[2, 1]",-46727,S_4,1,True
"[1, -3, 2, 7, -5]",[1],-55256,S_4,1,True
"[1, -3, 2, 7, -4]",[1],-63615,S_4,1,True
"[1, -3, 2, 7, -3]",[1],-70268,S_4,1/4,False
"[1, -3, 2, 7, -2]","[0, 1]",-73679,S_4,1,True
"[1, -3, 2, 7, -1]",[2],-72312,S_4,1,True
"[1, -3, 2, 7, 2]",[3],-24183,S_4,1/9,False
"[1, -3, 2, 7, 3]",[1],11656,S_4,1,True
"[1, -3, 2, 7, 4]","[1, 0]",59953,S_4,1,True
"[1, -3, 2, 7, 5]",[1],122244,S_4,1/4,False
"[1, -3, 2, 7, 6]","[1, 0]",200065,S_4,1,True
"[1, -3, 2, 7, 7]",[1],294952,S_4,1,True
"[1, -3, 2, 7, 8]","[1, 0]",408441,S_4,1,True
"[1, -3, 2, 8, -7]",[2],-81531,S_4,1/9,False
"[1, -3, 2, 8, -6]",[1],-92684,S_4,1,True
"[1, -3, 2, 8, -5]","[2, 0]",-104051,S_4,1,True
"[1, -3, 2, 8, -4]",[1],-114096,S_4,1/4,False
"[1, -3, 2, 8, -3]",[1],-121283,S_4,1,True
"[1, -3, 2, 8, -2]",[1],-124076,S_4,1,True
"[1, -3, 2, 8, -1]",[2],-120939,S_4,1,True
"[1, -3, 2, 8, 1]",[3],-90731,S_4,1,True
"[1, -3, 2, 8, 3]",[3],-18371,S_4,1,True
"[1, -3, 2, 8, 4]",[1],37456,S_4,1/4,False
"[1, -3, 2, 8, 5]",[1],108429,S_4,1,True
"[1, -3, 2, 8, 6]",[1],196084,S_4,1,True
"[1, -3, 2, 8, 7]","[1, 0]",301957,S_4,1,True
"[1, -3, 2, 8, 8]",[1],427584,S_4,1/64,False
"[1, -3, 3, -8, -8]",[1],-626720,S_4,1/4,False
"[1, -3, 3, -8, -7]",[1],-503671,S_4,1,True
"[1, -3, 3, -8, -6]",[1],-399492,S_4,1/9,False
"[1, -3, 3, -8, -5]",[1],-312647,S_4,1,True
"[1, -3, 3, -8, -4]",[2],-241600,D_4,1/64,False
"[1, -3, 3, -8, -2]",[2],-140756,S_4,1,True
"[1, -3, 3, -8, -1]","[0, 2]",-107887,S_4,1,True
"[1, -3, 3, -8, 1]","[3, 2]",-69575,S_4,1,True
"[1, -3, 3, -8, 2]",[1],-61060,S_4,1,True
"[1, -3, 3, -8, 3]",[1],-57591,S_4,1/9,False
"[1, -3, 3, -8, 4]",[1],-57632,S_4,1/4,False
"[1, -3, 3, -8, 5]",[1],-59647,S_4,1,True
"[1, -3, 3, -8, 6]",[2],-62100,S_4,1,True
