coefficients,signature,discriminant,gal_group,disc_ratio,ring_int
"[1, -1, 3, -5, -2]","[1, 0]",-38992,S_4,1/4,False
"[1, -1, 3, -5, -1]",[3],-23571,S_4,1/9,False
"[1, -1, 3, -5, 1]",[3],-6043,S_4,1,True
"[1, -1, 3, -5, 3]","[0, 1, 2, 0]",3973,S_4,1,True
"[1, -1, 3, -5, 4]","[0, 1]",10004,S_4,1,True
"[1, -1, 3, -5, 5]",[1],18765,S_4,1,True
"[1, -1, 3, -5, 6]","[0, 1]",31792,S_4,1/4,False
"[1, -1, 3, -5, 7]",[1],50621,S_4,1,True
"[1, -1, 3, -5, 8]",[1],76788,S_4,1/9,False
"[1, -1, 3, -4, -8]",[2],-276048,S_4,1/36,False
"[1, -1, 3, -4, -7]",[1],-204719,S_4,1,True
"[1, -1, 3, -4, -6]",[1],-147172,S_4,1,True
"[1, -1, 3, -4, -5]","[1, 2]",-101871,S_4,1,True
"[1, -1, 3, -4, -3]","[2, 2]",-41863,S_4,1,True
"[1, -1, 3, -4, -2]",[1],-24084,S_4,1,True
"[1, -1, 3, -4, -1]","[2, 0]",-12407,S_4,1,True
"[1, -1, 3, -4, 2]",[2],1372,D_4,1,True
"[1, -1, 3, -4, 3]","[0, 1, 1]",4001,S_4,1,True
"[1, -1, 3, -4, 4]",[1],8208,D_4,1/16,False
"[1, -1, 3, -4, 5]",[1],15529,S_4,1,True
"[1, -1, 3, -4, 7]",[1],45657,S_4,1,True
"[1, -1, 3, -4, 8]",[1],71536,S_4,1/4,False
"[1, -1, 3, -3, -7]",[2],-175531,S_4,1,True
"[1, -1, 3, -3, -6]",[1],-122796,S_4,1,True
"[1, -1, 3, -3, -5]",[1],-81923,S_4,1,True
"[1, -1, 3, -3, -4]",[2],-51376,S_4,1/4,False
"[1, -1, 3, -3, -3]",[1],-29619,S_4,1,True
"[1, -1, 3, -3, -2]",[1],-15116,S_4,1,True
"[1, -1, 3, -3, -1]","[3, 3]",-6331,S_4,1,True
"[1, -1, 3, -3, 1]","[0, 2, 2, 1, 3, 0]",229,S_4,1,True
"[1, -1, 3, -3, 2]","[1, 1, 0]",1076,S_4,1,True
"[1, -1, 3, -3, 3]","[0, 1]",2349,S_4,1,True
"[1, -1, 3, -3, 4]","[1, 1]",5584,S_4,1/4,False
"[1, -1, 3, -3, 5]","[0, 1]",12317,S_4,1,True
"[1, -1, 3, -3, 6]",[1],24084,S_4,1,True
"[1, -1, 3, -3, 7]",[1],42421,S_4,1,True
"[1, -1, 3, -3, 8]",[1],68864,S_4,1/64,False
"[1, -1, 3, -2, -8]",[2],-216364,S_4,1/4,False
"[1, -1, 3, -2, -6]",[2],-105800,S_4,1,True
"[1, -1, 3, -2, -5]",[1],-68503,S_4,1,True
"[1, -1, 3, -2, -4]",[1],-41148,S_4,1/4,False
"[1, -1, 3, -2, -3]","[0, 1]",-22199,S_4,1,True
"[1, -1, 3, -2, -2]",[3],-10120,S_4,1,True
"[1, -1, 3, -2, 1]","[0, 0, 2, 2, 0, 2]",257,S_4,1,True
"[1, -1, 3, -2, 3]","[0, 2, 1, 0]",985,S_4,1,True
"[1, -1, 3, -2, 4]",[1],4100,D_4,1/4,False
"[1, -1, 3, -2, 5]",[1],11097,S_4,1,True
"[1, -1, 3, -2, 6]",[1],23512,S_4,1,True
"[1, -1, 3, -2, 7]",[1],42881,S_4,1,True
"[1, -1, 3, -2, 8]",[1],70740,S_4,1/4,False
"[1, -1, 3, -1, -8]",[1],-198828,S_4,1,True
"[1, -1, 3, -1, -7]",[3],-140531,S_4,1,True
"[1, -1, 3, -1, -5]",[2],-60291,S_4,1,True
"[1, -1, 3, -1, -4]",[1],-35276,S_4,1,True
"[1, -1, 3, -1, -3]",[2],-18283,S_4,1,True
"[1, -1, 3, -1, -1]",[3],-2219,S_4,1,True
"[1, -1, 3, -1, 1]","[2, 3]",189,D_4,1,True
"[1, -1, 3, -1, 3]","[2, 1, 0]",1229,S_4,1,True
"[1, -1, 3, -1, 4]","[0, 1]",5076,S_4,1,True
"[1, -1, 3, -1, 5]",[1],13189,S_4,1,True
"[1, -1, 3, -1, 7]",[1],48357,S_4,1/9,False
"[1, -1, 3, -1, 8]",[1],78484,S_4,1,True
"[1, -1, 3, 0, -8]",[1],-188384,S_4,1/4,False
"[1, -1, 3, 0, -7]",[1],-132727,S_4,1,True
"[1, -1, 3, 0, -6]",[2],-89316,S_4,1,True
"[1, -1, 3, 0, -4]","[0, 3]",-33088,S_4,1/16,False
"[1, -1, 3, 0, -2]",[2],-7412,S_4,1,True
"[1, -1, 3, 0, -1]","[3, 2]",-2191,S_4,1,True
"[1, -1, 3, 0, 1]","[2, 1, 2, 1, 0]",697,S_4,1,True
"[1, -1, 3, 0, 2]","[1, 0]",1436,S_4,1,True
"[1, -1, 3, 0, 3]","[0, 1, 1]",3753,S_4,1,True
"[1, -1, 3, 0, 4]",[1],9184,S_4,1/4,False
"[1, -1, 3, 0, 5]",[1],19265,S_4,1,True
"[1, -1, 3, 0, 6]",[1],35532,S_4,1,True
"[1, -1, 3, 0, 7]","[0, 1]",59521,S_4,1,True
"[1, -1, 3, 0, 8]",[1],92768,S_4,1/4,False
"[1, -1, 3, 1, -8]",[1],-185008,S_4,1/4,False
"[1, -1, 3, 1, -7]",[1],-131139,S_4,1,True
"[1, -1, 3, 1, -6]",[1],-89132,S_4,1,True
"[1, -1, 3, 1, -5]","[3, 2]",-57451,S_4,1,True
"[1, -1, 3, 1, -3]","[2, 3]",-18923,S_4,1,True
"[1, -1, 3, 1, -2]",[1],-9004,S_4,1,True
"[1, -1, 3, 1, -1]",[2],-3267,S_4,1,True
"[1, -1, 3, 1, 1]",[2],1805,D_4,1,True
"[1, -1, 3, 1, 2]","[0, 1, 1]",4212,S_4,1,True
"[1, -1, 3, 1, 3]",[1],8581,S_4,1,True
"[1, -1, 3, 1, 4]","[0, 1, 0]",16448,S_4,1/64,False
"[1, -1, 3, 1, 5]","[2, 1]",29349,S_4,1/9,False
"[1, -1, 3, 1, 6]",[1],48820,S_4,1,True
"[1, -1, 3, 1, 7]",[1],76397,S_4,1,True
"[1, -1, 3, 1, 8]",[1],113616,S_4,1/4,False
"[1, -1, 3, 2, -8]",[1],-189324,S_4,1/4,False
"[1, -1, 3, 2, -7]",[1],-136391,S_4,1,True
"[1, -1, 3, 2, -6]",[2],-94936,S_4,1,True
"[1, -1, 3, 2, -4]",[3],-40316,S_4,1/4,False
"[1, -1, 3, 2, -2]",[2],-13176,S_4,1,True
"[1, -1, 3, 2, -1]",[2],-6071,S_4,1,True
"[1, -1, 3, 2, 1]","[0, 0, 0, 2, 1]",2889,S_4,1,True
"[1, -1, 3, 2, 2]",[1],7816,S_4,1,True
"[1, -1, 3, 2, 3]","[0, 1, 0]",15089,S_4,1,True
"[1, -1, 3, 2, 5]","[1, 0]",42817,S_4,1,True
"[1, -1, 3, 2, 6]",[1],66344,S_4,1,True
"[1, -1, 3, 2, 7]","[1, 0]",98361,S_4,1,True
"[1, -1, 3, 2, 8]",[1],140404,S_4,1/4,False
"[1, -1, 3, 3, -8]",[1],-202604,S_4,1,True
"[1, -1, 3, 3, -7]",[2],-149755,S_4,1,True
"[1, -1, 3, 3, -5]",[2],-75803,S_4,1,True
"[1, -1, 3, 3, -4]",[1],-51628,S_4,1,True
"[1, -1, 3, 3, -3]","[0, 2]",-33939,S_4,1,True
"[1, -1, 3, 3, -1]",[3],-11875,D_4,1/25,False
"[1, -1, 3, 3, 1]",[2],2677,S_4,1,True
"[1, -1, 3, 3, 2]",[1],10976,D_4,1/4,False
"[1, -1, 3, 3, 3]","[2, 1]",22005,S_4,1,True
"[1, -1, 3, 3, 4]","[1, 0, 0]",37300,S_4,1,True
"[1, -1, 3, 3, 5]",[1],58397,S_4,1,True
"[1, -1, 3, 3, 6]","[0, 1]",86832,S_4,1/4,False
"[1, -1, 3, 3, 7]",[1],124141,S_4,1,True
"[1, -1, 3, 3, 8]",[1],171860,S_4,1,True
"[1, -1, 3, 4, -8]","[2, 0]",-226768,S_4,1/4,False
"[1, -1, 3, 4, -6]",[2],-130244,S_4,1,True
"[1, -1, 3, 4, -5]",[1],-96511,S_4,1,True
"[1, -1, 3, 4, -4]",[1],-70416,S_4,1/4,False
"[1, -1, 3, 4, -3]","[2, 1]",-50423,S_4,1,True
"[1, -1, 3, 4, -2]",[2],-34996,S_4,1,True
"[1, -1, 3, 4, 1]","[2, 3]",-751,S_4,1,True
"[1, -1, 3, 4, 2]",[1],11772,S_4,1,True
"[1, -1, 3, 4, 3]","[0, 0, 1, 0]",27409,S_4,1,True
"[1, -1, 3, 4, 4]",[1],47696,S_4,1/16,False
"[1, -1, 3, 4, 5]",[1],74169,S_4,1,True
"[1, -1, 3, 4, 6]",[1],108364,S_4,1,True
"[1, -1, 3, 4, 7]",[1],151817,S_4,1,True
"[1, -1, 3, 4, 8]",[1],206064,S_4,1/36,False
"[1, -1, 3, 5, -7]",[2],-209147,S_4,1,True
"[1, -1, 3, 5, -6]","[1, 0]",-164236,S_4,1,True
"[1, -1, 3, 5, -5]",[1],-128115,S_4,1,True
"[1, -1, 3, 5, -4]",[1],-99248,S_4,1/4,False
"[1, -1, 3, 5, -3]",[1],-76099,S_4,1,True
"[1, -1, 3, 5, -2]",[1],-57132,S_4,1,True
"[1, -1, 3, 5, -1]",[3],-40811,S_4,1,True
"[1, -1, 3, 5, 1]",[3],-9963,S_4,1/9,False
"[1, -1, 3, 5, 2]",[1],7636,S_4,1,True
"[1, -1, 3, 5, 3]","[1, 0]",28733,S_4,1,True
"[1, -1, 3, 5, 4]","[0, 1, 0]",54864,S_4,1/4,False
"[1, -1, 3, 5, 5]",[1],87565,S_4,1,True
"[1, -1, 3, 5, 6]",[1],128372,S_4,1,True
"[1, -1, 3, 5, 7]",[1],178821,S_4,1,True
"[1, -1, 3, 5, 8]",[1],240448,D_4,1/64,False
"[1, -1, 3, 6, -8]",[2],-318668,S_4,1/4,False
"[1, -1, 3, 6, -7]",[1],-260959,S_4,1,True
"[1, -1, 3, 6, -6]",[1],-213192,S_4,1,True
"[1, -1, 3, 6, -5]",[1],-173831,S_4,1,True
"[1, -1, 3, 6, -4]",[1],-141340,S_4,1/4,False
"[1, -1, 3, 6, -3]",[1],-114183,S_4,1,True
"[1, -1, 3, 6, -2]",[1],-90824,S_4,1,True
"[1, -1, 3, 6, -1]",[2],-69727,S_4,1/49,False
"[1, -1, 3, 6, 2]",[3],-4648,S_4,1,True
"[1, -1, 3, 6, 3]",[1],22761,S_4,1,True
"[1, -1, 3, 6, 4]",[1],55588,S_4,1/4,False
"[1, -1, 3, 6, 5]",[1],95369,S_4,1,True
"[1, -1, 3, 6, 6]",[1],143640,S_4,1,True
"[1, -1, 3, 6, 7]","[0, 1]",201937,S_4,1,True
"[1, -1, 3, 6, 8]",[1],271796,S_4,1/4,False
"[1, -1, 3, 7, -8]",[1],-393484,S_4,1,True
"[1, -1, 3, 7, -7]",[1],-332451,S_4,1/9,False
"[1, -1, 3, 7, -6]",[1],-280976,S_4,1/4,False
"[1, -1, 3, 7, -5]",[1],-237523,S_4,1/121,False
"[1, -1, 3, 7, -4]",[1],-200556,S_4,1,True
"[1, -1, 3, 7, -3]",[1],-168539,S_4,1,True
"[1, -1, 3, 7, -2]",[1],-139936,S_4,1/4,False
"[1, -1, 3, 7, -1]",[2],-113211,S_4,1,True
"[1, -1, 3, 7, 1]","[0, 3]",-59251,S_4,1,True
"[1, -1, 3, 7, 3]","[1, 2]",5629,S_4,1,True
"[1, -1, 3, 7, 4]",[1],46004,S_4,1,True
"[1, -1, 3, 7, 5]",[1],93717,S_4,1,True
"[1, -1, 3, 7, 6]",[1],150304,S_4,1/4,False
"[1, -1, 3, 7, 7]",[1],217301,S_4,1,True
"[1, -1, 3, 7, 8]","[0, 1]",296244,S_4,1,True
"[1, -1, 3, 8, -8]",[1],-493344,S_4,1/4,False
"[1, -1, 3, 8, -7]",[1],-428135,S_4,1,True
"[1, -1, 3, 8, -5]",[1],-323703,S_4,1,True
"[1, -1, 3, 8, -4]",[1],-281408,S_4,1/16,False
"[1, -1, 3, 8, -3]",[1],-243679,S_4,1,True
"[1, -1, 3, 8, -2]",[1],-208980,S_4,1/9,False
"[1, -1, 3, 8, -1]",[2],-175775,S_4,1,True
"[1, -1, 3, 8, 1]",[2],-107703,S_4,1,True
"[1, -1, 3, 8, 2]",[2],-69764,S_4,1,True
"[1, -1, 3, 8, 4]",[2],21600,D_4,1/4,False
"[1, -1, 3, 8, 5]","[0, 1]",78097,S_4,1,True
"[1, -1, 3, 8, 6]",[1],143852,S_4,1,True
"[1, -1, 3, 8, 7]",[1],220401,S_4,1/9,False
"[1, -1, 3, 8, 8]",[1],309280,S_4,1/4,False
"[1, -1, 4, -8, -7]",[2],-542251,S_4,1,True
"[1, -1, 4, -8, -6]","[1, 0]",-439628,S_4,1,True
"[1, -1, 4, -8, -5]",[1],-352291,S_4,1,True
"[1, -1, 4, -8, -4]",[1],-278704,S_4,1/4,False
"[1, -1, 4, -8, -3]",[1],-217331,S_4,1,True
"[1, -1, 4, -8, -2]",[1],-166636,S_4,1,True
"[1, -1, 4, -8, -1]",[2],-125083,S_4,1,True
"[1, -1, 4, -8, 1]",[2],-63259,S_4,1,True
"[1, -1, 4, -8, 2]",[1],-39916,S_4,1,True
"[1, -1, 4, -8, 3]",[3],-19571,S_4,1,True
"[1, -1, 4, -8, 5]",[2],18269,S_4,1,True
"[1, -1, 4, -8, 6]","[0, 1]",38836,S_4,1,True
"[1, -1, 4, -8, 7]","[0, 1]",62549,S_4,1,True
"[1, -1, 4, -8, 8]",[1],90944,D_4,1/64,False
"[1, -1, 4, -7, -8]",[1],-552799,S_4,1/169,False
"[1, -1, 4, -7, -7]",[1],-443576,S_4,1,True
"[1, -1, 4, -7, -6]",[1],-350791,S_4,1,True
"[1, -1, 4, -7, -5]",[1],-272908,S_4,1/4,False
"[1, -1, 4, -7, -4]",[1],-208391,S_4,1,True
"[1, -1, 4, -7, -3]",[1],-155704,S_4,1,True
"[1, -1, 4, -7, -2]",[1],-113311,S_4,1,True
"[1, -1, 4, -7, -1]",[2],-79676,S_4,1/4,False
"[1, -1, 4, -7, 1]",[2],-32536,S_4,1,True
"[1, -1, 4, -7, 2]","[2, 1]",-15959,S_4,1,True
"[1, -1, 4, -7, 4]","[0, 1, 2]",10889,S_4,1,True
"[1, -1, 4, -7, 5]","[0, 1]",24232,S_4,1,True
"[1, -1, 4, -7, 6]","[0, 1]",39569,S_4,1,True
"[1, -1, 4, -7, 7]",[1],58436,S_4,1/4,False
"[1, -1, 4, -7, 8]",[1],82369,A_4,1,True
"[1, -1, 4, -6, -8]",[1],-466576,S_4,1/4,False
"[1, -1, 4, -6, -7]",[1],-366435,S_4,1/9,False
"[1, -1, 4, -6, -6]",[1],-282348,S_4,1,True
"[1, -1, 4, -6, -5]",[1],-212779,S_4,1,True
"[1, -1, 4, -6, -4]",[1],-156192,S_4,1/4,False
"[1, -1, 4, -6, -3]","[1, 0]",-111051,S_4,1/81,False
"[1, -1, 4, -6, -2]",[1],-75820,S_4,1,True
"[1, -1, 4, -6, -1]",[2],-48963,S_4,1,True
"[1, -1, 4, -6, 1]",[3],-14227,S_4,1,True
"[1, -1, 4, -6, 3]",[2],5445,D_4,1,True
"[1, -1, 4, -6, 4]","[1, 1]",13472,S_4,1/4,False
"[1, -1, 4, -6, 5]",[1],22341,S_4,1,True
"[1, -1, 4, -6, 6]",[1],33588,S_4,1/9,False
"[1, -1, 4, -6, 7]",[1],48749,S_4,1,True
"[1, -1, 4, -5, -8]",[1],-399223,S_4,1,True
"[1, -1, 4, -5, -7]",[1],-307024,S_4,1/4,False
"[1, -1, 4, -5, -6]","[1, 2]",-230495,S_4,1,True
"[1, -1, 4, -5, -4]","[2, 1]",-118303,S_4,1,True
"[1, -1, 4, -5, -3]",[1],-79568,S_4,1/4,False
"[1, -1, 4, -5, -2]",[1],-50359,S_4,1,True
"[1, -1, 4, -5, -1]",[2],-29140,S_4,1,True
"[1, -1, 4, -5, 2]","[1, 2]",1937,S_4,1,True
"[1, -1, 4, -5, 3]",[1],6556,S_4,1,True
"[1, -1, 4, -5, 4]",[1],10865,S_4,1,True
"[1, -1, 4, -5, 5]",[1],16400,D_4,1/16,False
"[1, -1, 4, -5, 6]","[0, 1]",24697,S_4,1,True
"[1, -1, 4, -5, 7]",[1],37292,S_4,1,True
"[1, -1, 4, -5, 8]",[1],55721,S_4,1,True
"[1, -1, 4, -4, -8]",[1],-347584,S_4,1/64,False
"[1, -1, 4, -4, -7]",[1],-262187,S_4,1,True
"[1, -1, 4, -4, -6]",[1],-192076,S_4,1,True
"[1, -1, 4, -4, -5]",[1],-135715,S_4,1,True
"[1, -1, 4, -4, -4]",[1],-91568,S_4,1/4,False
"[1, -1, 4, -4, -3]",[1],-58099,S_4,1,True
"[1, -1, 4, -4, -2]",[1],-33772,S_4,1,True
"[1, -1, 4, -4, -1]","[3, 3]",-17051,S_4,1,True
"[1, -1, 4, -4, 1]","[3, 1, 6]",-283,S_4,1,True
"[1, -1, 4, -4, 2]",[1],2836,S_4,1,True
"[1, -1, 4, -4, 3]",[1],4493,S_4,1,True
"[1, -1, 4, -4, 4]","[0, 1, 0]",6224,S_4,1/4,False
"[1, -1, 4, -4, 5]",[1],9565,S_4,1,True
"[1, -1, 4, -4, 6]","[0, 1]",16052,S_4,1,True
"[1, -1, 4, -4, 7]","[0, 1, 0]",27221,S_4,1,True
"[1, -1, 4, -4, 8]","[0, 1]",44608,S_4,1/64,False
"[1, -1, 4, -3, -8]",[2],-309151,S_4,1,True
"[1, -1, 4, -3, -7]",[1],-229416,S_4,1,True
"[1, -1, 4, -3, -6]",[1],-164583,S_4,1,True
"[1, -1, 4, -3, -5]","[1, 0]",-113116,S_4,1/4,False
"[1, -1, 4, -3, -4]",[1],-73479,S_4,1,True
"[1, -1, 4, -3, -3]",[1],-44136,S_4,1,True
"[1, -1, 4, -3, -2]",[2],-23551,S_4,1,True
"[1, -1, 4, -3, 1]",[2],1016,S_4,1,True
"[1, -1, 4, -3, 2]","[1, 2]",1929,S_4,1,True
"[1, -1, 4, -3, 4]","[2, 1]",2057,S_4,1,True
"[1, -1, 4, -3, 5]",[1],4344,S_4,1,True
"[1, -1, 4, -3, 6]","[1, 0]",10161,S_4,1,True
"[1, -1, 4, -3, 7]",[1],21044,S_4,1/4,False
"[1, -1, 4, -3, 8]",[1],38529,S_4,1/9,False
"[1, -1, 4, -2, -7]","[0, 2]",-206851,S_4,1,True
"[1, -1, 4, -2, -6]","[0, 1]",-146156,S_4,1,True
"[1, -1, 4, -2, -5]","[0, 1]",-98443,S_4,1,True
"[1, -1, 4, -2, -4]","[0, 1]",-62176,S_4,1/4,False
"[1, -1, 4, -2, -3]","[0, 2]",-35819,S_4,1/49,False
"[1, -1, 4, -2, -1]","[0, 3]",-6691,S_4,1,True
"[1, -1, 4, -2, 1]","[0, 1, 2]",1229,S_4,1,True
"[1, -1, 4, -2, 2]","[0, 1, 1]",1076,S_4,1,True
"[1, -1, 4, -2, 3]","[0, 1, 0, 1, 3, 0]",229,S_4,1,True
"[1, -1, 4, -2, 5]","[0, 2, 1, 0]",2597,S_4,1,True
"[1, -1, 4, -2, 6]","[0, 1, 0]",8884,S_4,1,True
"[1, -1, 4, -2, 7]","[0, 1]",20621,S_4,1,True
"[1, -1, 4, -2, 8]","[0, 1]",39344,S_4,1/4,False
"[1, -1, 4, -1, -8]",[2],-265111,S_4,1/121,False
"[1, -1, 4, -1, -6]",[2],-135583,S_4,1,True
"[1, -1, 4, -1, -5]",[1],-90484,S_4,1,True
"[1, -1, 4, -1, -4]",[2],-56447,S_4,1,True
"[1, -1, 4, -1, -2]","[2, 0]",-15415,S_4,1,True
"[1, -1, 4, -1, -1]",[3],-5348,S_4,1,True
"[1, -1, 4, -1, 1]",[2],1568,D_4,1/4,False
"[1, -1, 4, -1, 2]","[0, 0, 1, 1, 2]",1489,S_4,1,True
"[1, -1, 4, -1, 4]","[2, 1]",1937,S_4,1,True
"[1, -1, 4, -1, 5]",[1],5536,S_4,1/4,False
"[1, -1, 4, -1, 6]","[0, 1]",13433,S_4,1,True
"[1, -1, 4, -1, 7]",[1],27164,S_4,1,True
"[1, -1, 4, -1, 8]",[1],48265,S_4,1,True
"[1, -1, 4, 0, -8]",[1],-257728,S_4,1/64,False
"[1, -1, 4, 0, -7]",[2],-188139,S_4,1,True
"[1, -1, 4, 0, -5]",[3],-88675,S_4,1,True
"[1, -1, 4, 0, -3]",[2],-31923,S_4,1,True
"[1, -1, 4, 0, -2]",[1],-15724,S_4,1,True
"[1, -1, 4, 0, -1]","[3, 3]",-5595,S_4,1,True
"[1, -1, 4, 0, 1]","[2, 1, 2, 1]",2597,S_4,1,True
"[1, -1, 4, 0, 2]",[1],3732,S_4,1,True
"[1, -1, 4, 0, 3]",[1],4941,D_4,1/9,False
"[1, -1, 4, 0, 4]",[1],7760,S_4,1/4,False
"[1, -1, 4, 0, 5]",[1],13725,D_4,1/9,False
"[1, -1, 4, 0, 6]","[0, 1]",24372,S_4,1,True
"[1, -1, 4, 0, 7]",[1],41237,S_4,1,True
"[1, -1, 4, 1, -8]",[1],-259999,S_4,1,True
"[1, -1, 4, 1, -7]",[1],-191512,S_4,1,True
"[1, -1, 4, 1, -6]","[3, 2]",-136391,S_4,1,True
"[1, -1, 4, 1, -4]","[3, 3]",-60103,S_4,1,True
"[1, -1, 4, 1, -3]",[1],-35864,S_4,1,True
"[1, -1, 4, 1, -2]","[1, 0]",-18847,S_4,1,True
"[1, -1, 4, 1, -1]",[3],-7516,S_4,1/4,False
"[1, -1, 4, 1, 1]",[2],4232,D_4,1,True
"[1, -1, 4, 1, 2]",[1],7721,S_4,1,True
"[1, -1, 4, 1, 3]",[1],11668,S_4,1/4,False
"[1, -1, 4, 1, 4]","[1, 0, 1, 0]",17609,S_4,1,True
"[1, -1, 4, 1, 5]",[1],27080,S_4,1,True
"[1, -1, 4, 1, 6]",[1],41617,S_4,1,True
"[1, -1, 4, 1, 7]",[1],62756,S_4,1/4,False
"[1, -1, 4, 1, 8]",[1],92033,S_4,1,True
"[1, -1, 4, 2, -8]",[1],-272656,S_4,1/4,False
"[1, -1, 4, 2, -7]",[2],-204131,S_4,1,True
"[1, -1, 4, 2, -5]",[3],-104491,S_4,1,True
"[1, -1, 4, 2, -3]",[3],-44491,S_4,1,True
"[1, -1, 4, 2, -2]",[2],-25516,S_4,1,True
"[1, -1, 4, 2, -1]","[2, 0]",-11843,S_4,1,True
"[1, -1, 4, 2, 1]","[2, 1]",5741,S_4,1,True
"[1, -1, 4, 2, 2]","[1, 0]",12724,S_4,1,True
"[1, -1, 4, 2, 3]",[1],20549,S_4,1,True
"[1, -1, 4, 2, 4]",[1],30752,D_4,1/4,False
"[1, -1, 4, 2, 5]","[0, 1]",44869,S_4,1,True
"[1, -1, 4, 2, 6]","[0, 1]",64436,S_4,1,True
"[1, -1, 4, 2, 7]",[1],90989,S_4,1,True
"[1, -1, 4, 2, 8]",[1],126064,S_4,1/4,False
"[1, -1, 4, 3, -8]",[2],-297079,S_4,1,True
"[1, -1, 4, 3, -6]",[2],-170271,S_4,1,True
"[1, -1, 4, 3, -5]",[1],-124228,S_4,1,True
"[1, -1, 4, 3, -4]",[2],-87711,S_4,1,True
"[1, -1, 4, 3, -2]",[2],-37111,S_4,1,True
"[1, -1, 4, 3, -1]",[2],-19956,S_4,1,True
"[1, -1, 4, 3, 1]",[2],5744,S_4,1/4,False
"[1, -1, 4, 3, 2]",[1],17361,S_4,1/9,False
"[1, -1, 4, 3, 3]",[1],30204,S_4,1,True
"[1, -1, 4, 3, 4]","[0, 1, 0]",45809,S_4,1,True
"[1, -1, 4, 3, 6]",[1],91449,S_4,1/9,False
"[1, -1, 4, 3, 7]","[1, 0]",124556,S_4,1,True
"[1, -1, 4, 3, 8]",[1],166569,S_4,1,True
"[1, -1, 4, 4, -7]",[2],-263275,S_4,1/25,False
"[1, -1, 4, 4, -6]",[1],-203468,S_4,1,True
"[1, -1, 4, 4, -5]",[1],-154339,S_4,1,True
"[1, -1, 4, 4, -4]",[1],-114352,S_4,1/4,False
"[1, -1, 4, 4, -3]",[3],-81971,S_4,1,True
"[1, -1, 4, 4, -1]",[3],-33883,S_4,1,True
"[1, -1, 4, 4, 1]","[0, 2]",2213,S_4,1,True
"[1, -1, 4, 4, 2]","[0, 1]",19604,S_4,1,True
"[1, -1, 4, 4, 3]",[1],38605,S_4,1,True
"[1, -1, 4, 4, 4]",[1],60752,S_4,1/4,False
"[1, -1, 4, 4, 5]",[1],87581,S_4,1,True
"[1, -1, 4, 4, 6]",[1],120628,S_4,1,True
"[1, -1, 4, 4, 7]",[1],161429,S_4,1,True
"[1, -1, 4, 4, 8]","[0, 1]",211520,S_4,1/64,False
"[1, -1, 4, 5, -8]",[2],-389983,S_4,1/121,False
"[1, -1, 4, 5, -7]",[1],-314504,S_4,1,True
"[1, -1, 4, 5, -6]",[1],-250855,S_4,1,True
"[1, -1, 4, 5, -5]",[2],-197500,D_4,1/100,False
"[1, -1, 4, 5, -4]",[1],-152903,S_4,1,True
"[1, -1, 4, 5, -3]",[1],-115528,S_4,1,True
"[1, -1, 4, 5, -2]",[2],-83839,S_4,1,True
"[1, -1, 4, 5, 1]",[2],-7528,S_4,1,True
"[1, -1, 4, 5, 2]","[2, 1]",16777,S_4,1,True
"[1, -1, 4, 5, 3]",[1],43076,D_4,1/4,False
"[1, -1, 4, 5, 4]",[1],72905,S_4,1,True
"[1, -1, 4, 5, 5]",[1],107800,S_4,1,True
"[1, -1, 4, 5, 6]","[0, 1]",149297,S_4,1,True
"[1, -1, 4, 5, 7]",[1],198932,S_4,1/4,False
"[1, -1, 4, 5, 8]",[1],258241,S_4,1,True
"[1, -1, 4, 6, -8]","[0, 1]",-464464,S_4,1/4,False
"[1, -1, 4, 6, -7]",[1],-384387,S_4,1,True
"[1, -1, 4, 6, -6]",[1],-315756,S_4,1,True
"[1, -1, 4, 6, -5]",[1],-257035,S_4,1,True
"[1, -1, 4, 6, -4]",[2],-206688,S_4,1/4,False
"[1, -1, 4, 6, -3]",[2],-163179,S_4,1,True
"[1, -1, 4, 6, -2]",[1],-124972,S_4,1,True
"[1, -1, 4, 6, -1]",[3],-90531,S_4,1/9,False
"[1, -1, 4, 6, 1]",[3],-26803,S_4,1,True
"[1, -1, 4, 6, 2]","[0, 1]",5556,S_4,1,True
"[1, -1, 4, 6, 3]",[1],40293,D_4,1/121,False
"[1, -1, 4, 6, 4]","[0, 1]",78944,S_4,1/4,False
"[1, -1, 4, 6, 5]",[1],123045,S_4,1,True
"[1, -1, 4, 6, 6]",[1],174132,S_4,1,True
"[1, -1, 4, 6, 7]",[1],233741,S_4,1,True
"[1, -1, 4, 6, 8]",[1],303408,D_4,1/36,False
"[1, -1, 4, 7, -8]",[1],-562711,S_4,1,True
"[1, -1, 4, 7, -7]",[2],-476896,S_4,1/4,False
"[1, -1, 4, 7, -6]","[0, 1]",-402143,S_4,1,True
"[1, -1, 4, 7, -5]",[1],-336916,S_4,1,True
"[1, -1, 4, 7, -4]",[1],-279679,S_4,1,True
"[1, -1, 4, 7, -3]",[1],-228896,S_4,1/4,False
"[1, -1, 4, 7, -2]","[2, 1]",-183031,S_4,1,True
"[1, -1, 4, 7, -1]",[2],-140548,S_4,1,True
"[1, -1, 4, 7, 2]",[2],-18031,S_4,1,True
"[1, -1, 4, 7, 3]",[1],26284,S_4,1,True
"[1, -1, 4, 7, 4]",[1],74897,S_4,1,True
"[1, -1, 4, 7, 5]",[1],129344,S_4,1/64,False
"[1, -1, 4, 7, 6]",[1],191161,S_4,1,True
