coefficients,signature,discriminant
"[1, 8, 6, -5, -3]","[1, 3]",241717
"[1, 8, 6, -5, -2]",[1],323861
"[1, 8, 6, -5, -1]","[2, 0]",298485
"[1, 8, 6, -5, 1]",[3],-68683
"[1, 8, 6, -5, 2]",[1],-407403
"[1, 8, 6, -5, 3]",[1],-847499
"[1, 8, 6, -5, 4]",[1],-1387435
"[1, 8, 6, -5, 5]",[1],-2025675
"[1, 8, 6, -5, 6]",[1],-2760683
"[1, 8, 6, -5, 7]",[1],-3590923
"[1, 8, 6, -5, 8]",[1],-4514859
"[1, 8, 6, -4, -8]",[1],-2232576
"[1, 8, 6, -4, -7]",[1],-1538816
"[1, 8, 6, -4, -6]",[1],-963328
"[1, 8, 6, -4, -5]",[1],-504576
"[1, 8, 6, -4, -4]",[2],-161024
"[1, 8, 6, -4, -2]",[2],186624
"[1, 8, 6, -4, -1]",[2],193792
"[1, 8, 6, -4, 1]",[2],-117504
"[1, 8, 6, -4, 2]",[1],-432896
"[1, 8, 6, -4, 3]",[1],-852736
"[1, 8, 6, -4, 4]",[1],-1375488
"[1, 8, 6, -4, 5]",[1],-1999616
"[1, 8, 6, -4, 6]",[2],-2723584
"[1, 8, 6, -4, 7]",[1],-3545856
"[1, 8, 6, -4, 8]",[1],-4464896
"[1, 8, 6, -3, -8]",[1],-2611211
"[1, 8, 6, -3, -7]",[1],-1865515
"[1, 8, 6, -3, -6]",[1],-1241163
"[1, 8, 6, -3, -5]",[1],-736619
"[1, 8, 6, -3, -4]",[1],-350347
"[1, 8, 6, -3, -3]","[2, 1]",-80811
"[1, 8, 6, -3, -1]","[3, 5]",114197
"[1, 8, 6, -3, 1]",[2],-139307
"[1, 8, 6, -3, 2]",[1],-430411
"[1, 8, 6, -3, 3]",[1],-829035
"[1, 8, 6, -3, 4]",[2],-1333643
"[1, 8, 6, -3, 5]",[1],-1942699
"[1, 8, 6, -3, 6]",[1],-2654667
"[1, 8, 6, -3, 7]",[1],-3468011
"[1, 8, 6, -3, 8]",[1],-4381195
"[1, 8, 6, -2, -8]",[1],-2976304
"[1, 8, 6, -2, -7]",[1],-2177712
"[1, 8, 6, -2, -6]",[1],-1503536
"[1, 8, 6, -2, -5]",[1],-952240
"[1, 8, 6, -2, -4]",[1],-522288
"[1, 8, 6, -2, -3]",[1],-212144
"[1, 8, 6, -2, -2]",[2],-20272
"[1, 8, 6, -2, 1]",[2],-138928
"[1, 8, 6, -2, 2]",[1],-404784
"[1, 8, 6, -2, 3]",[1],-781232
"[1, 8, 6, -2, 4]",[1],-1266736
"[1, 8, 6, -2, 5]",[1],-1859760
"[1, 8, 6, -2, 6]",[1],-2558768
"[1, 8, 6, -2, 7]",[1],-3362224
"[1, 8, 6, -2, 8]",[1],-4268592
"[1, 8, 6, -1, -8]",[1],-3333339
"[1, 8, 6, -1, -7]",[1],-2480891
"[1, 8, 6, -1, -6]",[1],-1755931
"[1, 8, 6, -1, -5]",[1],-1156923
"[1, 8, 6, -1, -4]",[1],-682331
"[1, 8, 6, -1, -3]",[1],-330619
"[1, 8, 6, -1, -2]",[2],-100251
"[1, 8, 6, -1, -1]",[4],10309
"[1, 8, 6, -1, 1]",[3],-121851
"[1, 8, 6, -1, 2]",[1],-361499
"[1, 8, 6, -1, 3]",[1],-714811
"[1, 8, 6, -1, 4]","[0, 1]",-1180251
"[1, 8, 6, -1, 5]",[1],-1756283
"[1, 8, 6, -1, 6]",[1],-2441371
"[1, 8, 6, -1, 7]",[2],-3233979
"[1, 8, 6, -1, 8]",[1],-4132571
"[1, 8, 6, 0, -8]",[1],-3688448
"[1, 8, 6, 0, -7]",[1],-2781184
"[1, 8, 6, 0, -6]",[1],-2004480
"[1, 8, 6, 0, -5]",[1],-1356800
"[1, 8, 6, 0, -4]",[1],-836608
"[1, 8, 6, 0, -3]",[1],-442368
"[1, 8, 6, 0, -2]",[1],-172544
"[1, 8, 6, 0, -1]",[2],-25600
"[1, 8, 6, 0, 2]",[2],-306688
"[1, 8, 6, 0, 3]",[1],-635904
"[1, 8, 6, 0, 4]",[1],-1080320
"[1, 8, 6, 0, 5]",[1],-1638400
"[1, 8, 6, 0, 6]",[1],-2308608
"[1, 8, 6, 0, 7]",[1],-3089408
"[1, 8, 6, 0, 8]",[1],-3979264
"[1, 8, 6, 1, -8]","[1, 0]",-4048411
"[1, 8, 6, 1, -7]",[1],-3085371
"[1, 8, 6, 1, -6]",[1],-2255963
"[1, 8, 6, 1, -5]",[1],-1558651
"[1, 8, 6, 1, -4]",[1],-991899
"[1, 8, 6, 1, -3]",[2],-554171
"[1, 8, 6, 1, -2]",[1],-243931
"[1, 8, 6, 1, -1]",[2],-59643
"[1, 8, 6, 1, 1]",[3],-62779
"[1, 8, 6, 1, 3]",[2],-551291
"[1, 8, 6, 1, 4]",[1],-973723
"[1, 8, 6, 1, 5]",[1],-1512891
"[1, 8, 6, 1, 6]","[0, 1]",-2167259
"[1, 8, 6, 1, 7]",[1],-2935291
"[1, 8, 6, 1, 8]",[1],-3815451
"[1, 8, 6, 2, -8]",[1],-4420656
"[1, 8, 6, 2, -7]",[1],-3400880
"[1, 8, 6, 2, -6]",[1],-2517808
"[1, 8, 6, 2, -5]",[1],-1769904
"[1, 8, 6, 2, -4]",[1],-1155632
"[1, 8, 6, 2, -3]",[1],-673456
"[1, 8, 6, 2, -2]",[1],-321840
"[1, 8, 6, 2, -1]",[3],-99248
"[1, 8, 6, 2, 1]",[2],-34992
"[1, 8, 6, 2, 2]",[2],-190256
"[1, 8, 6, 2, 4]",[2],-867888
"[1, 8, 6, 2, 5]",[1],-1387184
"[1, 8, 6, 2, 6]",[1],-2024752
"[1, 8, 6, 2, 7]",[1],-2779056
"[1, 8, 6, 2, 8]",[1],-3648560
"[1, 8, 6, 3, -8]",[1],-4813259
"[1, 8, 6, 3, -7]",[1],-3735787
"[1, 8, 6, 3, -6]",[1],-2798091
"[1, 8, 6, 3, -5]",[1],-1998635
"[1, 8, 6, 3, -4]",[2],-1335883
"[1, 8, 6, 3, -3]",[1],-808299
"[1, 8, 6, 3, -2]",[1],-414347
"[1, 8, 6, 3, -1]",[2],-152491
"[1, 8, 6, 3, 1]","[1, 3]",-18923
"[1, 8, 6, 3, 2]",[1],-144139
"[1, 8, 6, 3, 3]",[2],-395307
"[1, 8, 6, 3, 5]",[2],-1269355
"[1, 8, 6, 3, 6]",[1],-1889163
"[1, 8, 6, 3, 7]",[1],-2628779
"[1, 8, 6, 3, 8]",[1],-3486667
"[1, 8, 6, 4, -8]",[1],-5234944
"[1, 8, 6, 4, -7]",[1],-4098816
"[1, 8, 6, 4, -6]",[1],-3105536
"[1, 8, 6, 4, -5]",[1],-2253568
"[1, 8, 6, 4, -4]",[1],-1541376
"[1, 8, 6, 4, -3]",[1],-967424
"[1, 8, 6, 4, -2]",[1],-530176
"[1, 8, 6, 4, -1]",[2],-228096
"[1, 8, 6, 4, 1]","[2, 1]",-23296
"[1, 8, 6, 4, 2]","[0, 1]",-117504
"[1, 8, 6, 4, 3]",[1],-340736
"[1, 8, 6, 4, 4]",[2],-691456
"[1, 8, 6, 4, 6]",[2],-1769216
"[1, 8, 6, 4, 7]",[1],-2493184
"[1, 8, 6, 4, 8]",[1],-3338496
"[1, 8, 6, 5, -8]",[1],-5695083
"[1, 8, 6, 5, -7]",[1],-4499339
"[1, 8, 6, 5, -6]",[1],-3449515
"[1, 8, 6, 5, -5]",[2],-2544075
"[1, 8, 6, 5, -4]",[1],-1781483
"[1, 8, 6, 5, -3]","[0, 1]",-1160203
"[1, 8, 6, 5, -1]",[2],-335435
"[1, 8, 6, 5, 1]",[3],-57483
"[1, 8, 6, 5, 2]",[2],-119723
"[1, 8, 6, 5, 3]",[1],-314059
"[1, 8, 6, 5, 4]",[1],-638955
"[1, 8, 6, 5, 5]",[2],-1092875
"[1, 8, 6, 5, 7]",[2],-2381643
"[1, 8, 6, 5, 8]",[1],-3213419
"[1, 8, 6, 6, -8]",[1],-6203696
"[1, 8, 6, 6, -7]",[1],-4947376
"[1, 8, 6, 6, -6]",[1],-3840048
"[1, 8, 6, 6, -5]",[1],-2880176
"[1, 8, 6, 6, -4]",[1],-2066224
"[1, 8, 6, 6, -3]",[1],-1396656
"[1, 8, 6, 6, -2]",[2],-869936
"[1, 8, 6, 6, -1]",[2],-484528
"[1, 8, 6, 6, 1]","[2, 0]",-131504
"[1, 8, 6, 6, 2]",[1],-160816
"[1, 8, 6, 6, 3]","[0, 1]",-325296
"[1, 8, 6, 6, 4]",[1],-623408
"[1, 8, 6, 6, 5]",[1],-1053616
"[1, 8, 6, 6, 6]",[2],-1614384
"[1, 8, 6, 6, 8]",[2],-3121456
"[1, 8, 6, 7, -8]",[1],-6771451
"[1, 8, 6, 7, -7]",[1],-5453595
"[1, 8, 6, 7, -6]","[2, 0]",-4287803
"[1, 8, 6, 7, -5]",[1],-3272539
"[1, 8, 6, 7, -4]",[1],-2406267
"[1, 8, 6, 7, -3]",[1],-1687451
"[1, 8, 6, 7, -2]",[1],-1114555
"[1, 8, 6, 7, -1]",[2],-686043
"[1, 8, 6, 7, 1]","[2, 2, 0]",-256027
"[1, 8, 6, 7, 2]",[1],-251451
"[1, 8, 6, 7, 3]",[2],-385115
"[1, 8, 6, 7, 4]",[1],-655483
"[1, 8, 6, 7, 5]",[1],-1061019
"[1, 8, 6, 7, 6]",[1],-1600187
"[1, 8, 6, 7, 7]",[2],-2271451
"[1, 8, 6, 8, -8]",[1],-7409664
"[1, 8, 6, 8, -7]",[1],-6029312
"[1, 8, 6, 8, -6]",[1],-4804096
"[1, 8, 6, 8, -5]",[1],-3732480
"[1, 8, 6, 8, -4]",[1],-2812928
"[1, 8, 6, 8, -3]",[1],-2043904
"[1, 8, 6, 8, -2]",[1],-1423872
"[1, 8, 6, 8, -1]",[2],-951296
"[1, 8, 6, 8, 1]",[2],-442368
"[1, 8, 6, 8, 2]",[1],-402944
"[1, 8, 6, 8, 3]",[1],-504832
"[1, 8, 6, 8, 4]",[1],-746496
"[1, 8, 6, 8, 6]",[1],-1643008
"[1, 8, 6, 8, 7]",[1],-2294784
"[1, 8, 6, 8, 8]",[2],-3080192
"[1, 8, 7, -8, -7]",[3],406544
"[1, 8, 7, -8, -6]",[1],685216
"[1, 8, 7, -8, -5]",[1],874544
"[1, 8, 7, -8, -4]",[2],976064
"[1, 8, 7, -8, -3]",[1],991312
"[1, 8, 7, -8, -2]",[1],921824
"[1, 8, 7, -8, -1]","[0, 2]",769136
"[1, 8, 7, -8, 1]",[2],220304
"[1, 8, 7, -8, 2]",[1],-172768
"[1, 8, 7, -8, 3]",[2],-642896
"[1, 8, 7, -8, 5]",[2],-1808176
"[1, 8, 7, -8, 6]",[1],-2500256
"[1, 8, 7, -8, 7]",[1],-3263248
"[1, 8, 7, -8, 8]",[1],-4095616
"[1, 8, 7, -7, -8]",[3],-408103
"[1, 8, 7, -7, -6]",[2],330713
"[1, 8, 7, -7, -5]",[1],560729
"[1, 8, 7, -7, -4]",[1],699865
"[1, 8, 7, -7, -3]",[1],749657
"[1, 8, 7, -7, -2]",[1],711641
"[1, 8, 7, -7, -1]",[3],587353
"[1, 8, 7, -7, 1]","[2, 1]",86105
"[1, 8, 7, -7, 2]",[1],-287783
"[1, 8, 7, -7, 3]",[1],-741799
"[1, 8, 7, -7, 4]",[1],-1274407
"[1, 8, 7, -7, 5]",[2],-1884071
"[1, 8, 7, -7, 7]",[2],-3328423
"[1, 8, 7, -7, 8]",[1],-4160039
"[1, 8, 7, -6, -8]",[1],-831904
"[1, 8, 7, -6, -7]",[2],-367440
"[1, 8, 7, -6, -5]",[2],271952
"[1, 8, 7, -6, -4]","[0, 1]",449952
"[1, 8, 7, -6, -3]",[1],535536
"[1, 8, 7, -6, -2]",[1],530240
"[1, 8, 7, -6, 1]",[2],-15568
"[1, 8, 7, -6, 2]",[1],-369024
"[1, 8, 7, -6, 3]",[1],-805680
"[1, 8, 7, -6, 4]",[1],-1324000
"[1, 8, 7, -6, 5]",[1],-1922448
"[1, 8, 7, -6, 6]",[1],-2599488
"[1, 8, 7, -6, 7]",[2],-3353584
"[1, 8, 7, -5, -8]",[1],-1236439
"[1, 8, 7, -5, -7]",[1],-722647
"[1, 8, 7, -5, -6]",[2],-308951
"[1, 8, 7, -5, -4]",[3],224297
"[1, 8, 7, -5, -3]",[1],346921
"[1, 8, 7, -5, -2]","[1, 0]",375593
"[1, 8, 7, -5, -1]",[2],311849
"[1, -4, -7, -5, 1]","[1, 2]",-176823
"[1, -4, -7, -5, 2]",[1],-360439
"[1, -4, -7, -5, 3]",[1],-607287
"[1, -4, -7, -5, 4]",[1],-915831
"[1, -4, -7, -5, 5]",[1],-1284535
"[1, -4, -7, -5, 6]",[1],-1711863
"[1, -4, -7, -5, 7]",[1],-2196279
"[1, -4, -7, -5, 8]","[1, 0]",-2736247
"[1, -4, -7, -4, -7]",[1],-1329776
"[1, -4, -7, -4, -6]",[1],-928544
"[1, -4, -7, -4, -5]",[1],-601296
"[1, -4, -7, -4, -4]",[1],-346496
"[1, -4, -7, -4, -3]",[2],-162608
"[1, -4, -7, -4, -1]",[3],-1424
"[1, -4, -7, -4, 1]",[2],-105456
"[1, -4, -7, -4, 2]",[1],-253088
"[1, -4, -7, -4, 3]",[1],-462416
"[1, -4, -7, -4, 4]",[1],-731904
"[1, -4, -7, -4, 5]",[1],-1060016
"[1, -4, -7, -4, 6]",[1],-1445216
"[1, -4, -7, -4, 7]",[1],-1885968
"[1, -4, -7, -4, 8]",[1],-2380736
"[1, -4, -7, -3, -8]",[1],-1991399
"[1, -4, -7, -3, -7]",[1],-1494695
"[1, -4, -7, -3, -6]",[1],-1071975
"[1, -4, -7, -3, -5]",[1],-721703
"[1, -4, -7, -3, -4]",[1],-442343
"[1, -4, -7, -3, -3]",[1],-232359
"[1, -4, -7, -3, -2]",[2],-90215
"[1, -4, -7, -3, 1]","[1, 2]",-55463
"[1, -4, -7, -3, 2]",[1],-169319
"[1, -4, -7, -3, 3]",[1],-343335
"[1, -4, -7, -3, 4]",[1],-575975
"[1, -4, -7, -3, 5]",[1],-865703
"[1, -4, -7, -3, 6]",[1],-1210983
"[1, -4, -7, -3, 7]",[1],-1610279
"[1, -4, -7, -3, 8]",[1],-2062055
"[1, -4, -7, -2, -8]",[1],-2170944
"[1, -4, -7, -2, -7]",[1],-1656496
"[1, -4, -7, -2, -6]",[1],-1214496
"[1, -4, -7, -2, -5]",[1],-843408
"[1, -4, -7, -2, -4]",[1],-541696
"[1, -4, -7, -2, -3]",[1],-307824
"[1, -4, -7, -2, -2]",[1],-140256
"[1, -4, -7, -2, -1]",[3],-37456
"[1, -4, -7, -2, 1]",[4],-20016
"[1, -4, -7, -2, 2]",[1],-102304
"[1, -4, -7, -2, 3]",[1],-243216
"[1, -4, -7, -2, 4]",[1],-441216
"[1, -4, -7, -2, 5]",[1],-694768
"[1, -4, -7, -2, 6]",[1],-1002336
"[1, -4, -7, -2, 7]",[1],-1362384
"[1, -4, -7, -2, 8]",[1],-1773376
"[1, -4, -7, -1, -8]","[1, 1]",-2338983
"[1, -4, -7, -1, -7]",[1],-1808999
"[1, -4, -7, -1, -6]",[1],-1349927
"[1, -4, -7, -1, -5]",[1],-960231
"[1, -4, -7, -1, -4]",[1],-638375
"[1, -4, -7, -1, -3]",[1],-382823
"[1, -4, -7, -1, -2]",[1],-192039
"[1, -4, -7, -1, -1]",[2],-64487
"[1, -4, -7, -1, 2]",[2],-45863
"[1, -4, -7, -1, 3]",[1],-155879
"[1, -4, -7, -1, 4]",[1],-321447
"[1, -4, -7, -1, 5]","[0, 1]",-541031
"[1, -4, -7, -1, 6]",[1],-813095
"[1, -4, -7, -1, 7]",[1],-1136103
"[1, -4, -7, -1, 8]",[1],-1508519
"[1, -4, -7, 0, -8]",[1],-2489984
"[1, -4, -7, 0, -7]",[1],-1946672
"[1, -4, -7, 0, -6]",[1],-1472736
"[1, -4, -7, 0, -5]",[1],-1066640
"[1, -4, -7, 0, -4]",[1],-726848
"[1, -4, -7, 0, -3]",[1],-451824
"[1, -4, -7, 0, -2]","[1, 0]",-240032
"[1, -4, -7, 0, -1]",[2],-89936
"[1, -4, -7, 0, 1]",[3],31312
"[1, -4, -7, 0, 3]",[2],-75792
"[1, -4, -7, 0, 4]",[1],-211136
"[1, -4, -7, 0, 5]",[1],-398960
"[1, -4, -7, 0, 6]",[1],-637728
"[1, -4, -7, 0, 7]",[1],-925904
"[1, -4, -7, 0, 8]",[1],-1261952
"[1, -4, -7, 1, -8]",[1],-2619063
"[1, -4, -7, 1, -7]",[1],-2064631
"[1, -4, -7, 1, -6]",[1],-1578039
"[1, -4, -7, 1, -5]",[1],-1157751
"[1, -4, -7, 1, -4]",[1],-802231
"[1, -4, -7, 1, -3]",[1],-509943
"[1, -4, -7, 1, -2]",[1],-279351
"[1, -4, -7, 1, -1]",[2],-108919
"[1, -4, -7, 1, 1]",[2],57609
"[1, -4, -7, 1, 2]","[0, 2]",56777
"[1, -4, -7, 1, 4]",[2],-105399
"[1, -4, -7, 1, 5]",[1],-263671
"[1, -4, -7, 1, 6]",[1],-471351
"[1, -4, -7, 1, 7]","[1, 0]",-726903
"[1, -4, -7, 1, 8]",[2],-1028791
"[1, -4, -7, 2, -8]",[1],-2721984
"[1, -4, -7, 2, -7]",[1],-2158640
"[1, -4, -7, 2, -6]",[1],-1661600
"[1, -4, -7, 2, -5]",[1],-1229328
"[1, -4, -7, 2, -4]",[1],-860288
"[1, -4, -7, 2, -3]",[1],-552944
"[1, -4, -7, 2, -2]",[1],-305760
"[1, -4, -7, 2, -1]",[2],-117200
"[1, -4, -7, 2, 1]",[2],90192
"[1, -4, -7, 2, 2]","[1, 0]",112096
"[1, -4, -7, 2, 3]",[2],81520
"[1, -4, -7, 2, 5]","[2, 0]",-130928
"[1, -4, -7, 2, 6]",[1],-309728
"[1, -4, -7, 2, 7]",[2],-534864
"[1, -4, -7, 3, -8]","[1, 1]",-2795159
"[1, -4, -7, 3, -7]",[1],-2225111
"[1, -4, -7, 3, -6]",[1],-1719831
"[1, -4, -7, 3, -5]",[1],-1277783
"[1, -4, -7, 3, -4]",[1],-897431
"[1, -4, -7, 3, -3]",[1],-577239
"[1, -4, -7, 3, -2]",[1],-315671
"[1, -4, -7, 3, -1]",[2],-111191
"[1, -4, -7, 3, 1]","[2, 3]",132649
"[1, -4, -7, 3, 2]","[0, 1, 1, 1]",175081
"[1, -4, -7, 3, 3]",[1],166569
"[1, -4, -7, 3, 4]",[2],108649
"[1, -4, -7, 3, 6]",[3],-149271
"[1, -4, -7, 3, 8]",[2],-586391
"[1, -4, -7, 4, -8]",[1],-2835648
"[1, -4, -7, 4, -7]",[1],-2261104
"[1, -4, -7, 4, -6]",[1],-1749792
"[1, -4, -7, 4, -5]",[1],-1300176
"[1, -4, -7, 4, -4]",[1],-910720
"[1, -4, -7, 4, -3]",[1],-579888
"[1, -4, -7, 4, -2]",[1],-306144
"[1, -4, -7, 4, -1]",[2],-87952
"[1, -4, -7, 4, 2]",[1],248672
"[1, -4, -7, 4, 3]",[1],260016
"[1, -4, -7, 4, 4]",[1],223488
"[1, -4, -7, 4, 5]",[3],140624
"[1, -4, -7, 4, 7]",[3],-157968
"[1, -4, -7, 4, 8]",[1],-370624
"[1, -4, -7, 5, -8]",[1],-2841159
"[1, -4, -7, 5, -7]",[1],-2264327
"[1, -4, -7, 5, -6]",[1],-1749191
"[1, -4, -7, 5, -5]",[1],-1294215
"[1, -4, -7, 5, -4]","[1, 0]",-897863
"[1, -4, -7, 5, -3]",[1],-558599
"[1, -4, -7, 5, -2]",[1],-274887
"[1, -4, -7, 5, -1]","[0, 2]",-45191
"[1, -4, -7, 5, 1]","[2, 3]",258297
"[1, -4, -7, 5, 2]",[1],335161
"[1, -4, -7, 5, 3]",[1],364153
"[1, -4, -7, 5, 4]","[2, 0]",346809
"[1, -4, -7, 5, 6]","[3, 0]",179257
"[1, -4, -7, 5, 8]",[2],-155207
"[1, -4, -7, 6, -7]",[2],-2233136
"[1, -4, -7, 6, -6]",[1],-1716384
"[1, -4, -7, 6, -5]",[1],-1258256
"[1, -4, -7, 6, -4]",[1],-857216
"[1, -4, -7, 6, -3]",[1],-511728
"[1, -4, -7, 6, -2]",[1],-220256
"[1, -4, -7, 6, -1]","[0, 3]",18736
"[1, -4, -7, 6, 1]",[2],345424
"[1, -4, -7, 6, 2]",[1],436192
"[1, -4, -7, 6, 3]",[2],480624
"[1, -4, -7, 6, 5]",[2],436624
"[1, -4, -7, 6, 6]",[1],351264
"[1, -4, -7, 6, 7]",[2],225712
"[1, -4, -7, 7, -8]",[1],-2741319
"[1, -4, -7, 7, -7]",[2],-2166535
"[1, -4, -7, 7, -5]",[2],-1191303
"[1, -4, -7, 7, -4]",[1],-787783
"[1, -4, -7, 7, -3]",[1],-438279
"[1, -4, -7, 7, -2]",[1],-141255
"[1, -4, -7, 7, -1]",[2],104825
"[1, -4, -7, 7, 1]",[2],450297
"[1, -4, -7, 7, 2]",[2],552761
"[1, -4, -7, 7, 4]","[2, 0]",624825
"[1, -4, -7, 7, 5]","[1, 1]",597497
"[1, -4, -7, 7, 6]",[1],529977
"[1, -4, -7, 7, 7]",[2],423801
"[1, -4, -7, 7, 8]",[2],280505
"[1, -4, -7, 8, -8]",[1],-2634624
"[1, -4, -7, 8, -7]",[1],-2064176
"[1, -4, -7, 8, -6]",[1],-1550816
"[1, -4, -7, 8, -5]",[2],-1093008
"[1, -4, -7, 8, -3]",[2],-337904
"[1, -4, -7, 8, -2]",[1],-37536
"[1, -4, -7, 8, -1]",[2],213424
"[1, -4, -7, 8, 1]",[4],573264
"[1, -4, -7, 8, 3]",[2],753904
"[1, -4, -7, 8, 4]",[1],780864
"[1, -4, -7, 8, 5]",[1],767632
"[1, -4, -7, 8, 6]","[0, 1]",715744
"[1, -4, -7, 8, 7]",[1],626736
"[1, -4, -7, 8, 8]",[1],502144
"[1, -4, -6, -8, -8]",[2],-1122304
"[1, -4, -6, -8, -6]",[2],-513536
"[1, -4, -6, -8, -5]",[1],-318208
"[1, -4, -6, -8, -4]",[1],-193536
"[1, -4, -6, -8, -3]","[0, 2]",-137984
"[1, -4, -6, -8, -2]",[1],-150016
"[1, -4, -6, -8, -1]",[2],-228096
"[1, -4, -6, -8, 1]",[2],-576256
"[1, -4, -6, -8, 2]",[1],-843264
"[1, -4, -6, -8, 3]",[1],-1170176
"[1, -4, -6, -8, 4]",[1],-1555456
"[1, -4, -6, -8, 5]",[1],-1997568
"[1, -4, -6, -8, 6]",[2],-2494976
"[1, -4, -6, -8, 7]",[1],-3046144
"[1, -4, -6, -8, 8]",[1],-3649536
"[1, -4, -6, -7, -8]",[1],-1195371
"[1, -4, -6, -7, -7]",[2],-832811
"[1, -4, -6, -7, -5]",[2],-322731
"[1, -4, -6, -7, -4]",[1],-172139
"[1, -4, -6, -7, -3]","[1, 0]",-89131
"[1, -4, -6, -7, -1]",[2],-119723
"[1, -4, -6, -7, 1]",[2],-402219
"[1, -4, -6, -7, 2]",[1],-634091
"[1, -4, -6, -7, 3]",[1],-924331
"[1, -4, -6, -7, 4]","[0, 1]",-1271403
"[1, -4, -6, -7, 5]",[1],-1673771
"[1, -4, -6, -7, 6]",[1],-2129899
"[1, -4, -6, -7, 7]",[1],-2638251
"[1, -4, -6, -7, 8]",[1],-3197291
"[1, -4, -6, -6, -8]",[1],-1295024
"[1, -4, -6, -6, -7]",[1],-913072
"[1, -4, -6, -6, -6]",[2],-601776
"[1, -4, -6, -6, -4]",[2],-185008
"[1, -4, -6, -6, -3]",[1],-76464
"[1, -4, -6, -6, -2]","[0, 2]",-32432
"[1, -4, -6, -6, -1]",[2],-51376
"[1, -4, -6, -6, 1]",[2],-272048
"[1, -4, -6, -6, 2]",[1],-470704
"[1, -4, -6, -6, 3]",[1],-726192
"[1, -4, -6, -6, 4]",[1],-1036976
"[1, -4, -6, -6, 5]",[2],-1401520
"[1, -4, -6, -6, 6]","[0, 1]",-1818288
"[1, -4, -6, -6, 7]",[1],-2285744
"[1, -4, -6, -6, 8]","[0, 1]",-2802352
"[1, -4, -6, -5, -8]",[1],-1412923
"[1, -4, -6, -5, -7]",[1],-1013499
"[1, -4, -6, -5, -6]",[1],-683195
"[1, -4, -6, -5, -5]",[2],-420475
"[1, -4, -6, -5, -3]","[2, 1]",-91643
"[1, -4, -6, -5, -2]",[1],-22459
"[1, -4, -6, -5, -1]",[2],-14715
"[1, -4, -6, -5, 1]","[1, 2]",-177403
"[1, -4, -6, -5, 2]",[1],-344763
"[1, -4, -6, -5, 3]",[1],-567419
"[1, -4, -6, -5, 4]",[1],-843835
"[1, -4, -6, -5, 5]",[1],-1172475
"[1, -4, -6, -5, 6]",[1],-1551803
"[1, -4, -6, -5, 7]",[2],-1980283
"[1, -4, -6, -5, 8]",[1],-2456379
"[1, -4, -6, -4, -8]",[1],-1541376
"[1, -4, -6, -4, -6]",[1],-779008
"[1, -4, -6, -4, -5]",[1],-497664
"[1, -4, -6, -4, -4]",[2],-280832
"[1, -4, -6, -4, -2]",[2],-34560
"[1, -4, -6, -4, -1]",[3],-2048
"[1, -4, -6, -4, 1]",[2],-110592
"[1, -4, -6, -4, 2]",[1],-248576
"[1, -4, -6, -4, 3]",[1],-440320
"[1, -4, -6, -4, 4]",[2],-684288
"[1, -4, -6, -4, 5]",[1],-978944
"[1, -4, -6, -4, 6]",[1],-1322752
"[1, -4, -6, -4, 7]",[1],-1714176
"[1, -4, -6, -3, -8]",[1],-1673339
"[1, -4, -6, -3, -7]",[1],-1244731
"[1, -4, -6, -3, -6]",[1],-882171
"[1, -4, -6, -3, -5]","[1, 2]",-584123
"[1, -4, -6, -3, -4]",[1],-349051
"[1, -4, -6, -3, -3]",[2],-175419
"[1, -4, -6, -3, -1]","[3, 3]",-6331
"[1, -4, -6, -3, 1]","[1, 2]",-64571
"[1, -4, -6, -3, 2]",[1],-175099
"[1, -4, -6, -3, 3]",[1],-337851
"[1, -4, -6, -3, 4]",[1],-551291
"[1, -4, -6, -3, 5]",[1],-813883
"[1, -4, -6, -3, 6]",[1],-1124091
"[1, -4, -6, -3, 7]",[2],-1480379
"[1, -4, -6, -3, 8]",[1],-1881211
"[1, -4, -6, -2, -8]",[2],-1802416
"[1, -4, -6, -2, -7]",[1],-1362096
"[1, -4, -6, -2, -6]",[1],-986288
"[1, -4, -6, -2, -5]",[2],-673456
"[1, -4, -6, -2, -4]",[1],-422064
"[1, -4, -6, -2, -3]",[1],-230576
"[1, -4, -6, -2, -2]",[2],-97456
"[1, -4, -6, -2, 1]",[2],-32944
"[1, -4, -6, -2, 2]",[1],-117936
"[1, -4, -6, -2, 3]",[2],-253616
"[1, -4, -6, -2, 4]",[1],-438448
"[1, -4, -6, -2, 5]",[2],-670896
"[1, -4, -6, -2, 6]",[1],-949424
"[1, -4, -6, -2, 7]",[1],-1272496
"[1, -4, -6, -2, 8]",[1],-1638576
"[1, -4, -6, -1, -8]",[1],-1922859
"[1, -4, -6, -1, -7]",[1],-1472747
"[1, -4, -6, -1, -6]","[0, 1]",-1085611
"[1, -4, -6, -1, -5]",[1],-759915
"[1, -4, -6, -1, -4]",[1],-494123
"[1, -4, -6, -1, -3]",[1],-286699
"[1, -4, -6, -1, -2]",[1],-136107
"[1, -4, -6, -1, -1]",[3],-40811
"[1, -4, -6, -1, 1]",[3],-9963
"[1, -4, -6, -1, 2]",[1],-71339
"[1, -4, -6, -1, 3]",[1],-181867
"[1, -4, -6, -1, 4]",[1],-340011
"[1, -4, -6, -1, 5]",[1],-544235
"[1, -4, -6, -1, 6]",[1],-793003
"[1, -4, -6, -1, 7]",[1],-1084779
