coefficients,signature,discriminant
"[1, -1, 6, -7, -6]","[2, 1]",-564223
"[1, -1, 6, -7, -5]",[1],-442152
"[1, -1, 6, -7, -4]",[1],-337991
"[1, -1, 6, -7, -3]",[1],-250204
"[1, -1, 6, -7, -2]",[1],-177255
"[1, -1, 6, -7, -1]",[2],-117608
"[1, -1, 6, -7, 2]",[3],-3119
"[1, -1, 6, -7, 3]",[1],18680
"[1, -1, 6, -7, 4]",[1],34857
"[1, -1, 6, -7, 5]",[1],46948
"[1, -1, 6, -7, 6]",[1],56489
"[1, -1, 6, -7, 7]",[1],65016
"[1, -1, 6, -7, 8]",[1],74065
"[1, -1, 6, -6, -8]",[1],-761504
"[1, -1, 6, -6, -7]",[1],-610267
"[1, -1, 6, -6, -6]",[1],-479628
"[1, -1, 6, -6, -5]",[1],-368051
"[1, -1, 6, -6, -4]",[1],-274000
"[1, -1, 6, -6, -3]",[1],-195939
"[1, -1, 6, -6, -2]",[1],-132332
"[1, -1, 6, -6, -1]","[3, 3]",-81643
"[1, -1, 6, -6, 1]","[4, 3]",-12875
"[1, -1, 6, -6, 2]",[1],8276
"[1, -1, 6, -6, 3]",[1],22653
"[1, -1, 6, -6, 4]","[0, 1]",31792
"[1, -1, 6, -6, 5]",[1],37229
"[1, -1, 6, -6, 6]",[1],40500
"[1, -1, 6, -6, 7]",[1],43141
"[1, -1, 6, -6, 8]","[1, 0]",46688
"[1, -1, 6, -5, -8]",[1],-678127
"[1, -1, 6, -5, -7]",[1],-536436
"[1, -1, 6, -5, -6]",[1],-414959
"[1, -1, 6, -5, -5]",[1],-312160
"[1, -1, 6, -5, -4]",[1],-226503
"[1, -1, 6, -5, -3]","[0, 1]",-156452
"[1, -1, 6, -5, -2]",[2],-100471
"[1, -1, 6, -5, 1]",[3],-1588
"[1, -1, 6, -5, 2]","[0, 0, 1]",13473
"[1, -1, 6, -5, 3]",[1],22144
"[1, -1, 6, -5, 4]","[1, 2, 0]",25961
"[1, -1, 6, -5, 6]","[2, 1]",25177
"[1, -1, 6, -5, 7]",[1],23648
"[1, -1, 6, -5, 8]","[0, 1, 0]",23409
"[1, -1, 6, -4, -8]",[1],-615168
"[1, -1, 6, -4, -7]",[1],-481307
"[1, -1, 6, -4, -6]",[1],-367276
"[1, -1, 6, -4, -5]",[1],-271539
"[1, -1, 6, -4, -4]",[1],-192560
"[1, -1, 6, -4, -3]",[2],-128803
"[1, -1, 6, -4, -1]",[3],-40811
"[1, -1, 6, -4, 1]",[2],4725
"[1, -1, 6, -4, 2]",[1],15412
"[1, -1, 6, -4, 3]",[1],20093
"[1, -1, 6, -4, 4]",[1],20304
"[1, -1, 6, -4, 5]","[0, 1]",17581
"[1, -1, 6, -4, 6]",[1],13460
"[1, -1, 6, -4, 7]","[1, 2]",9477
"[1, -1, 6, -3, -8]","[0, 1]",-570335
"[1, -1, 6, -3, -7]","[0, 1]",-442588
"[1, -1, 6, -3, -6]","[0, 1]",-334287
"[1, -1, 6, -3, -5]","[0, 1]",-243896
"[1, -1, 6, -3, -4]","[0, 2]",-169879
"[1, -1, 6, -3, -2]","[0, 2]",-64823
"[1, -1, 6, -3, -1]","[0, 2]",-30712
"[1, -1, 6, -3, 1]","[0, 2]",8356
"[1, -1, 6, -3, 2]","[0, 0, 1]",16385
"[1, -1, 6, -3, 3]","[0, 0, 1]",18792
"[1, -1, 6, -3, 4]","[0, 0, 1]",17113
"[1, -1, 6, -3, 5]","[0, 1]",12884
"[1, -1, 6, -3, 6]","[0, 0, 1]",7641
"[1, -1, 6, -3, 7]","[0, 1]",2920
"[1, -1, 6, -3, 8]","[0, 2, 0, 1, 2, 0]",257
"[1, -1, 6, -2, -8]","[1, 0]",-541984
"[1, -1, 6, -2, -7]",[1],-418635
"[1, -1, 6, -2, -6]",[1],-314348
"[1, -1, 6, -2, -5]",[2],-227587
"[1, -1, 6, -2, -3]",[2],-100499
"[1, -1, 6, -2, -2]",[1],-57100
"[1, -1, 6, -2, -1]",[2],-25083
"[1, -1, 6, -2, 1]","[0, 1, 2]",10949
"[1, -1, 6, -2, 2]",[1],18036
"[1, -1, 6, -2, 3]",[1],19885
"[1, -1, 6, -2, 4]",[1],18032
"[1, -1, 6, -2, 5]","[0, 1]",14013
"[1, -1, 6, -2, 6]","[0, 0, 1]",9364
"[1, -1, 6, -2, 7]","[1, 2]",5621
"[1, -1, 6, -1, -8]",[2],-529119
"[1, -1, 6, -1, -7]",[1],-408452
"[1, -1, 6, -1, -6]",[2],-306463
"[1, -1, 6, -1, -4]",[2],-152375
"[1, -1, 6, -1, -3]",[1],-97204
"[1, -1, 6, -1, -2]",[1],-54567
"[1, -1, 6, -1, -1]",[3],-22928
"[1, -1, 6, -1, 1]",[2],13500
"[1, -1, 6, -1, 2]",[1],21361
"[1, -1, 6, -1, 3]","[0, 1]",24368
"[1, -1, 6, -1, 4]","[0, 1, 2]",24057
"[1, -1, 6, -1, 6]","[0, 2, 1]",19625
"[1, -1, 6, -1, 7]",[1],18576
"[1, -1, 6, -1, 8]","[1, 0]",20353
"[1, -1, 6, 0, -7]",[3],-411691
"[1, -1, 6, 0, -5]",[2],-225635
"[1, -1, 6, 0, -4]",[1],-156208
"[1, -1, 6, 0, -3]",[1],-100467
"[1, -1, 6, 0, -2]",[1],-56876
"[1, -1, 6, 0, -1]","[2, 2]",-23899
"[1, -1, 6, 0, 1]","[0, 2, 1, 2, 1]",16357
"[1, -1, 6, 0, 2]",[1],26708
"[1, -1, 6, 0, 3]",[1],32589
"[1, -1, 6, 0, 4]","[0, 1]",35536
"[1, -1, 6, 0, 5]",[1],37085
"[1, -1, 6, 0, 6]",[1],38772
"[1, -1, 6, 0, 7]","[1, 0]",42133
"[1, -1, 6, 0, 8]","[0, 1]",48704
"[1, -1, 6, 1, -8]","[3, 2]",-549103
"[1, -1, 6, 1, -6]","[2, 3]",-326111
"[1, -1, 6, 1, -5]",[1],-239944
"[1, -1, 6, 1, -4]",[1],-168615
"[1, -1, 6, 1, -3]","[1, 0]",-110588
"[1, -1, 6, 1, -2]",[2],-64327
"[1, -1, 6, 1, -1]",[2],-28296
"[1, -1, 6, 1, 1]",[2],19220
"[1, -1, 6, 1, 2]",[1],33777
"[1, -1, 6, 1, 3]",[1],44248
"[1, -1, 6, 1, 4]","[1, 0]",52169
"[1, -1, 6, 1, 5]",[1],59076
"[1, -1, 6, 1, 6]","[0, 1]",66505
"[1, -1, 6, 1, 7]",[1],75992
"[1, -1, 6, 1, 8]","[0, 1, 0]",89073
"[1, -1, 6, 2, -7]",[3],-460283
"[1, -1, 6, 2, -5]",[2],-265491
"[1, -1, 6, 2, -4]",[1],-190544
"[1, -1, 6, 2, -3]",[1],-128515
"[1, -1, 6, 2, -2]",[1],-77868
"[1, -1, 6, 2, -1]",[2],-37067
"[1, -1, 6, 2, 1]","[0, 2, 1]",21141
"[1, -1, 6, 2, 2]",[1],41620
"[1, -1, 6, 2, 3]",[1],58397
"[1, -1, 6, 2, 4]",[1],73008
"[1, -1, 6, 2, 5]",[1],86989
"[1, -1, 6, 2, 6]","[1, 1]",101876
"[1, -1, 6, 2, 7]",[1],119205
"[1, -1, 6, 2, 8]",[1],140512
"[1, -1, 6, 3, -8]",[2],-635279
"[1, -1, 6, 3, -7]",[1],-508180
"[1, -1, 6, 3, -6]",[2],-398223
"[1, -1, 6, 3, -4]",[2],-223591
"[1, -1, 6, 3, -3]",[2],-155844
"[1, -1, 6, 3, -2]",[1],-99095
"[1, -1, 6, 3, -1]",[2],-51808
"[1, -1, 6, 3, 1]",[2],20524
"[1, -1, 6, 3, 2]","[0, 0, 1]",48641
"[1, -1, 6, 3, 3]",[1],73440
"[1, -1, 6, 3, 4]","[1, 0, 1, 0]",96457
"[1, -1, 6, 3, 5]",[1],119228
"[1, -1, 6, 3, 6]",[1],143289
"[1, -1, 6, 3, 7]",[1],170176
"[1, -1, 6, 3, 8]",[1],201425
"[1, -1, 6, 4, -8]",[1],-707584
"[1, -1, 6, 4, -7]","[1, 0]",-574587
"[1, -1, 6, 4, -6]",[1],-458348
"[1, -1, 6, 4, -5]",[2],-357331
"[1, -1, 6, 4, -3]",[2],-194819
"[1, -1, 6, 4, -2]",[1],-130252
"[1, -1, 6, 4, -1]",[2],-74763
"[1, -1, 6, 4, 1]",[2],15125
"[1, -1, 6, 4, 2]",[1],52596
"[1, -1, 6, 4, 3]","[1, 0]",87133
"[1, -1, 6, 4, 4]",[1],120272
"[1, -1, 6, 4, 5]",[1],153549
"[1, -1, 6, 4, 6]",[1],188500
"[1, -1, 6, 4, 7]",[1],226661
"[1, -1, 6, 4, 8]",[1],269568
"[1, -1, 6, 5, -8]",[1],-803007
"[1, -1, 6, 5, -7]",[1],-662396
"[1, -1, 6, 5, -6]",[1],-538159
"[1, -1, 6, 5, -5]",[1],-428760
"[1, -1, 6, 5, -4]",[3],-332663
"[1, -1, 6, 5, -2]","[0, 2]",-174231
"[1, -1, 6, 5, -1]",[2],-108824
"[1, -1, 6, 5, 1]",[2],2052
"[1, -1, 6, 5, 2]",[1],50593
"[1, -1, 6, 5, 3]",[1],96584
"[1, -1, 6, 5, 4]",[1],141561
"[1, -1, 6, 5, 5]",[1],187060
"[1, -1, 6, 5, 6]","[0, 1]",234617
"[1, -1, 6, 5, 8]",[1],342049
"[1, -1, 6, 6, -8]",[1],-925088
"[1, -1, 6, 6, -7]",[1],-775147
"[1, -1, 6, 6, -6]","[1, 0]",-641196
"[1, -1, 6, 6, -5]",[1],-521699
"[1, -1, 6, 6, -4]",[1],-415120
"[1, -1, 6, 6, -3]",[2],-319923
"[1, -1, 6, 6, -1]",[3],-157531
"[1, -1, 6, 6, 1]",[2],-22235
"[1, -1, 6, 6, 2]",[1],39092
"[1, -1, 6, 6, 3]",[1],98253
"[1, -1, 6, 6, 4]","[0, 1]",156784
"[1, -1, 6, 6, 5]","[2, 1]",216221
"[1, -1, 6, 6, 6]",[1],278100
"[1, -1, 6, 6, 7]",[1],343957
"[1, -1, 6, 6, 8]",[1],415328
"[1, -1, 6, 7, -8]",[1],-1078015
"[1, -1, 6, 7, -7]",[1],-917028
"[1, -1, 6, 7, -6]",[1],-771647
"[1, -1, 6, 7, -5]",[2],-640336
"[1, -1, 6, 7, -4]",[1],-521559
"[1, -1, 6, 7, -3]",[1],-413780
"[1, -1, 6, 7, -2]",[2],-315463
"[1, -1, 6, 7, 1]",[2],-61924
"[1, -1, 6, 7, 2]",[1],13905
"[1, -1, 6, 7, 3]",[1],87952
"[1, -1, 6, 7, 4]",[1],161753
"[1, -1, 6, 7, 5]",[1],236844
"[1, -1, 6, 7, 6]",[1],314761
"[1, -1, 6, 7, 7]",[1],397040
"[1, -1, 6, 7, 8]",[1],485217
"[1, -1, 6, 8, -8]",[1],-1266624
"[1, -1, 6, 8, -7]",[1],-1092875
"[1, -1, 6, 8, -6]",[1],-934348
"[1, -1, 6, 8, -5]",[1],-789507
"[1, -1, 6, 8, -4]",[1],-656816
"[1, -1, 6, 8, -3]",[1],-534739
"[1, -1, 6, 8, -2]",[1],-421740
"[1, -1, 6, 8, -1]",[3],-316283
"[1, -1, 6, 8, 1]",[3],-121851
"[1, -1, 6, 8, 2]",[1],-29804
"[1, -1, 6, 8, 3]",[1],60845
"[1, -1, 6, 8, 4]","[0, 1]",151632
"[1, -1, 6, 8, 5]",[1],244093
"[1, -1, 6, 8, 6]",[1],339764
"[1, -1, 6, 8, 7]",[1],440181
"[1, -1, 6, 8, 8]",[1],546880
"[1, -1, 7, -8, -7]","[2, 1]",-1050871
"[1, -1, 7, -8, -6]",[2],-858788
"[1, -1, 7, -8, -5]",[1],-689575
"[1, -1, 7, -8, -4]",[1],-541696
"[1, -1, 7, -8, -3]","[1, 0]",-413615
"[1, -1, 7, -8, -2]",[1],-303796
"[1, -1, 7, -8, -1]",[2],-210703
"[1, -1, 7, -8, 2]",[2],-16420
"[1, -1, 7, -8, 3]",[1],25129
"[1, -1, 7, -8, 4]",[1],57632
"[1, -1, 7, -8, 5]","[0, 0, 1]",82625
"[1, -1, 7, -8, 6]",[1],101644
"[1, -1, 7, -8, 7]",[1],116225
"[1, -1, 7, -8, 8]","[1, 0]",127904
"[1, -1, 7, -7, -8]",[1],-1120192
"[1, -1, 7, -7, -7]",[2],-917819
"[1, -1, 7, -7, -6]",[1],-739468
"[1, -1, 7, -7, -5]",[1],-583603
"[1, -1, 7, -7, -4]",[1],-448688
"[1, -1, 7, -7, -3]",[1],-333187
"[1, -1, 7, -7, -2]",[1],-235564
"[1, -1, 7, -7, -1]","[3, 3]",-154283
"[1, -1, 7, -7, 1]","[3, 3]",-34603
"[1, -1, 7, -7, 2]",[1],6868
"[1, -1, 7, -7, 3]",[1],38141
"[1, -1, 7, -7, 4]",[1],60752
"[1, -1, 7, -7, 5]",[1],76237
"[1, -1, 7, -7, 6]",[1],86132
"[1, -1, 7, -7, 7]",[1],91973
"[1, -1, 7, -7, 8]",[1],95296
"[1, -1, 7, -6, -8]",[1],-1002508
"[1, -1, 7, -6, -7]",[1],-812247
"[1, -1, 7, -6, -6]",[1],-645624
"[1, -1, 7, -6, -5]",[2],-501103
"[1, -1, 7, -6, -4]",[1],-377148
"[1, -1, 7, -6, -3]",[1],-272223
"[1, -1, 7, -6, -2]",[2],-184792
"[1, -1, 7, -6, 1]",[3],-12103
"[1, -1, 7, -6, 2]",[1],20712
"[1, -1, 7, -6, 3]","[0, 1]",43713
"[1, -1, 7, -6, 4]",[1],58436
"[1, -1, 7, -6, 5]","[1, 2]",66417
"[1, -1, 7, -6, 7]","[2, 1]",68297
"[1, -1, 7, -6, 8]",[1],65268
"[1, -1, 7, -5, -8]",[1],-910828
"[1, -1, 7, -5, -7]",[1],-730675
"[1, -1, 7, -5, -6]",[1],-573776
"[1, -1, 7, -5, -5]",[1],-438595
"[1, -1, 7, -5, -4]",[1],-323596
"[1, -1, 7, -5, -3]",[2],-227243
"[1, -1, 7, -5, -1]",[3],-84331
"[1, -1, 7, -5, 1]",[2],2429
"[1, -1, 7, -5, 2]","[1, 0]",28592
"[1, -1, 7, -5, 3]","[0, 1, 0]",45325
"[1, -1, 7, -5, 4]",[1],54164
"[1, -1, 7, -5, 5]",[1],56645
"[1, -1, 7, -5, 6]","[0, 1]",54304
"[1, -1, 7, -5, 7]","[0, 1]",48677
"[1, -1, 7, -5, 8]",[1],41300
"[1, -1, 7, -4, -8]",[1],-842320
"[1, -1, 7, -4, -7]",[1],-670271
"[1, -1, 7, -4, -6]",[1],-521092
"[1, -1, 7, -4, -5]",[1],-393247
"[1, -1, 7, -4, -4]",[3],-285200
"[1, -1, 7, -4, -2]",[2],-122356
"[1, -1, 7, -4, -1]",[2],-64487
"[1, -1, 7, -4, 1]",[2],11825
"[1, -1, 7, -4, 2]","[0, 1]",33340
"[1, -1, 7, -4, 3]","[0, 1, 0]",45809
"[1, -1, 7, -4, 4]",[1],50768
"[1, -1, 7, -4, 5]",[1],49753
"[1, -1, 7, -4, 6]",[1],44300
"[1, -1, 7, -4, 7]",[1],35945
"[1, -1, 7, -4, 8]",[1],26224
"[1, -1, 7, -3, -8]",[1],-794800
"[1, -1, 7, -3, -7]",[1],-628851
"[1, -1, 7, -3, -6]",[1],-485388
"[1, -1, 7, -3, -5]",[2],-362875
"[1, -1, 7, -3, -3]",[2],-174555
"[1, -1, 7, -3, -2]",[1],-105676
"[1, -1, 7, -3, -1]",[3],-51603
"[1, -1, 7, -3, 1]",[2],18269
"[1, -1, 7, -3, 2]",[1],37140
"[1, -1, 7, -3, 3]",[1],47349
"[1, -1, 7, -3, 4]","[0, 1]",50432
"[1, -1, 7, -3, 5]",[1],47925
"[1, -1, 7, -3, 6]",[1],41364
"[1, -1, 7, -3, 7]",[1],32285
"[1, -1, 7, -3, 8]",[1],22224
"[1, -1, 7, -2, -8]",[1],-766732
"[1, -1, 7, -2, -7]",[2],-604879
"[1, -1, 7, -2, -6]",[2],-465128
"[1, -1, 7, -2, -4]",[2],-245788
"[1, -1, 7, -2, -3]",[2],-163127
"[1, -1, 7, -2, -2]",[1],-96424
"[1, -1, 7, -2, -1]",[2],-44143
"[1, -1, 7, -2, 1]","[1, 2]",23297
"[1, -1, 7, -2, 2]",[1],41528
"[1, -1, 7, -2, 3]",[1],51481
"[1, -1, 7, -2, 4]",[1],54692
"[1, -1, 7, -2, 5]",[1],52697
"[1, -1, 7, -2, 6]",[1],47032
"[1, -1, 7, -2, 7]","[0, 1]",39233
"[1, -1, 7, -2, 8]",[1],30836
"[1, -1, 7, -1, -8]",[1],-757228
"[1, -1, 7, -1, -7]",[2],-597467
"[1, -1, 7, -1, -5]",[2],-341563
"[1, -1, 7, -1, -4]",[1],-242348
"[1, -1, 7, -1, -3]",[1],-160243
"[1, -1, 7, -1, -2]","[0, 1]",-93712
"[1, -1, 7, -1, -1]",[2],-41219
"[1, -1, 7, -1, 1]",[2],27797
"[1, -1, 7, -1, 2]",[1],47392
"[1, -1, 7, -1, 3]",[1],59093
"[1, -1, 7, -1, 4]","[0, 1]",64436
"[1, -1, 7, -1, 5]","[1, 2]",64957
"[1, -1, 7, -1, 7]","[2, 1]",57677
"[1, -1, 7, -1, 8]",[1],52948
"[1, -1, 7, 0, -8]",[3],-766048
"[1, -1, 7, 0, -6]",[2],-468036
"[1, -1, 7, 0, -5]",[1],-349495
"[1, -1, 7, 0, -4]",[1],-249216
"[1, -1, 7, 0, -3]",[2],-165663
"[1, -1, 7, 0, -2]",[2],-97300
"[1, -1, 7, 0, -1]","[2, 3]",-42591
"[1, -1, 7, 0, 1]","[2, 1, 2, 1]",32009
"[1, -1, 7, 0, 2]",[1],54972
"[1, -1, 7, 0, 3]",[1],70425
"[1, -1, 7, 0, 4]",[1],79904
"[1, -1, 7, 0, 5]",[1],84945
"[1, -1, 7, 0, 6]",[1],87084
"[1, -1, 7, 0, 7]","[0, 1]",87857
"[1, -1, 7, 0, 8]",[1],88800
"[1, -1, 7, 1, -7]","[2, 3]",-632011
"[1, -1, 7, 1, -6]",[1],-491372
"[1, -1, 7, 1, -5]",[1],-370147
"[1, -1, 7, 1, -4]",[1],-266800
"[1, -1, 7, 1, -3]",[1],-179795
"[1, -1, 7, 1, -2]",[1],-107596
"[1, -1, 7, 1, -1]",[2],-48667
"[1, -1, 7, 1, 1]",[2],35525
"[1, -1, 7, 1, 2]",[1],63860
"[1, -1, 7, 1, 3]",[1],85069
"[1, -1, 7, 1, 4]","[1, 0]",100688
"[1, -1, 7, 1, 5]",[1],112253
"[1, -1, 7, 1, 6]",[1],121300
"[1, -1, 7, 1, 7]",[1],129365
"[1, -1, 7, 1, 8]",[1],137984
"[1, -1, 7, 2, -8]",[3],-840940
"[1, -1, 7, 2, -6]",[2],-530488
"[1, -1, 7, 2, -5]",[1],-404575
"[1, -1, 7, 2, -4]",[1],-296156
"[1, -1, 7, 2, -3]",[1],-203695
"[1, -1, 7, 2, -2]",[1],-125656
"[1, -1, 7, 2, -1]",[3],-60503
"[1, -1, 7, 2, 1]","[2, 1]",37289
"[1, -1, 7, 2, 2]",[1],73000
"[1, -1, 7, 2, 3]","[0, 1, 0]",101969
"[1, -1, 7, 2, 4]",[1],125732
"[1, -1, 7, 2, 5]",[1],145825
"[1, -1, 7, 2, 6]",[1],163784
"[1, -1, 7, 2, 7]",[1],181145
"[1, -1, 7, 2, 8]",[1],199444
"[1, -1, 7, 3, -8]",[1],-909772
"[1, -1, 7, 3, -7]",[2],-738339
"[1, -1, 7, 3, -5]",[3],-454483
"[1, -1, 7, 3, -4]",[1],-338988
"[1, -1, 7, 3, -3]",[2],-239067
"[1, -1, 7, 3, -2]",[1],-153184
"[1, -1, 7, 3, -1]",[2],-79803
"[1, -1, 7, 3, 1]",[2],35597
"[1, -1, 7, 3, 2]",[1],80688
"[1, -1, 7, 3, 3]",[1],119421
"[1, -1, 7, 3, 4]","[1, 0]",153332
"[1, -1, 7, 3, 5]",[1],183957
"[1, -1, 7, 3, 6]","[1, 0]",212832
"[1, -1, 7, 3, 7]",[1],241493
"[1, -1, 7, 3, 8]",[1],271476
"[1, -1, 7, 4, -8]",[1],-1002448
"[1, -1, 7, 4, -7]",[1],-823087
"[1, -1, 7, 4, -6]","[2, 0]",-663524
"[1, -1, 7, 4, -4]",[2],-397648
"[1, -1, 7, 4, -3]",[1],-288263
"[1, -1, 7, 4, -2]",[1],-192532
"[1, -1, 7, 4, -1]",[2],-108919
"[1, -1, 7, 4, 1]",[2],28097
"[1, -1, 7, 4, 2]",[1],84572
"[1, -1, 7, 4, 3]","[1, 0]",135073
"[1, -1, 7, 4, 4]",[1],181136
"[1, -1, 7, 4, 5]",[1],224297
"[1, -1, 7, 4, 6]",[1],266092
"[1, -1, 7, 4, 7]",[1],308057
"[1, -1, 7, 4, 8]",[1],351728
"[1, -1, 7, 5, -8]",[1],-1121968
"[1, -1, 7, 5, -7]",[1],-932675
"[1, -1, 7, 5, -6]",[1],-762796
"[1, -1, 7, 5, -5]",[2],-610795
"[1, -1, 7, 5, -3]",[2],-354283
"[1, -1, 7, 5, -2]",[1],-246700
"[1, -1, 7, 5, -1]",[2],-150851
"[1, -1, 7, 5, 1]",[2],11789
"[1, -1, 7, 5, 2]",[1],81652
"[1, -1, 7, 5, 3]",[1],145925
"[1, -1, 7, 5, 4]",[1],206144
"[1, -1, 7, 5, 5]","[0, 1]",263845
"[1, -1, 7, 5, 6]",[1],320564
"[1, -1, 7, 5, 7]",[1],377837
"[1, -1, 7, 5, 8]",[1],437200
"[1, -1, 7, 6, -8]",[1],-1271980
"[1, -1, 7, 6, -7]",[2],-1070751
"[1, -1, 7, 6, -6]",[1],-888552
"[1, -1, 7, 6, -5]",[1],-723847
"[1, -1, 7, 6, -4]",[2],-575100
"[1, -1, 7, 6, -2]",[2],-319336
"[1, -1, 7, 6, -1]",[2],-209247
"[1, -1, 7, 6, 1]",[3],-16975
"[1, -1, 7, 6, 2]",[1],68280
"[1, -1, 7, 6, 3]",[1],148329
"[1, -1, 7, 6, 4]",[1],224708
"[1, -1, 7, 6, 5]",[1],298953
"[1, -1, 7, 6, 6]",[1],372600
"[1, -1, 7, 6, 7]",[1],447185
"[1, -1, 7, 7, -8]","[0, 1]",-1456780
"[1, -1, 7, 7, -7]","[1, 0]",-1241611
"[1, -1, 7, 7, -6]",[1],-1045088
"[1, -1, 7, 7, -5]",[1],-865675
"[1, -1, 7, 7, -4]",[1],-701836
"[1, -1, 7, 7, -3]",[2],-552035
"[1, -1, 7, 7, -1]",[3],-288403
"[1, -1, 7, 7, 1]",[2],-62491
"[1, -1, 7, 7, 2]","[1, 0]",40160
"[1, -1, 7, 7, 3]","[1, 0]",137989
"[1, -1, 7, 7, 4]",[1],232532
"[1, -1, 7, 7, 5]","[0, 1]",325325
"[1, -1, 7, 7, 6]",[1],417904
"[1, -1, 7, 7, 7]","[0, 1]",511805
"[1, -1, 7, 7, 8]",[1],608564
"[1, -1, 7, 8, -8]",[1],-1681312
"[1, -1, 7, 8, -7]",[1],-1450199
"[1, -1, 7, 8, -6]",[1],-1237348
"[1, -1, 7, 8, -5]",[1],-1041223
"[1, -1, 7, 8, -4]",[1],-860288
"[1, -1, 7, 8, -3]",[1],-693007
"[1, -1, 7, 8, -2]",[2],-537844
"[1, -1, 7, 8, 1]",[3],-129703
"[1, -1, 7, 8, 2]",[2],-7652
"[1, -1, 7, 8, 3]","[2, 1]",109961
"[1, -1, 7, 8, 4]",[1],224672
"[1, -1, 7, 8, 5]",[1],338017
"[1, -1, 7, 8, 6]",[1],451532
"[1, -1, 7, 8, 7]","[1, 0]",566753
"[1, -1, 7, 8, 8]",[1],685216
"[1, -1, 8, -8, -8]",[1],-1623744
"[1, -1, 8, -8, -7]",[1],-1354411
"[1, -1, 8, -8, -6]",[1],-1113036
"[1, -1, 8, -8, -5]",[1],-898083
"[1, -1, 8, -8, -4]",[1],-708016
"[1, -1, 8, -8, -3]",[1],-541299
"[1, -1, 8, -8, -2]",[1],-396396
"[1, -1, 8, -8, -1]","[3, 3]",-271771
"[1, -1, 8, -8, 1]","[3, 3]",-77211
"[1, -1, 8, -8, 2]",[2],-4204
"[1, -1, 8, -8, 3]",[1],54669
"[1, -1, 8, -8, 4]",[1],100944
"[1, -1, 8, -8, 5]",[1],136157
"[1, -1, 8, -8, 6]",[1],161844
"[1, -1, 8, -8, 7]",[1],179541
"[1, -1, 8, -8, 8]",[1],190784
"[1, -1, 8, -7, -8]",[1],-1461879
"[1, -1, 8, -7, -7]",[1],-1207640
"[1, -1, 8, -7, -6]",[1],-980975
"[1, -1, 8, -7, -5]",[1],-780348
"[1, -1, 8, -7, -4]",[1],-604223
"[1, -1, 8, -7, -3]",[1],-451064
"[1, -1, 8, -7, -2]",[2],-319335
"[1, -1, 8, -7, 1]",[2],-37368
"[1, -1, 8, -7, 2]",[1],24001
"[1, -1, 8, -7, 3]",[1],71620
"[1, -1, 8, -7, 4]",[1],107025
"[1, -1, 8, -7, 5]",[1],131752
"[1, -1, 8, -7, 6]","[1, 2]",147337
"[1, -1, 8, -7, 8]","[2, 0, 1, 0]",157225
"[1, -1, 8, -6, -8]",[1],-1332368
"[1, -1, 8, -6, -7]",[2],-1090931
"[1, -1, 8, -6, -6]",[1],-876684
"[1, -1, 8, -6, -5]",[1],-688091
"[1, -1, 8, -6, -4]",[1],-523616
"[1, -1, 8, -6, -3]",[2],-381723
"[1, -1, 8, -6, -1]",[3],-159539
"[1, -1, 8, -6, 1]",[3],-9251
"[1, -1, 8, -6, 2]",[1],42772
"[1, -1, 8, -6, 3]",[1],81429
"[1, -1, 8, -6, 4]",[1],108256
"[1, -1, 8, -6, 5]","[0, 1]",124789
"[1, -1, 8, -6, 6]",[1],132564
"[1, -1, 8, -6, 7]","[0, 0, 1]",133117
"[1, -1, 8, -6, 8]",[1],127984
"[1, -1, 8, -5, -8]",[1],-1231839
"[1, -1, 8, -5, -7]",[1],-1000912
"[1, -1, 8, -5, -6]",[1],-796791
"[1, -1, 8, -5, -5]",[1],-617940
"[1, -1, 8, -5, -4]",[2],-462823
"[1, -1, 8, -5, -2]",[2],-217647
"[1, -1, 8, -5, -1]",[2],-124516
"[1, -1, 8, -5, 1]",[2],10512
"[1, -1, 8, -5, 2]","[1, 0]",55481
"[1, -1, 8, -5, 3]",[1],87468
"[1, -1, 8, -5, 4]","[1, 0]",108009
"[1, -1, 8, -5, 5]",[1],118640
"[1, -1, 8, -5, 6]",[1],120897
"[1, -1, 8, -5, 7]",[1],116316
"[1, -1, 8, -5, 8]",[1],106433
"[1, -1, 8, -4, -8]","[0, 1]",-1157568
"[1, -1, 8, -4, -7]","[1, 1]",-934859
"[1, -1, 8, -4, -6]","[0, 1]",-738572
"[1, -1, 8, -4, -5]","[0, 2]",-567171
"[1, -1, 8, -4, -3]","[0, 2]",-292883
"[1, -1, 8, -4, -2]","[0, 1]",-186924
"[1, -1, 8, -4, -1]","[0, 2]",-99707
"[1, -1, 8, -4, 1]","[0, 2]",24645
"[1, -1, 8, -4, 2]","[0, 1]",64852
"[1, -1, 8, -4, 3]","[0, 1]",92461
"[1, -1, 8, -4, 4]","[0, 1]",109008
"[1, -1, 8, -4, 5]","[0, 1]",116029
"[1, -1, 8, -4, 6]","[0, 1]",115060
"[1, -1, 8, -4, 7]","[0, 1]",107637
"[1, -1, 8, -4, 8]","[0, 1]",95296
"[1, -1, 8, -3, -8]",[1],-1107479
"[1, -1, 8, -3, -7]",[1],-890696
"[1, -1, 8, -3, -6]",[2],-699951
"[1, -1, 8, -3, -4]",[2],-390431
"[1, -1, 8, -3, -3]",[1],-268584
"[1, -1, 8, -3, -2]",[1],-166631
"[1, -1, 8, -3, -1]",[2],-83036
"[1, -1, 8, -3, 1]",[2],35224
