coefficients,signature,discriminant
"[1, -27, -18, -11, -2]",[1],-30767495
"[1, 22, -12, -10, -18]",[1],-2776759088
"[1, 12, -18, 17, -7]",[1],-9494059
"[1, 16, 31, -22, 17]",[1],-699474640
"[1, 17, -19, -28, 3]",[1],820649593
"[1, -15, -28, -4, 19]",[1],-496876691
"[1, -6, 20, -12, 29]",[1],20671568
"[1, 20, -22, 19, -32]",[1],-4263711867
"[1, 0, 15, 9, 31]","[0, 1]",9212809
"[1, 26, 21, 24, -8]",[1],-2284118528
"[1, 24, -26, -8, -3]",[1],-365572096
"[1, 32, 10, -14, -12]",[1],-2486128688
"[1, -12, -9, -4, 6]",[1],-33506784
"[1, -2, -4, 31, 7]",[1],-22267491
"[1, -27, -18, -21, 16]",[1],-7023537023
"[1, 4, 22, 25, 13]",[1],5395925
"[1, 30, 0, 30, -20]",[1],-11659838000
"[1, -25, -4, 0, 17]",[1],-3148631387
"[1, 20, -20, -12, 15]",[1],-284067072
"[1, 7, -28, -32, -32]",[1],-1011526656
"[1, 3, 14, 13, 21]",[1],949540
"[1, -18, -15, -7, 9]",[1],-370643175
"[1, -31, -28, 16, -12]",[1],-7740757296
"[1, 10, -27, 27, 15]",[1],-494684199
"[1, 16, -5, 1, 2]",[1],-8378951
"[1, 19, 5, 22, -25]",[1],-2665867535
"[1, -14, -30, 12, -20]",[1],-1980656384
"[1, 15, -10, 21, 6]",[1],-299734311
"[1, 0, -3, -7, 2]",[1],-101839
"[1, -1, 31, -26, 18]",[1],161307448
"[1, -1, -4, 3, -4]",[1],-59951
"[1, 27, 10, -11, 23]",[1],-7815743432
"[1, 15, -23, 10, -11]",[1],-211842079
"[1, 27, 0, 12, 9]",[1],-1309391163
"[1, 28, -20, 26, -10]",[1],-1341454000
"[1, -13, 25, -3, 16]",[1],-115077388
"[1, 18, -10, -13, 31]",[1],-2561432075
"[1, -19, 25, -3, -5]",[2],-7376539
"[1, 4, 7, -32, -4]",[1],-41392448
"[1, -24, 32, -4, 32]",[1],-7705959168
"[1, 19, -31, -23, 27]",[2],1688079349
"[1, -14, -27, 27, -10]",[1],-468030703
"[1, -5, 28, -15, -14]",[1],-83193175
"[1, -19, 8, -30, 24]",[1],-1918220496
"[1, -13, 31, -14, 5]",[1],-8682463
"[1, -6, -11, 28, 23]",[1],41632144
"[1, -15, 11, 16, 5]",[1],-23859711
"[1, 29, 29, 25, 32]",[1],-10776983248
"[1, -30, 29, 23, 14]",[1],-7047748815
"[1, -13, -13, 21, -14]",[1],-299234348
"[1, 5, -6, 1, -17]",[1],-14213632
"[1, 32, -23, 25, 22]",[1],-24486458719
"[1, 10, 4, -30, 29]",[1],-110520000
"[1, 28, 21, 9, 27]",[1],-9400273479
"[1, -29, -13, -6, -31]",[1],-19043556167
"[1, 8, 15, -11, 14]",[1],6492393
"[1, -1, 32, -29, 29]",[1],307231568
"[1, 27, 7, -4, 3]",[1],-148563295
"[1, -20, 28, 29, -9]",[1],1427022517
"[1, 29, -19, -13, 20]",[1],-5391914156
"[1, -3, -11, 4, -6]",[1],-3342292
"[1, 15, 19, 13, -21]",[1],-496559875
"[1, -9, 5, -2, -2]",[1],-646472
"[1, 19, 19, 21, 16]",[1],-349381168
"[1, -24, 26, -22, 28]",[1],-3534548528
"[1, -31, 7, -15, -8]",[1],-2337223468
"[1, 22, 1, -13, -2]",[1],73085033
"[1, 13, 15, 2, 10]",[1],-51163816
"[1, 13, 20, 7, 13]",[1],-60558408
"[1, -1, 18, 21, -31]",[1],-162861772
"[1, 21, -26, -23, 6]",[1],1473882089
"[1, -24, 19, 21, -31]",[1],-3481041223
"[1, 15, 5, 24, 7]",[1],-193729959
"[1, 25, -18, -21, 24]",[1],-3021043311
"[1, -8, 1, -31, -23]",[1],-164403151
"[1, -10, 21, -5, 7]",[1],-4271647
"[1, 11, 1, -12, 11]",[1],-37990599
"[1, 20, -12, 18, 30]",[1],-5780478384
"[1, 16, 31, 7, -5]",[1],25270313
"[1, -5, -24, 15, 30]",[1],188225505
"[1, 20, -10, 20, 9]",[1],-961150976
"[1, -20, 0, 12, 12]",[1],-564413184
"[1, -12, -13, -32, -6]",[1],-230984672
"[1, 3, -27, 2, -9]","[0, 1]",-89898903
"[1, -12, 17, -18, -31]",[1],-406767664
"[1, -32, -6, -18, 22]",[1],-16427161904
"[1, 26, 9, -16, 2]",[1],145777216
"[1, 17, 17, -30, -13]",[1],655091161
"[1, 13, 1, 16, 20]",[1],-341612096
"[1, -3, -10, -32, -1]",[2],-42316875
"[1, -31, 16, -3, 3]",[1],-178527348
"[1, 26, 6, 32, -25]",[1],-11031999152
"[1, -30, 27, 5, 14]",[1],-5256101479
"[1, 30, 26, 12, -24]",[1],-12657965568
"[1, 0, -23, 30, -11]",[1],-3065904
"[1, 15, 10, 30, 12]",[1],-293244432
"[1, -20, 27, -29, -16]",[1],-2059703951
"[1, -17, -28, -31, 23]",[1],-4319676700
"[1, -17, 21, -6, -2]",[1],-5461016
"[1, -17, 3, 31, -1]",[3],542660917
"[1, 1, 0, 22, -31]",[1],-17989187
"[1, 18, 18, -4, 10]",[1],-315147200
"[1, 26, -20, -6, -3]",[1],-301401792
"[1, -22, -31, 9, -29]",[1],-11202858911
"[1, 11, 10, 29, 20]",[1],-116393423
"[1, 31, -14, 26, -8]",[1],-2225383264
"[1, 15, 25, 18, 15]","[1, 0]",-69674727
"[1, -10, -22, 27, -1]","[0, 2]",181656949
"[1, -21, 20, -4, -28]",[1],-3153807792
"[1, -26, 18, 24, -28]",[1],-3492514048
"[1, 13, 23, 22, -13]",[1],-148423103
"[1, -30, -9, -32, 17]",[1],-12916773328
"[1, -14, -17, 21, -31]",[1],-2145711519
"[1, -10, 15, -19, -25]",[1],-131065367
"[1, -21, 26, -10, 20]",[1],-1325308560
"[1, 18, 26, -19, 20]",[1],-1466017491
"[1, 12, 19, 10, -12]",[1],-44113696
"[1, -12, -32, 4, -32]",[1],-2771901184
"[1, -17, 1, 23, 6]","[1, 0]",133977172
"[1, 23, -32, -6, 31]",[1],-5344075123
"[1, 14, -10, -29, -13]",[1],-94740667
"[1, -3, -22, -10, -8]",[1],-23626208
"[1, 16, -30, 6, 10]",[1],-91762736
"[1, 28, -27, 16, -29]",[1],-13193177616
"[1, 21, -30, 9, -21]",[1],-3249125568
"[1, -21, -8, -3, -3]",[1],-42665880
"[1, -29, -9, 16, -17]",[1],-6518829807
"[1, -29, 1, 32, -4]",[2],2927367584
"[1, 24, 8, 3, -25]",[1],-5314560523
"[1, -2, 21, 11, 8]",[1],24462729
"[1, -1, 24, 19, 4]",[1],2205257
"[1, 27, -25, 15, -27]",[1],-9901620891
"[1, -26, 13, 12, 1]",[3],63630224
"[1, -25, 32, 15, -31]",[1],-1910660384
"[1, -28, 15, -22, -24]",[1],-12053161120
"[1, 26, 0, 20, 17]",[1],-4187712560
"[1, 2, 2, 23, -6]",[1],-8233379
"[1, 8, -25, -30, -32]",[1],-987867296
"[1, -3, 19, 32, -25]",[1],-267036239
"[1, 27, 30, 23, 26]",[1],-4740364975
"[1, 0, -13, 28, 28]",[2],-49344512
"[1, -6, 31, 18, 23]",[1],384708800
"[1, -17, 28, -12, 24]",[1],-663302592
"[1, -26, -19, -5, 22]",[1],-7195427127
"[1, 16, -14, -19, 6]",[1],236687125
"[1, -18, -13, -2, -5]",[1],-87098816
"[1, -30, 5, 22, 26]",[1],-14558488656
"[1, -8, -16, 11, 30]",[1],-74369067
"[1, -29, -16, 23, 6]",[1],1766752161
"[1, 12, -7, -27, 27]",[1],-148000743
"[1, -13, 6, -7, -13]",[1],-128743736
"[1, -14, 28, 12, 32]",[1],-715279104
"[1, 21, -27, -22, -24]",[1],-7312448556
"[1, -21, 9, 13, 5]",[1],-132937483
"[1, 27, -25, -6, 1]",[2],133995609
"[1, 12, -25, -17, -12]",[1],-507836303
"[1, 17, -26, -30, 17]",[1],2030176293
"[1, 28, 6, 13, 17]",[1],-4319154779
"[1, 19, -22, 28, -2]",[1],-469550220
"[1, -30, -16, -18, -10]",[1],-1634090416
"[1, 20, -32, -4, -27]",[1],-7111082752
"[1, 22, -26, -2, 25]",[1],-3786962176
"[1, 12, -28, -6, -9]",[1],-377979696
"[1, -4, -12, -18, -21]",[1],-12452400
"[1, 18, -1, -31, 32]",[1],-2110794039
"[1, 21, 7, -18, 21]",[1],-2316716223
"[1, -25, -13, 3, -4]",[1],-256255628
"[1, 0, 9, -8, -14]",[1],-5662688
"[1, 12, -15, 4, -11]",[1],-109972400
"[1, -5, -31, 19, 12]",[1],334217632
"[1, -13, 4, -22, -18]",[1],-378538924
"[1, 10, -28, 1, -5]",[1],-106658979
"[1, 32, 10, 26, -11]",[1],-6952203952
"[1, -15, -25, 3, 24]",[1],-639290928
"[1, -31, 20, 23, 23]",[1],-16017311228
"[1, 19, -8, 6, -6]",[1],-113481612
"[1, -18, -20, 9, 25]",[1],-1413164115
"[1, 25, 23, -4, 18]",[1],-3609511332
"[1, -16, 29, 2, 31]",[1],-1251370704
"[1, 20, -32, -31, -27]",[1],-9630590587
"[1, 30, 1, 24, -13]",[1],-5303522800
"[1, 24, 17, 10, -29]",[1],-7230825296
"[1, -18, -29, -27, -22]",[1],-833891935
"[1, 18, -22, -29, -2]",[1],675234349
"[1, 4, 19, -19, 6]","[0, 1]",7548337
"[1, 2, -8, -15, 16]",[1],-952603
"[1, -23, -23, -29, -3]",[1],-798946099
"[1, -18, 7, -14, -25]",[1],-1879249088
"[1, -22, 15, -14, -14]",[1],-1539324976
"[1, -23, 16, -22, 18]",[1],-1433771180
"[1, 12, -11, -16, 8]",[1],54823552
"[1, -3, 22, -28, -16]",[1],-82811072
"[1, -20, -4, 15, 27]",[1],-2930270427
"[1, -20, 24, 0, 21]",[1],-1678634496
"[1, 10, 31, -18, -13]",[1],-108001728
"[1, -18, 2, -27, 20]",[1],-1505818531
"[1, 1, -11, -3, -32]",[1],-33412816
"[1, -24, 14, -3, 18]",[1],-2472844491
"[1, -3, -16, -11, -24]",[1],-42278399
"[1, 13, -24, 28, -13]",[1],-48398819
"[1, -22, -25, -31, -28]",[2],-3466813223
"[1, -1, -20, 14, 11]",[1],27704245
"[1, -27, -12, 16, 31]",[1],-12175914731
"[1, -23, -14, 17, 11]",[1],-43501648
"[1, -20, 17, -30, -9]",[1],-1395176400
"[1, 1, 9, -32, 24]",[1],4449632
"[1, -23, -24, -27, 2]",[1],-1225326631
"[1, 12, -24, -22, -19]",[1],-958058032
"[1, -16, 1, -11, -7]","[0, 1]",-112828687
"[1, -23, 30, -32, -12]",[1],-3006536368
"[1, 5, 3, 17, -6]",[1],-5056096
"[1, 10, -28, 22, -2]",[1],-8377392
"[1, -28, 29, -31, -21]",[1],-12517962167
"[1, 12, 24, -1, 3]",[1],-9701883
"[1, -20, 2, 2, 28]",[1],-3301425072
"[1, 3, 20, 24, 24]",[1],11773248
"[1, -26, 21, -11, -12]",[1],-2039363887
"[1, -7, 0, 4, 26]",[1],-35730828
"[1, 23, 4, 26, 3]",[1],-839005723
"[1, -5, 14, 22, -28]",[1],-63510800
"[1, 24, 7, 28, -6]",[1],-1710323488
"[1, 31, 11, -31, -13]",[3],1892008277
"[1, 29, -7, 4, -15]",[1],-4325789751
"[1, 18, -27, 14, -20]",[1],-1293511568
"[1, 21, 30, -1, -9]",[1],63505512
"[1, -18, -26, -14, 21]",[1],-2353636096
"[1, 1, 12, -20, 18]",[1],10908500
"[1, -11, 26, 4, 28]",[1],-45408432
"[1, 12, -31, -31, -28]",[1],-2749573815
"[1, 29, -12, -27, 14]",[2],255738425
"[1, -24, 1, -4, 10]",[1],-883286176
"[1, 22, -27, 14, -14]",[1],-1069889296
"[1, 27, -27, 24, 28]",[1],-20338596896
"[1, 31, 23, 13, -29]",[1],-21495197451
"[1, 5, 29, 7, 3]",[1],18204669
"[1, 23, 8, -18, -26]",[1],-3571669484
"[1, 1, -3, -22, -5]",[1],-4649575
"[1, -20, 30, 5, -31]",[1],-1199509371
"[1, 8, 5, 4, 9]",[1],-4936752
"[1, 22, 9, 15, 2]",[1],-103868887
"[1, -6, -6, 21, 25]",[1],-4657595
"[1, -23, 25, 25, 24]",[1],-5710553488
"[1, 20, 19, 14, -22]",[1],-2130124352
"[1, -14, -18, 17, 25]",[1],-198953563
"[1, -30, 8, -4, -4]",[1],-391968768
"[1, 6, -2, -7, -15]",[1],-9725323
"[1, -3, 16, -17, 31]",[1],1753508
"[1, -28, 11, -12, 12]",[1],-1817654016
"[1, -25, 16, 28, -28]",[1],-2340090928
"[1, 17, 7, -28, -28]",[1],-641615408
"[1, -18, 7, 21, -9]",[1],131154777
"[1, 30, 18, -9, -5]",[1],61379365
"[1, 30, -16, 26, 10]",[1],-6383575088
"[1, 24, 21, 17, 5]",[1],-69948031
"[1, -6, 18, -17, -1]",[2],-395275
"[1, -19, -26, 5, 32]",[1],-3316892063
"[1, -14, 11, -20, 26]",[1],-400947968
"[1, 24, 26, -14, 14]",[1],-2631710256
"[1, -11, 9, -10, -27]",[1],-238796159
"[1, -28, -8, -9, 15]",[1],-4440159963
"[1, -20, 15, -24, 20]",[1],-991913152
"[1, 10, 20, 23, -13]",[1],-41146339
"[1, 11, -32, 28, -31]",[2],-613261771
"[1, 19, 31, -17, -8]",[1],562658996
"[1, 7, 30, 16, -2]",[1],-15422508
"[1, 30, 5, -12, -7]",[1],-645291760
"[1, 28, 13, -14, 31]",[1],-16514413456
"[1, -5, 17, -32, -15]",[1],-24256655
"[1, -26, 23, 18, 16]",[1],-4371581168
"[1, 22, -1, 5, 12]",[1],-941315487
"[1, 7, -9, -29, -19]",[1],-24856331
"[1, 22, 26, 7, 17]",[1],-1337090219
"[1, 2, -25, -29, -28]",[1],-193723663
"[1, 1, -27, -15, -22]",[1],-219154252
"[1, -25, 29, -28, 14]",[1],-521484740
"[1, -16, -32, -2, 14]",[2],-1313200
"[1, 6, -24, 6, -12]",[1],-92431152
"[1, 17, 0, 32, 22]",[1],-1850611212
"[1, -10, -32, 23, -6]",[1],-150105931
"[1, -28, -20, 16, -2]",[1],79404032
"[1, 27, -27, 31, 32]",[1],-29219130832
"[1, -25, -5, -11, -12]",[1],-1481837360
"[1, 24, -30, 1, -25]",[1],-8881423483
"[1, -1, -20, -18, -15]",[1],-24392115
"[1, -21, 14, 22, -7]",[1],497994309
"[1, 11, -8, 0, 30]",[1],-472289580
"[1, 24, -29, 0, -20]",[1],-5940613440
"[1, 29, 27, -13, 23]",[1],-12477635411
"[1, -4, 28, 3, -15]",[1],-147504843
"[1, 19, -18, 9, -20]",[1],-1532472503
"[1, 32, 15, 30, 12]",[1],-4142435040
"[1, 26, 17, -19, 1]",[2],373638417
"[1, 15, -18, 15, 22]",[1],-1380018983
"[1, 1, -12, 31, -6]",[1],-15555559
"[1, 14, -4, -15, 26]",[1],-632070683
"[1, 4, 0, -21, 27]",[1],7734069
"[1, 9, 31, -9, -27]",[1],-170317107
"[1, 8, 2, -22, -5]",[2],13007184
"[1, 30, -18, -1, 6]",[1],-678943971
"[1, -23, 31, 25, -24]",[1],1941414452
"[1, -4, -15, -28, 14]",[1],-95198432
"[1, 16, 19, 16, -29]",[1],-1316621392
"[1, 18, -25, 2, -4]",[1],-142326960
"[1, -3, 24, 22, -4]",[1],-80727520
"[1, 9, -25, -29, -13]",[2],-234611547
"[1, 30, 16, -27, 9]",[1],-1379862099
"[1, -15, -7, -5, 19]",[1],-623163659
"[1, 5, -14, -20, 19]",[1],33646925
"[1, 1, 29, -2, 14]",[1],139268392
"[1, -5, -16, 21, 20]",[1],55625137
"[1, -27, 28, 32, 16]",[1],-5386578688
"[1, 32, -21, 20, -4]",[1],-527917568
"[1, -1, 13, -18, -5]",[1],-8966743
"[1, 30, 25, -32, 28]",[1],-21932258560
"[1, 12, 29, 27, 12]",[1],-1118823
"[1, 26, -30, 11, 32]",[1],-17097904931
"[1, -5, -31, -6, 8]",[1],106992148
"[1, -12, 17, 9, 1]","[3, 1]",113337
"[1, -22, -12, -1, -27]",[1],-5272304179
"[1, -17, -23, 13, -3]",[1],-97668643
"[1, 19, 26, 1, -26]",[1],-1117265871
"[1, -17, -28, -13, 27]",[1],-2921092548
"[1, -28, -5, 13, 8]",[1],-685599343
"[1, -8, 25, -12, 23]",[1],28896432
"[1, 1, -9, -24, 4]",[1],-6964448
"[1, -8, 1, 16, 3]",[1],4762544
"[1, -26, -12, 7, -6]",[1],-654964411
"[1, -26, -27, -5, 30]",[1],-13228524535
"[1, 23, -12, 21, -5]",[1],-385252700
"[1, 9, 27, 24, -3]",[2],-93663
"[1, -15, 15, 18, 18]",[1],-455275080
"[1, 20, 6, 25, -11]",[1],-1169380075
"[1, 6, -28, -5, 15]",[1],172147885
"[1, 16, -25, 3, 1]",[2],12857689
"[1, -1, 27, -4, 27]",[1],160932785
"[1, -9, 2, -3, 4]",[1],-2341503
"[1, -31, -16, 6, 27]",[1],-17809147899
"[1, 6, 10, -14, 13]",[1],7250432
"[1, -7, -7, 11, -3]",[2],-72995
"[1, 24, -31, -6, 19]",[1],-1486517328
"[1, 0, 1, -32, 9]",[1],-26812144
"[1, -28, -19, 13, -15]",[1],-5903280039
"[1, -8, -27, 1, 3]",[1],38836481
"[1, -5, -2, 21, 13]",[2],86948
"[1, -10, -14, -8, 26]",[1],-388001728
"[1, 11, -4, -8, -32]",[1],-492779520
"[1, 31, -31, 20, -7]",[1],-338388199
"[1, -30, 2, -29, -31]",[1],-24291428331
"[1, 27, -28, -14, 28]",[1],-6614427680
"[1, -5, -19, 5, 3]",[1],10941573
"[1, 21, -5, -5, -15]",[1],-1312681075
"[1, 9, 10, 8, -23]","[1, 2]",-58247563
"[1, 30, -22, 19, 25]",[1],-20862782075
"[1, -32, -13, 6, -1]",[2],-51542576
"[1, -9, -19, -17, 15]",[1],-200399291
"[1, 16, -13, 23, 1]",[2],-253374471
"[1, 15, -12, 31, 16]",[1],-1426264583
"[1, -23, -8, -22, 32]",[1],-10349572048
"[1, -28, -12, 32, -24]",[1],-10953932800
"[1, 0, 16, -20, 8]",[1],2921728
"[1, -27, 15, 19, -15]",[1],-794992779
"[1, 27, -3, 20, 19]",[1],-6419192711
"[1, 3, -2, 29, -4]",[1],-23303303
"[1, -21, 18, -13, -17]",[1],-1658920496
"[1, -5, 4, 29, 29]",[1],18428456
"[1, -3, -7, -27, 3]",[1],-26282427
"[1, -13, -32, -5, 24]",[1],-315080831
"[1, -26, -4, -24, -21]",[1],-5962499376
"[1, 20, 21, 10, -20]",[1],-1525731520
"[1, -10, 30, 18, -7]",[1],-59169280
"[1, 27, 11, -15, 13]",[1],-2718334899
"[1, -6, -24, -20, -12]",[1],-20100096
"[1, 8, 24, -11, 18]",[1],82149205
"[1, -4, 26, 7, -3]",[1],-26804619
"[1, -29, 18, 26, 17]",[1],-6645854763
"[1, 20, 11, 9, -12]",[1],-682245951
"[1, -30, -11, 27, 6]",[2],2390760177
"[1, 25, 12, -6, -11]",[1],-880875131
"[1, -4, -17, 28, -19]",[1],-42143536
"[1, -25, -27, -25, -10]",[1],-428685260
"[1, 19, -3, 5, 16]",[1],-979228876
"[1, 26, 23, -32, -29]",[2],394368624
"[1, 13, 9, 6, 14]",[1],-96038392
"[1, 32, 18, -3, -25]",[1],-14758147147
"[1, -3, 14, 4, 25]",[1],17242549
"[1, 13, 32, 8, 5]",[2],-19342291
"[1, -18, -29, 23, 4]",[1],1069156457
"[1, -5, -25, -20, 17]",[1],-50180447
"[1, 26, -4, -10, -9]",[1],-1068555008
"[1, 8, -31, 0, 26]",[1],235928992
"[1, 0, -28, 1, -25]","[1, 1]",-312393819
"[1, -1, 20, -8, 3]",[1],4983693
"[1, 30, -27, 11, 19]",[1],-10909360751
"[1, 10, -27, 0, -2]",[1],-35763008
"[1, 3, 8, -15, -24]",[1],-12549831
"[1, 26, 3, 16, -23]",[1],-7020327568
"[1, 5, -13, 31, -1]",[2],-58027051
"[1, -20, 18, 17, 8]",[1],-397411083
"[1, 32, -23, 9, -26]",[1],-19477386271
"[1, 18, -5, -16, -13]",[1],-517602128
"[1, 6, -9, -32, 9]",[1],42771888
"[1, -10, 32, -26, 10]",[1],1012176
"[1, -28, 11, 27, -14]",[2],313005697
"[1, 9, -24, -16, -18]",[1],-480465324
"[1, 5, 24, 9, 18]",[1],41963913
"[1, 3, -13, -2, -21]",[1],-32814167
"[1, 14, 16, -22, 31]",[1],-839412736
"[1, 14, -1, 29, -2]",[1],-292195935
"[1, -19, 14, 13, 10]",[1],-437211711
"[1, -15, -13, -21, 23]",[1],-1584444283
"[1, -23, 12, 28, 23]",[1],-4082005931
"[1, 20, 11, -28, -14]",[1],508039392
"[1, -2, -14, -22, 30]",[1],-69149360
"[1, -12, 27, -12, 29]",[2],-114989872
"[1, -17, 4, 20, -11]",[1],-21660739
"[1, 32, -14, 20, -15]",[1],-5402540800
"[1, 29, -27, -1, -18]",[1],-8864367808
"[1, -13, 27, 12, 26]",[1],-316033060
"[1, -7, -5, -14, -5]",[1],-5315575
"[1, -8, 32, 8, -3]",[1],-39660288
"[1, -22, 5, -2, -13]",[1],-1033469632
"[1, -17, 21, 12, 2]",[1],-15271636
"[1, -20, 5, 15, 23]",[1],-2246004023
"[1, -25, 2, 16, 9]",[1],-670177131
"[1, 27, 0, 13, -30]",[1],-13133150271
"[1, 24, 2, 10, 32]",[2],-8950794288
"[1, -1, 3, -27, -16]",[1],-20704000
"[1, -1, 20, 30, -32]",[1],-305961296
"[1, -8, -17, -29, -19]","[1, 1]",-40135223
"[1, -26, 14, 7, 21]",[1],-5541900539
"[1, 8, 0, 23, 20]",[1],-92856443
"[1, -22, 8, 17, -19]",[1],-1374920963
"[1, -19, -22, 12, 1]",[2],146242117
"[1, -11, 20, -31, -5]",[1],-77428836
"[1, -19, -10, -12, 2]",[1],-95592332
"[1, -11, -22, 16, -19]",[1],-669136355
"[1, 9, -16, -11, -14]",[1],-152522327
"[1, -22, -13, -22, 13]",[1],-2478138624
"[1, -7, -15, -19, -32]",[1],-141655392
"[1, 25, -21, 3, 28]",[1],-9636088496
"[1, -4, 6, -3, -4]","[1, 1, 0]",-16411
"[1, -8, 12, -31, -24]",[1],-115893851
"[1, 9, -17, 24, 30]",[1],-737419956
"[1, -12, 21, -26, -19]",[1],-223931056
"[1, -20, 15, -11, -30]",[1],-3663220207
"[1, -31, -3, -9, -1]",[2],-97887667
"[1, 17, -25, -23, 9]",[1],1013108757
"[1, 32, -31, -2, -1]",[3],-205637008
"[1, -12, -4, 23, 22]",[1],-140461979
"[1, -18, 2, -10, 6]",[1],-111511088
"[1, 24, -7, 12, 12]",[1],-1741190784
"[1, -1, 10, -29, 21]",[1],649132
"[1, 8, -18, -20, 12]",[1],122872576
"[1, -1, -26, -4, 12]",[1],73672016
"[1, -31, 19, 6, -18]",[1],-5754358584
"[1, -21, -5, -7, 22]",[1],-2853878188
"[1, 2, 25, 6, 20]",[1],83712816
"[1, 19, 17, -15, 22]",[1],-1846284848
"[1, -8, -31, 12, 10]",[1],312014176
"[1, 8, 11, 5, -4]",[1],-721703
"[1, -17, -23, 14, 9]",[1],354828625
"[1, -6, -27, -19, 5]",[2],7292849
"[1, -12, 2, 14, 8]",[1],-21639600
"[1, 14, 29, 21, -31]",[1],-503433671
"[1, -31, 17, 26, 22]",[1],-14020247880
"[1, -10, 16, 8, 11]",[1],-18114608
"[1, 20, -32, 30, -28]",[1],-2255141808
"[1, -30, -29, 15, 29]",[1],-11136071575
"[1, 24, -8, -24, -20]",[1],-3970363392
"[1, 27, 24, -31, -31]",[1],-880479112
"[1, 14, -12, -17, -25]",[1],-1111853763
"[1, -24, -5, 6, 30]",[1],-8156558976
"[1, 8, 30, -30, 18]",[1],238639824
"[1, -5, 11, -6, -12]",[2],-372156
"[1, -13, 1, 18, -30]",[1],-562346424
"[1, -3, 30, 25, 7]",[1],38165440
"[1, 24, 9, 10, 25]",[2],-4734518000
"[1, 13, -29, 29, -1]",[2],-163828891
"[1, -7, -30, -23, -31]",[1],-402275700
"[1, 1, -13, -15, -29]","[1, 2]",-29395571
"[1, 26, 16, 11, 4]",[1],-80588203
"[1, -29, 7, 32, -2]",[1],3217050476
"[1, -19, -21, -20, -31]",[1],-3188874015
"[1, -30, -15, 2, -3]",[1],-298465344
"[1, -25, -9, -28, -25]",[1],-6692062343
"[1, -23, 5, 8, -18]",[1],-2132697156
"[1, 12, 23, -14, 10]",[1],-51461888
"[1, -14, -1, 10, -5]",[2],-16891200
"[1, -29, 23, 24, -26]",[1],-3075933812
"[1, 9, 18, -13, -6]",[2],-485271
"[1, 21, 17, -28, -4]",[1],967455312
"[1, -15, -16, 20, -3]",[1],64510573
"[1, -13, 4, -27, 7]",[1],-179203804
"[1, -2, -12, -14, -20]",[1],-8737200
"[1, -12, 30, -15, -21]",[1],-22616523
"[1, -6, 1, -27, 28]",[1],-70338375
"[1, 18, -10, 1, 25]",[1],-2062748795
"[1, 1, -17, -9, 18]",[1],15554484
"[1, -2, -6, -5, 30]",[1],-3418915
"[1, 22, -13, 2, 28]",[1],-5711888304
"[1, 24, -17, 3, -28]",[1],-8124924919
"[1, 0, -2, 9, -27]",[2],-4963707
"[1, 18, -10, 32, -12]",[1],-872645888
"[1, -13, 20, 30, 26]",[1],-373500716
"[1, 30, -22, -27, -17]",[1],-10474786683
"[1, -4, 21, -23, -32]",[1],-94063495
"[1, -27, -25, 19, 18]",[1],-313258028
"[1, 31, 26, 9, 19]",[1],-6831487016
"[1, 10, -31, 17, -16]",[1],-254181415
"[1, -14, 20, -15, -12]",[1],-149886411
"[1, 29, -31, 5, 20]",[1],-8478413600
"[1, -12, 13, 20, -15]",[1],52762640
"[1, 2, -13, 10, 28]",[1],-20007792
"[1, -13, 13, -2, 16]",[1],-127727308
"[1, 3, 26, 23, 11]",[1],23410752
"[1, 31, 8, 12, -20]",[1],-10695436208
"[1, -23, 2, -10, -13]",[1],-1359196819
"[1, 25, 17, -10, 32]",[1],-10842425548
"[1, -30, -15, 27, -32]",[2],-28839332255
"[1, 24, 19, 16, -23]",[1],-5285093104
"[1, 1, 6, 19, -32]",[1],-27952047
"[1, 25, -4, -8, 32]",[1],-10796976128
"[1, -23, -15, -23, -6]",[1],-443344108
"[1, 11, -7, -13, -4]",[1],-3357728
"[1, 22, 17, 12, -25]",[1],-3935435696
"[1, 14, -30, 13, -10]",[1],-205419699
"[1, 23, 3, -12, 22]",[1],-3615471860
"[1, -20, -22, -14, -1]",[2],-34487216
"[1, 27, 23, 24, 17]",[1],-1930981015
"[1, -11, -28, 15, -24]",[1],-1430588271
"[1, -31, -15, 3, 20]",[1],-10010814124
"[1, 3, -31, 25, -17]",[1],-128720051
"[1, -29, -12, -6, 28]",[1],-16939873184
"[1, 27, -22, -30, 8]",[1],4034103200
"[1, 19, -18, 18, 22]",[1],-3245087372
"[1, 13, -30, 20, -22]",[1],-541859436
"[1, 22, -7, -21, 11]",[1],-69510911
"[1, -2, 30, 1, 17]",[1],188263093
"[1, 9, 32, 29, -12]",[1],-7629287
"[1, -13, 21, 28, 5]",[1],31780161
"[1, 12, -16, -17, 22]",[1],-28790939
"[1, -4, -8, -6, -8]",[1],-1678000
"[1, 29, 9, -31, 10]",[1],-206197164
"[1, -17, -16, -15, 25]",[1],-2475829400
"[1, -19, -13, -8, 24]",[1],-2730284448
"[1, -31, -20, -4, -29]",[1],-22971912883
"[1, 25, 31, -15, -3]",[1],685015533
"[1, -6, 9, -24, 30]",[1],-8406720
"[1, 29, -28, 10, -8]",[1],-1020354768
"[1, 0, 4, 3, 13]",[1],332469
"[1, -12, -30, 17, -31]",[1],-2868853675
"[1, -32, -14, 31, 24]",[1],-6461041723
"[1, 22, -12, 3, -23]",[1],-3715899683
