coefficients,signature,discriminant
"[1, -64, -61, -17, -40]",[1],-732835020871
"[1, -21, -19, 52, -29]",[1],-4453921319
"[1, -19, 33, -58, 55]",[1],-2707004583
"[1, -53, -6, -29, 16]",[1],-77563359351
"[1, -12, -33, -6, -56]",[1],-5933674400
"[1, 4, 28, -32, 40]",[1],602488832
"[1, 9, 46, -17, -51]",[1],-2748015388
"[1, 5, 31, 2, -5]",[1],-57075703
"[1, -22, -26, -56, 25]",[1],-21720506032
"[1, 55, 63, -57, -61]",[2],96505128869
"[1, 28, -6, -34, -39]",[1],-25475770544
"[1, 59, 39, -13, 48]",[1],-829747585516
"[1, 20, -4, -59, 26]",[1],4300351157
"[1, -6, -30, -63, 30]",[1],-2299413555
"[1, -61, 30, -32, -52]",[1],-1169598894768
"[1, 63, 25, -8, 21]",[1],-204086909575
"[1, 53, -8, 50, 11]",[1],-113710128203
"[1, -11, 13, -55, 4]",[1],-626970016
"[1, -60, -9, -47, 21]",[1],-282566941263
"[1, 24, -29, -16, 64]",[1],-32952690688
"[1, -34, -34, 7, 61]",[2],-131537116251
"[1, -26, -20, 5, -39]",[1],-24098234051
"[1, -11, -59, 39, 25]",[1],13070157389
"[1, -28, -39, -15, 51]",[1],-58480718823
"[1, -19, -7, 60, -47]",[1],-4106728967
"[1, 13, 1, 8, -29]",[1],-662991583
"[1, 2, -35, 50, 28]",[1],17793584
"[1, 54, 47, 63, -16]",[1],-282392576263
"[1, -18, 45, -50, 58]",[1],-1552140176
"[1, -6, 27, -5, 64]",[1],380509249
"[1, 63, 1, 29, 7]",[1],-44438766739
"[1, 4, 29, 57, -27]",[1],-549286551
"[1, 61, 53, 19, -47]",[1],-849327396459
"[1, -12, 11, 4, 31]",[1],-360929936
"[1, -60, 1, -26, 61]",[1],-1311083707888
"[1, 23, -48, 42, -14]",[1],-66328556
"[1, -27, 41, -41, -4]",[1],-3874324236
"[1, 45, -20, 43, -8]",[1],-24826353919
"[1, -19, -46, -8, -61]",[1],-31682171971
"[1, -2, 50, -42, -33]",[1],-4269047232
"[1, 48, -62, -12, 60]",[1],-343813953792
"[1, 1, 20, -11, 18]","[0, 1]",39848401
"[1, -48, -31, -20, -44]",[1],-255690549248
"[1, 24, 36, 59, -11]",[1],-10694875883
"[1, 36, -58, -42, -34]",[1],-162484490416
"[1, -24, 29, -59, -41]",[1],-31247314223
"[1, -63, 56, 60, -63]",[1],-253323503163
"[1, -32, -48, -31, -41]",[1],-40443806875
"[1, -20, 17, 5, -64]",[1],-12765403975
"[1, -45, -53, -46, -8]",[1],-9215226796
"[1, 28, 15, 28, -2]",[1],-1990967904
"[1, 57, 2, 7, 38]",[1],-408827469759
"[1, -16, -48, 42, 61]",[1],18049662544
"[1, 62, -27, 38, -58]",[1],-1196663270288
"[1, -20, 22, 3, -35]",[1],-3094237435
"[1, 31, 54, -52, -9]",[1],31117272421
"[1, -32, -26, 11, -39]",[1],-59018363819
"[1, 11, 15, -13, -43]",[1],-148591283
"[1, 9, 34, 27, 4]",[1],-3526623
"[1, 28, 25, 11, 38]",[1],-18209902327
"[1, 25, -3, 24, -44]",[1],-21063883136
"[1, -60, -31, 10, 56]",[1],-1051686509376
"[1, -14, -5, 29, 57]",[2],-2884542047
"[1, -11, -24, -5, 26]",[1],-431926943
"[1, 24, 61, -56, 45]",[1],-32680444336
"[1, -31, -10, -60, 52]",[1],-117709997360
"[1, -7, 6, -24, -37]",[2],-137520931
"[1, -30, -12, -3, 52]",[1],-64030482491
"[1, -57, -49, -26, 32]",[1],-417953509164
"[1, -6, 14, -38, -27]",[1],-89670656
"[1, 40, -38, -55, -50]",[1],-289614924475
"[1, -28, 18, 38, -49]",[1],-17153828528
"[1, 15, 63, -12, -46]",[1],-1431777316
"[1, -34, 45, -19, -2]",[1],-584021583
"[1, -27, 44, -53, 32]",[1],-2740431759
"[1, 55, -5, 24, -48]",[1],-566288095104
"[1, 11, 62, -63, 7]",[1],-2173122392
"[1, -54, -64, -63, 18]",[1],-373189054635
"[1, 3, -38, -39, -49]",[1],-2141446936
"[1, 15, -53, 19, 37]",[2],348241709
"[1, -37, 1, -21, 23]",[1],-28258130931
"[1, -52, -39, -14, -35]",[1],-233781496816
"[1, -28, -19, 43, -1]",[2],7838450537
"[1, 40, -48, 55, 5]",[1],-51641891195
"[1, -38, -20, -49, -5]",[1],-22613290339
"[1, -25, -19, 8, -57]",[1],-43681482887
"[1, -52, 26, 63, -34]",[1],68038514197
"[1, -46, 34, -13, 1]",[2],-111786859
"[1, -43, -32, -28, -47]",[1],-176207130091
"[1, -17, -27, 54, 26]",[1],7917136952
"[1, 54, -31, -25, -14]",[1],-72481073303
"[1, -28, 38, 5, -63]",[2],-37051907483
"[1, 15, 22, 8, 50]",[1],-1799062700
"[1, 23, -62, -27, 18]",[1],22739374809
"[1, -13, -47, -53, -45]",[1],-1460914667
"[1, 45, -40, 41, 56]",[1],-541276215951
"[1, 37, 27, 59, -43]",[1],-171799490619
"[1, -25, -16, -40, -6]",[1],-3494113100
"[1, -35, -19, 54, -14]",[1],9555462952
"[1, 58, -27, -63, -9]",[1],128774345697
"[1, 3, -60, 53, 44]",[1],7030914377
"[1, 0, 25, -35, -21]",[1],-378590191
"[1, 21, -18, 35, 43]",[1],-18953133800
"[1, -48, 1, -61, -37]",[1],-299722321391
"[1, 13, -30, 21, 1]",[2],-54323636
"[1, -30, -37, 31, -59]",[1],-138514156823
"[1, -18, 22, -49, 24]",[1],-1232756275
"[1, -40, -7, 3, -27]",[1],-52272877023
"[1, -16, 8, -3, -49]",[1],-3664600331
"[1, -2, 50, -8, 2]",[1],158891584
"[1, -34, -31, 0, -31]",[1],-44487303920
"[1, -34, 43, 0, 1]",[3],-342099088
"[1, -42, -23, 18, 12]",[1],-2743894608
"[1, -20, -46, -57, 17]",[1],-13749857675
"[1, 15, -38, -51, -16]",[1],-628539031
"[1, 44, -39, 17, -3]",[1],-71554135
"[1, -27, 51, -14, -58]",[1],-25542055336
"[1, -54, 24, 45, -28]",[1],-25603258603
"[1, -34, -52, 54, 25]",[1],90060660544
"[1, -34, 9, 55, -42]",[1],-20087223719
"[1, -39, 63, 47, 59]",[2],-365941027075
"[1, 29, 59, -30, 5]",[1],-1773057575
"[1, -25, 61, 39, 46]",[1],-40101580108
"[1, 5, -57, -60, 2]",[2],4309024892
"[1, -50, -35, -3, -29]",[1],-158510189431
"[1, 18, 41, 45, -8]",[1],-953452503
"[1, 15, -42, 34, 32]",[1],-4953079264
"[1, -23, 10, 35, 31]",[1],-6759661336
"[1, 47, 14, 57, -20]",[1],-152550031319
"[1, -63, -4, -35, 32]",[1],-502523608503
"[1, -28, -30, -41, -63]",[1],-55878244907
"[1, -7, 3, 30, 39]",[1],2536569
"[1, -26, -12, -44, -51]",[1],-32642936752
"[1, -2, 37, -14, 59]",[1],1066656064
"[1, 21, -19, -53, 45]",[1],3139742173
"[1, -29, -41, -61, -4]",[1],-17084563948
"[1, 50, -39, 23, -45]",[1],-306145790743
"[1, -38, 14, 28, 24]",[1],-35222363648
"[1, 26, -5, 38, 31]",[1],-18647603776
"[1, -12, 36, 43, -37]",[1],-503441707
"[1, 23, -25, -24, 12]",[1],2008246848
"[1, 4, 49, -40, -43]",[1],-6651534448
"[1, 45, -62, -8, 44]",[1],-113423514416
"[1, -7, -49, 25, -52]",[1],-9309057484
"[1, 42, -64, 2, 51]",[1],-164240077568
"[1, -21, 47, -12, 13]",[1],-1106682039
"[1, 51, 22, -38, -41]",[1],-179100379243
"[1, 17, -21, -50, -31]",[1],-3277526679
"[1, -36, 14, 43, 60]",[1],-168677303963
"[1, -26, -4, 14, 4]",[1],66449232
"[1, 28, -54, -25, 21]",[1],21193525237
"[1, 12, 0, -52, 35]",[1],164597504
"[1, -59, -44, 59, 11]",[1],284593695860
"[1, 15, -42, -28, 1]",[2],1310707669
"[1, 7, 37, -37, -59]",[1],-2974073131
"[1, -63, -1, 5, -54]",[1],-1242852905168
"[1, -31, 44, 62, 5]",[1],20371270309
"[1, -21, -49, -40, 21]",[1],-9350878703
"[1, 26, 64, 30, 16]",[1],-2641075888
"[1, -36, 15, 63, 2]",[1],43160650097
"[1, -23, 30, 41, -25]",[1],5877045936
"[1, -38, 14, 28, 5]",[1],1519800784
"[1, 48, -23, -24, 28]",[1],-75992751936
"[1, 8, -17, -40, 62]",[1],134432992
"[1, -57, -55, -34, -26]",[1],-114752112200
"[1, -2, 13, 2, -27]",[1],-28089152
"[1, 41, -41, 25, -15]",[1],-8683714475
"[1, 46, 33, 24, 2]",[1],-2210438848
"[1, -35, 39, -16, -10]",[1],-5174948628
"[1, -7, -56, 22, 51]",[1],10300655125
"[1, -56, 63, 32, 37]",[1],-613982043184
"[1, -59, 38, -56, 17]",[1],-97652643563
"[1, -42, -41, -40, -62]",[1],-262664818816
"[1, -43, 24, -37, 44]",[1],-132919000943
"[1, -7, -6, -16, -2]",[1],-8050860
"[1, -31, -48, -34, -20]",[1],-4053069792
"[1, -33, 15, 21, -53]",[1],-70759246523
"[1, 47, 52, -59, 42]",[1],-371843697959
"[1, 43, 10, 58, -1]",[2],-61098436043
"[1, -31, 28, -34, 33]",[1],-14452649779
"[1, -11, -21, -60, 32]",[1],-4931321008
"[1, 10, -50, 2, -23]",[1],-4011122944
"[1, -39, 49, 0, 53]",[1],-179184399319
"[1, 15, -57, -15, -13]",[1],-5949315283
"[1, -62, 24, -5, 31]",[1],-361741436163
"[1, -7, -53, 9, 33]",[1],4890350925
"[1, 33, -14, 38, 6]",[1],-11499002668
"[1, -40, 42, -27, 2]",[1],-1402011499
"[1, 16, -24, -56, -35]",[1],-3727067904
"[1, 40, -28, -32, -55]",[1],-286496587520
"[1, 30, 32, 48, -24]",[1],-31413931008
"[1, 34, -55, -2, -18]",[1],-32940232208
"[1, -64, -1, -63, -49]",[1],-1334423422871
"[1, -42, 41, 34, 56]",[1],-335435562576
"[1, -49, 34, 43, 16]",[1],-49387776679
"[1, 13, 18, 2, -45]",[1],-724049843
"[1, -20, -4, 64, -62]",[1],-9913537536
"[1, -41, -14, 45, 47]",[1],-110789885112
"[1, -20, 20, 42, 50]",[1],-10807305392
"[1, -59, -15, 57, -41]",[1],-535161990587
"[1, -23, -48, -33, 50]",[1],-38728135471
"[1, 19, -62, 20, -50]",[1],-33064655500
"[1, -37, -19, 2, 14]",[1],-9584565848
"[1, -36, 1, -57, 53]",[1],-161440227175
"[1, -39, -37, -38, -29]",[1],-31899888023
"[1, 49, -51, -57, -53]",[1],-795595155179
"[1, -30, -61, 52, 17]",[1],73582186800
"[1, 20, 36, -7, 35]",[1],-5317850363
"[1, 43, 35, 42, -49]",[1],-297967716935
"[1, -23, 8, -12, 27]",[2],-4683605283
"[1, -28, -57, -19, 39]",[1],-28445592703
"[1, -41, 47, 48, -61]",[1],-19361595143
"[1, 36, 52, 41, 15]","[0, 1]",-950182843
"[1, 15, -38, 3, -5]",[1],-418373280
"[1, -5, 29, -61, -35]",[1],-543179043
"[1, -12, -63, -46, -29]",[1],-4064140688
"[1, 49, -61, 27, -22]",[1],-56123394956
"[1, 34, -14, 24, 64]",[1],-175686059008
"[1, 50, -11, 23, -26]",[1],-107998982575
"[1, -7, 29, 63, 48]",[1],1013944308
"[1, -25, 36, 46, -4]",[1],7321780512
"[1, 60, -28, 49, 24]",[1],-434772727931
"[1, 6, 0, 47, -47]",[1],-422508803
"[1, 37, 28, -9, 14]",[1],-13103110623
"[1, -24, 29, -63, -63]",[1],-56819399679
"[1, 37, 52, 60, 17]",[1],-8165068299
"[1, 11, 50, 61, 46]",[1],125345025
"[1, -25, 2, -54, 41]",[1],-26954866571
"[1, 40, -12, 39, 4]",[1],-18806703611
"[1, -39, 9, -8, 21]",[1],-25345607751
"[1, -16, 29, 46, 2]",[1],793570976
"[1, 2, 61, 44, -62]",[1],-16430405056
"[1, -43, 11, 60, -24]",[1],39203984112
"[1, 38, -29, -52, -9]",[1],16315456112
"[1, 43, 2, -47, 15]",[1],9813946504
"[1, 45, 17, -5, -21]",[1],-42950350019
"[1, 49, 36, -42, 42]",[1],-358491237804
"[1, -49, 36, -10, -13]",[1],-28154971067
"[1, -17, 51, -55, -3]",[1],-333365243
"[1, -44, -2, -64, -63]",[1],-480751155968
"[1, -2, -52, -46, -38]",[1],-2834024112
"[1, -27, 61, -4, 2]",[1],-779989556
"[1, -2, -23, -19, 42]","[2, 0]",-53100239
"[1, -51, 64, 48, 39]",[2],-518519485851
"[1, -45, 41, -33, 48]",[1],-165215284512
"[1, 5, -18, 32, 41]","[0, 1]",-552119963
"[1, 8, -56, -50, -51]",[1],-14829777584
"[1, 29, 51, 12, 13]",[1],-3973355303
"[1, -36, -27, -41, 58]",[1],-236787333431
"[1, 34, -21, 35, -4]",[1],-5187141423
"[1, -39, 41, -61, 14]",[1],-22321991856
"[1, 42, -20, 46, -39]",[1],-115980100288
"[1, -6, 57, -35, -63]",[1],-8045599023
"[1, -50, -6, 64, -2]",[1],130104733248
"[1, -38, 62, 26, 22]",[1],-68367555504
"[1, 31, 40, -38, 61]",[1],-117971414683
"[1, -16, -44, 37, 46]",[1],11145226901
"[1, 62, 49, -57, 38]",[1],-838513777767
"[1, -38, 21, 44, -13]",[1],21695103504
"[1, -21, 0, 1, -2]",[1],-20947559
"[1, -48, -17, 41, -4]",[1],24389763817
"[1, 12, 5, -63, -30]",[1],1023098937
"[1, -7, 13, -37, 61]",[2],-44213275
"[1, -6, -31, -43, 57]",[1],-2124366191
"[1, -42, 61, -3, -36]",[1],-47172589263
"[1, -39, 38, 3, -4]",[2],789496169
"[1, -32, -38, -60, -13]",[1],-15547816704
"[1, -30, 13, 25, -49]",[1],-38828248175
"[1, -36, 17, 4, -55]",[1],-123349688688
"[1, 18, -44, -42, 40]",[1],15114528720
"[1, 53, -26, 36, 48]",[1],-659333078208
"[1, 49, 6, 31, -7]",[1],-23965484972
"[1, -15, -49, -14, -38]",[1],-9008133800
"[1, -48, 36, -18, -6]",[1],-11002881456
"[1, -37, 35, -7, 15]",[1],-10060451003
"[1, -47, 13, 54, 52]",[1],-348430186012
"[1, 61, 48, 21, -4]",[1],-19175574631
"[1, -40, -27, -8, -56]",[1],-229362987136
"[1, -27, -47, 36, 7]",[1],14332794705
"[1, -43, -61, 7, 30]",[1],-19557123564
"[1, 4, 61, 25, -30]",[1],-6341510935
"[1, 7, 64, -60, -8]",[1],-7756238272
"[1, -5, 1, -9, -6]",[1],-1419660
"[1, 62, -47, 29, -57]",[1],-1142512712791
"[1, 3, -30, -19, -58]",[1],-1459141807
"[1, 31, -58, 5, -58]",[1],-154942079623
"[1, -62, 5, -9, -10]",[1],-42196037135
"[1, -55, -25, -24, -53]",[1],-644958109799
"[1, -41, 57, -52, -50]",[1],-280695921988
"[1, 4, -41, -33, -22]",[1],-1103672031
"[1, 21, 19, -26, -35]",[1],-1613298655
"[1, -50, 30, 52, 22]",[1],-83548891584
"[1, 42, 32, -12, 30]",[1],-88194630336
"[1, 61, -47, -12, -5]",[1],-27342463063
"[1, 48, -26, -20, 45]",[1],-246899311360
"[1, -30, -39, -53, -53]",[1],-40132596983
"[1, -10, 3, -27, -59]",[1],-1175173511
"[1, 52, -39, 61, 61]",[1],-1268543105271
"[1, 3, -16, -50, -55]",[1],-56368035
"[1, -57, 18, 13, -61]",[1],-976011095992
"[1, 15, 4, -31, 1]",[2],339397832
"[1, -26, -2, 38, 21]",[1],-1204241408
"[1, 8, -44, -31, -31]",[1],-3939914651
"[1, 55, 3, 40, 20]",[1],-134316819680
"[1, 27, 3, -36, -28]",[1],-6097534960
"[1, 60, 55, 33, 11]",[1],-9349330111
"[1, 47, 38, -3, -50]",[1],-267133005527
"[1, 4, 23, -43, -34]",[1],-811532671
"[1, -57, -24, 53, 55]",[1],-527910907100
"[1, 18, -50, -33, 61]",[1],16067082645
"[1, -42, 21, -47, 31]",[1],-67440940583
"[1, 32, -46, 14, -16]",[1],-9203262512
"[1, -59, -64, -27, -46]",[1],-629695336487
"[1, 33, -25, 9, 56]",[1],-118015608268
"[1, -1, 39, -39, -20]",[1],-1272173360
"[1, 34, 38, 60, -40]",[1],-118683153920
"[1, 5, 64, 37, 23]",[1],3325259564
"[1, 42, 52, -42, 54]",[1],-364297456944
"[1, -61, -47, 28, -1]",[2],20138725025
"[1, -28, -11, 40, 46]",[1],-22995165088
"[1, 10, 38, 17, -29]",[1],-105533451
"[1, 40, -53, -17, 18]",[1],17257084073
"[1, -27, 34, -34, 15]",[1],-705557611
"[1, 16, 31, 23, -52]",[1],-2810360983
"[1, 53, -26, 38, 33]",[1],-360402686587
"[1, 37, -18, -59, -15]",[1],17959578332
"[1, -38, 41, -63, -2]",[1],-43679991767
"[1, 41, 52, 15, 32]",[1],-65432119503
"[1, -44, 45, 0, -50]",[1],-190310180000
"[1, -30, 24, 20, -27]",[1],-5935887792
"[1, 31, 55, -3, 56]",[1],-86727648048
"[1, -16, -54, 21, -40]",[1],-23836089739
"[1, 5, -10, 57, 46]",[1],-1142548391
"[1, 46, -21, 17, -31]",[1],-106392477591
"[1, -55, 26, -22, -43]",[1],-504073183763
"[1, 20, 47, -25, 59]",[1],-15496855199
"[1, -21, 36, -8, 46]",[1],-7790447084
"[1, 20, -22, -22, -55]",[1],-22107917744
"[1, -36, -18, -60, -47]",[1],-104702259200
"[1, -3, 24, 6, 17]","[1, 0]",83986061
"[1, -52, -39, 55, 61]",[1],-287390384743
"[1, -57, 26, -44, -64]",[1],-1396074012864
"[1, -14, -1, 13, 40]",[1],-1591334391
"[1, 5, 28, 49, -2]",[1],-91383127
"[1, -48, 51, 62, -33]",[1],202992714576
"[1, -59, 48, -6, 3]",[1],-3992948379
"[1, -9, 27, -53, 57]",[2],-6404427
"[1, 31, -52, -25, 19]",[1],21376774764
"[1, 25, -47, -3, 31]",[1],-2328529531
"[1, 27, -17, -15, 13]",[1],-895174875
"[1, -25, 39, -57, -45]",[1],-37110271851
"[1, 6, 57, -11, -6]",[1],-1035585567
"[1, 4, -37, 43, 22]",[1],3627201
"[1, -56, 30, 62, 9]",[1],95779339600
"[1, 58, -62, -34, 13]",[1],140954837504
"[1, 41, -26, 34, -29]",[1],-49178417203
"[1, 9, 36, -63, -14]",[1],-2274840239
"[1, 39, 19, 31, -53]",[1],-199838215699
"[1, 27, -13, 45, -45]",[1],-29626867035
"[1, -27, -43, -47, -40]",[1],-12139622736
"[1, 9, -52, 33, 42]",[1],1154872401
"[1, 20, 3, 41, -26]",[1],-5474736351
"[1, -47, 3, -47, 5]",[1],-45055202747
"[1, -1, 27, -59, -61]",[1],-2062857267
"[1, -30, 48, 13, 2]",[1],-696878491
"[1, 44, 22, -61, 28]",[1],-55620045307
"[1, 59, -10, 4, -7]",[2],-15375214603
"[1, -56, -2, 49, 33]",[1],-198067355131
"[1, -9, -9, 38, -19]",[1],28790681
"[1, 11, -7, -48, 2]",[1],626537836
"[1, -13, -49, -59, 58]",[1],-16363839276
"[1, -63, 11, 37, 5]",[1],30861955485
"[1, 54, 31, -9, -26]",[1],-117501757911
"[1, -23, 42, 9, -16]",[1],1475476889
"[1, 30, 4, -15, -44]",[1],-39520762731
"[1, 40, -53, -55, 64]",[1],43564166441
"[1, 6, 19, -2, 47]",[1],131205184
"[1, -37, -19, 36, -5]",[1],5882852329
"[1, 44, -56, 53, -9]",[1],-14981985931
"[1, 10, -53, 2, -25]",[1],-5357552320
"[1, 15, -59, -39, -60]",[1],-48919772076
"[1, -11, -60, -31, -17]",[1],-2580537748
"[1, -6, -47, 37, 5]",[1],1562029297
"[1, 18, -22, 27, -26]",[1],-1436631219
"[1, -5, 61, 61, 29]",[1],4374809965
"[1, -41, -64, -44, -5]",[1],-4110436899
"[1, 51, 35, 49, -57]",[1],-798498890219
"[1, -42, 48, -22, -4]",[1],-4342327600
"[1, -17, -62, 45, -59]",[1],-67863608476
"[1, 45, 64, -43, -34]",[1],126731190577
"[1, -26, -26, -40, 18]",[1],-15584928704
"[1, 26, -42, 19, -12]",[1],-1586748659
"[1, 23, 53, 47, -50]",[1],-17369887308
"[1, -19, 14, 2, 48]",[1],-6740524256
"[1, -64, 27, -10, -1]",[2],-2084935856
"[1, 39, -58, 31, 10]","[0, 1]",-19160507327
"[1, 50, 24, -28, -10]",[1],11473801024
"[1, -53, -47, 50, 63]",[1],-322699929575
"[1, 40, -53, 11, -50]",[1],-219570254599
"[1, -8, -62, 45, 63]",[1],25141562325
"[1, 8, 12, -18, 15]",[1],2612304
"[1, 9, 35, 54, -20]",[1],-27747036
"[1, 14, 23, -49, 32]",[1],-587722103
"[1, -48, -52, 38, 14]",[1],84961029456
"[1, 12, -25, -59, -52]",[1],-4279521423
"[1, -10, -47, -4, -62]",[1],-11567628352
"[1, -28, 56, -8, 41]",[1],-29083437568
"[1, -44, 9, 14, 35]",[1],-126693882000
"[1, 62, 59, 19, -32]",[2],-425719275543
"[1, 31, 62, 55, -6]",[1],-10449196751
"[1, -17, -29, -58, -46]",[2],-3713310568
"[1, -36, 62, -54, 44]",[1],-24993691312
"[1, -40, 20, 25, -10]",[1],3675477125
"[1, 23, 45, -19, 4]",[1],-581085900
"[1, -9, -35, -64, 41]",[1],-5904286655
"[1, -27, 26, 61, -7]",[1],19276504524
"[1, 23, -10, 43, 60]",[1],-41303359143
"[1, 0, -17, 56, 46]",[1],-548927008
"[1, -35, 9, 36, 61]",[1],-151564602623
"[1, 26, 36, -54, -31]",[1],19329749312
"[1, -29, 50, 36, -26]",[1],19840959700
"[1, 25, 0, -61, 12]",[2],12168885361
"[1, -40, 45, 43, 20]",[1],-49944856527
"[1, 30, -42, -47, -24]",[1],-32901979491
"[1, -61, 41, 27, 62]",[1],-1659028214060
"[1, -61, -32, -40, 7]",[1],-108083145499
"[1, -27, 48, 23, -19]",[1],7639791800
"[1, -34, -47, -45, 20]",[1],-53562299415
"[1, -20, -62, 15, -4]",[1],-2756301675
"[1, 24, 44, 15, 33]",[1],-6963143259
"[1, -16, 53, -2, 4]",[1],-104616000
"[1, 1, -4, -49, 33]",[1],-173280792
"[1, 11, 57, -64, -8]",[1],-5063616288
"[1, 19, 20, 28, 45]",[1],-3722027459
"[1, 10, -3, 19, 3]",[1],-42014983
"[1, 58, -29, 59, 14]",[1],-303218884111
"[1, -52, -1, 47, 62]",[1],-694979430959
"[1, -4, -40, 22, 47]",[1],2117484752
"[1, -2, 50, -17, -6]",[1],-706345523
"[1, 42, 59, 11, -12]",[1],-3485118335
"[1, 13, -40, 5, 1]",[2],76738464
"[1, 24, 0, 18, 22]",[1],-4723022768
"[1, 38, -3, 4, 21]",[1],-25378748528
"[1, 54, -6, -63, 52]",[1],-414302952371
"[1, 16, 17, 35, 47]",[1],-1951417903
"[1, 58, -35, -7, -52]",[1],-949795042279
"[1, -47, -57, 56, -33]",[1],-333950562095
"[1, 19, 40, 22, -42]",[1],-3285781612
"[1, 13, 40, -28, 9]",[1],21237925
"[1, 42, 63, 20, 18]",[1],-23632387200
"[1, -22, 53, 42, -15]",[1],7820146752
"[1, -50, -36, 47, -18]",[1],-77060982875
"[1, 62, -42, -60, -61]",[1],-2085715641136
"[1, -19, 24, 19, 11]",[1],-683888508
"[1, 63, -5, 33, 26]",[1],-345852811468
"[1, -4, -7, 33, 6]","[0, 1]",-4597431
"[1, -20, -60, -19, -19]",[1],-7773112971
"[1, -13, 37, 3, -37]",[1],95013549
"[1, -30, -9, -39, 43]",[1],-57632150831
"[1, 18, 13, 58, 63]",[2],-9608844736
"[1, -3, -33, -10, 60]",[1],404938980
"[1, -49, 48, 7, -58]",[1],-373900751919
"[1, -3, 25, -6, -3]",[2],-17264487
"[1, 61, -16, -64, -13]",[1],126698829629
"[1, 54, -42, 17, 48]",[1],-632028726531
"[1, 28, 47, 1, -18]",[2],458572801
"[1, -18, -41, 38, -5]",[1],1122728384
"[1, 1, 51, -39, 33]",[1],2932440813
"[1, -27, 56, 26, 63]",[1],-76243973891
"[1, -34, 4, 61, 64]",[1],-120958770043
"[1, -18, -45, 37, 64]",[2],11697368017
"[1, -18, 43, 3, -35]",[1],585074817
"[1, -26, -39, -39, 17]",[1],-15336857623
"[1, -17, -63, -47, 1]",[2],565789725
"[1, -63, -49, 3, -28]",[1],-429929511616
"[1, -64, 31, 45, 8]",[1],17122414809
"[1, 0, -19, -30, -6]",[1],3367200
"[1, 51, 61, 49, -23]",[1],-217427439523
"[1, -21, -13, -27, 27]",[1],-7058085147
"[1, -13, 60, -63, 64]",[1],565524337
"[1, 39, 54, 34, -55]",[1],-204101282299
"[1, -53, -46, -23, 22]",[1],-158347872063
"[1, 9, -9, 36, 17]",[1],-479819983
"[1, -20, -51, 25, -38]",[1],-31955263047
"[1, 8, 53, 54, -23]",[1],-1486939952
"[1, 3, -1, -25, -62]",[1],-21002576
"[1, 11, 41, -30, 21]",[1],573691857
"[1, 55, -63, -13, -21]",[1],-242435790851
"[1, 57, 64, -19, -14]",[1],54766539209
"[1, -21, -42, -55, -14]",[1],-1927910543
"[1, -32, 25, 0, 41]",[1],-43879466736
"[1, 6, -59, 42, -62]",[1],-10172811600
"[1, 42, 44, -63, 43]",[1],-221944516227
"[1, 36, -45, 37, 54]",[1],-224239753647
"[1, -44, 9, -25, 29]",[1],-78854552055
"[1, 0, -48, -60, 26]",[1],2609081600
"[1, 43, -53, -30, -46]",[1],-384251677176
"[1, 30, 37, 32, -46]",[1],-53395317056
"[1, -39, 52, 14, -44]",[1],-36609791200
"[1, 29, -29, 18, 64]",[1],-104918457868
"[1, 6, -58, 63, -52]",[1],-4013019571
"[1, 38, -1, -49, 29]",[1],-20669706287
"[1, -46, 60, 62, 3]",[1],83592531968
"[1, -59, 22, 22, 56]",[1],-1087455772448
"[1, 60, 4, -5, -34]",[1],-399267555851
"[1, 46, -62, 41, -60]",[1],-352537115411
"[1, -39, -12, -8, -24]",[1],-35349905088
"[1, 26, 45, 54, 13]",[1],-1709754944
"[1, 58, 45, 6, -36]",[1],-358405549200
"[1, -14, 2, -11, 55]",[1],-2978700747
"[1, -35, 19, 26, -43]",[1],-48676280983
"[1, 59, 52, -32, -64]","[1, 0]",-712923639808
"[1, 24, 63, 1, 48]",[1],-24919156359
"[1, -5, 1, 17, -15]","[3, 3, 1, 0]",56677
"[1, 44, -44, 14, -58]",[1],-364427221424
"[1, -41, 17, -7, 42]",[1],-122962642992
"[1, -26, -19, -48, -62]",[1],-44159882048
"[1, 58, 46, -30, -26]",[1],-14776296880
"[1, 55, -6, 35, 35]",[1],-357928532640
"[1, -42, 33, 37, 40]",[1],-174032692943
"[1, -21, 64, 5, 14]",[1],-3288802055
"[1, -64, 9, -64, -20]",[1],-502340768064
"[1, 6, -64, -21, -64]",[1],-25329992395
"[1, -51, 57, 24, -50]",[1],-157200593828
"[1, 24, -34, 9, 46]",[1],-24586234875
"[1, -51, -13, 7, -13]",[1],-34656496995
"[1, -27, -55, 1, 62]",[1],-37986528492
"[1, -56, 59, 54, -34]",[1],250260969088
"[1, -39, -8, -20, -10]",[1],-6587630540
"[1, -4, -14, 56, 63]",[1],-108919552
"[1, -24, -50, 17, 8]",[1],5506350757
"[1, 61, 33, -28, -62]",[1],-1088540832820
"[1, -60, 33, 3, 54]",[1],-1017557755911
"[1, 28, 21, 64, 12]",[1],-16317626944
"[1, 62, -5, 56, -35]",[1],-616481591824
"[1, -52, -37, -58, -56]",[1],-475988516064
"[1, -48, -59, 54, 42]",[1],197584417824
"[1, -57, -31, -20, -5]",[1],-3574630535
"[1, 10, -29, -44, -62]",[1],-5749931776
"[1, -30, 9, 19, -40]",[1],-28917911263
"[1, 61, -13, 49, 45]",[1],-999486175667
"[1, 60, 51, -57, -58]",[1],-187469553343
"[1, 51, 23, -22, 12]",[1],-34444906844
