coefficients,signature,discriminant
"[1, -52, -19, 14, 14]",[1],-27600925856
"[1, -4, 56, 58, 9]",[1],-1208999472
"[1, -20, -1, 51, -5]",[1],4002346177
"[1, -9, 28, 12, -27]",[2],-112123395
"[1, -52, -9, -43, 4]",[1],-52364172303
"[1, -38, 59, -2, -34]",[1],-20927534000
"[1, -25, 58, -41, -37]",[1],-12004431952
"[1, -45, -49, -60, 61]",[1],-802875411351
"[1, 15, -23, 18, 29]",[1],-2591134591
"[1, -61, 57, -34, -50]",[1],-1119203336232
"[1, 51, 51, 23, 20]",[1],-42630621196
"[1, -44, 38, -63, 64]",[1],-254049795275
"[1, -8, -54, 33, -31]",[1],-7301919163
"[1, 61, 1, 14, -32]",[1],-386614777612
"[1, -8, -31, -29, 29]",[1],-719996543
"[1, -41, 50, 58, -36]",[1],115113314608
"[1, 4, 33, -30, 21]",[1],422500752
"[1, 13, 16, 27, 11]",[2],-51737052
"[1, -12, 61, 63, 37]",[1],5482721241
"[1, -45, -5, -55, -10]",[1],-67736223500
"[1, -50, -49, -33, 61]",[1],-873696527423
"[1, -64, 18, 48, -42]",[1],-488903440896
"[1, 18, -62, -13, 31]",[2],16241345477
"[1, -38, 14, -8, -1]",[2],-233840816
"[1, -60, 0, -28, -52]",[1],-965194412800
"[1, 51, 13, -58, -33]",[1],-30331400479
"[1, 44, 20, 2, 2]",[1],-384212912
"[1, -39, -27, 38, -8]",[1],1023205396
"[1, 37, -29, 3, -27]",[1],-42715716795
"[1, 56, -7, -51, -45]",[1],-497850484671
"[1, 17, 57, -12, 25]",[1],-1419488951
"[1, 31, 40, 14, -52]",[1],-55351058464
"[1, -54, -21, -28, -63]",[2],-858537311184
"[1, -11, 49, -23, 38]",[1],760415284
"[1, 53, -47, 28, 56]",[1],-881854128400
"[1, 39, 41, 22, -60]",[1],-223407190076
"[1, -7, 51, -41, -44]",[1],-2688097216
"[1, 48, 56, 34, -35]",[1],-228637973168
"[1, 19, -2, 55, -62]",[1],-18358456927
"[1, -60, -37, -3, 21]",[1],-156376647951
"[1, 22, 22, -50, -34]",[1],5439913552
"[1, -58, 11, 5, 12]",[1],-45620777183
"[1, 46, -60, 20, -41]",[1],-221208705328
"[1, 55, -56, 21, 35]",[1],-389409727308
"[1, -27, -16, -44, -50]",[1],-34148274476
"[1, -12, 10, 51, 36]",[1],-190322811
"[1, 4, -63, 62, 42]",[1],7600050400
"[1, 22, 17, 31, 36]",[2],-5086426823
"[1, 13, 57, -55, -20]",[1],-3997690960
"[1, -7, 34, 61, -9]",[1],-1917758144
"[1, 31, -9, -7, 25]",[1],-15349019611
"[1, -35, 41, -50, -7]",[1],-22931104247
"[1, -39, -1, 41, 13]",[1],6155399965
"[1, 29, -22, 38, -56]",[1],-53144920800
"[1, -62, 8, 23, -44]",[1],-716447907675
"[1, 41, 56, 15, 10]",[1],-7451455055
"[1, -31, 28, 6, 29]",[1],-22151522667
"[1, 8, -29, -45, -58]",[1],-3272952903
"[1, 57, -22, 19, 15]",[1],-90680355800
"[1, -35, -8, -44, -64]",[1],-169253712896
"[1, 40, 45, -34, -38]",[1],5637803936
"[1, 52, -3, 55, -34]",[1],-308449914503
"[1, 25, -4, -22, 40]",[1],-15644654928
"[1, 27, 21, -17, -18]",[1],-1087086636
"[1, -26, -8, -48, -4]",[1],-7888202496
"[1, -47, -44, 20, 4]",[1],13509580880
"[1, 55, 7, -9, 1]",[2],55657589
"[1, -60, -53, -42, -45]",[1],-500293370160
"[1, -3, 5, -48, -60]",[1],-359055168
"[1, -29, 21, 4, 46]",[1],-37863006660
"[1, -31, -28, 37, 59]",[1],-50099738788
"[1, 49, -15, 0, 29]",[1],-134317392583
"[1, -29, 8, -14, -50]",[1],-48047343756
"[1, 48, -31, -64, -26]",[1],-85842756512
"[1, 29, -33, -21, 49]",[1],-29796441899
"[1, -22, 29, -33, 2]",[1],-630993119
"[1, -62, -17, -48, -16]",[1],-152944863744
"[1, -16, -19, -36, 39]",[1],-7365952848
"[1, 1, 52, 41, -50]",[1],-7859767543
"[1, -55, -23, 31, 32]",[1],-166086023596
"[1, -21, 32, -16, 52]",[1],-8318912048
"[1, 26, -62, -12, -38]",[1],-72479057344
"[1, -23, 33, 42, 3]",[1],2406182409
"[1, -20, -64, 11, 30]",[1],18563073429
"[1, 56, 6, -22, -47]",[1],-552645075888
"[1, -60, 51, -31, -36]",[1],-577767009375
"[1, -6, 17, -46, 8]",[1],-31988112
"[1, -23, -36, -57, -9]",[1],-5710513500
"[1, 24, -53, 20, 15]",[1],-1451913040
"[1, 3, 26, 7, 25]",[1],109637596
"[1, -55, -27, -49, -26]",[1],-149434896816
"[1, -60, -56, -28, 51]",[1],-1195007803648
"[1, -27, -47, 15, -8]",[1],-6047448588
"[1, 28, -5, 60, 41]",[1],-54946682736
"[1, -22, -12, 12, 5]",[1],82344272
"[1, -36, -8, 24, -46]",[1],-103627899904
"[1, 8, 24, 28, -1]",[2],-193536
"[1, 19, 8, -2, -43]",[1],-5653073819
"[1, 52, 41, 5, -10]",[1],-15964300375
"[1, -64, -55, -31, -38]",[1],-506679239487
"[1, 38, 18, -31, -48]",[1],-87311928307
"[1, 30, 21, -39, -12]",[2],8172238689
"[1, 6, -17, 40, 46]",[1],-1084131328
"[1, -11, -51, -20, 59]",[2],328896265
"[1, 39, -45, 22, 27]",[2],-69983795367
"[1, -21, -51, 19, 51]",[2],8016568893
"[1, 39, 29, 24, -41]",[1],-119301205383
"[1, -14, -42, -42, -43]",[2],-2080931584
"[1, -34, -16, 17, -46]",[1],-91127313131
"[1, -36, 58, 4, -57]",[1],-57234159616
"[1, -44, 61, -27, 63]",[1],-298165887783
"[1, -58, 63, 58, 56]",[1],-1516546276848
"[1, -9, 38, 0, -9]",[1],-133857963
"[1, -28, -55, 32, -2]",[1],3640204896
"[1, -52, -13, 17, -30]",[1],-196854641711
"[1, 21, 50, -57, -40]",[1],15206461625
"[1, -17, -5, -44, 24]",[1],-4003560400
"[1, -27, 50, 39, -33]",[1],19566058152
"[1, 0, 4, 13, 53]",[1],36921589
"[1, -2, -51, -1, 60]",[1],5344688713
"[1, -24, -51, -35, 49]",[1],-44389041935
"[1, 58, -36, 8, -62]",[1],-1217517115072
"[1, -63, -19, -50, -5]",[1],-113545062575
"[1, -29, -44, 6, -17]",[1],-15337607347
"[1, -43, -34, 17, -16]",[1],-42834520991
"[1, -34, 15, -30, 50]",[1],-74241382000
"[1, 40, -52, -61, 55]",[1],121944803445
"[1, 56, 6, -32, -23]",[1],-101624442880
"[1, 43, -34, 15, -54]",[1],-271070273583
"[1, -46, -28, 26, -51]",[1],-406184368832
"[1, 56, 49, -12, 54]",[1],-876304532448
"[1, -30, -27, -28, 16]",[1],-14199201536
"[1, -30, 25, 38, -49]",[1],-16168531136
"[1, -31, 39, 57, 20]",[1],-9394970476
"[1, -57, -53, -30, 59]",[1],-1308749543551
"[1, -53, 58, -17, -45]",[1],-402675783328
"[1, -28, 58, 56, 36]",[1],-43441527808
"[1, -9, 46, 44, 13]",[1],320836253
"[1, 33, -57, 0, -16]",[1],-26202404416
"[1, 54, -26, 4, 40]",[1],-388776738304
"[1, -6, -11, -39, 8]",[1],-229046407
"[1, -35, -14, 30, -41]",[1],-81103877275
"[1, -25, 39, -26, 62]",[1],-22580385768
"[1, 45, 34, -28, -24]",[1],-6975417088
"[1, 3, -14, 57, -21]",[1],-249802968
"[1, 42, 7, -37, -29]",[1],-43824427831
"[1, 15, 42, 34, -25]",[1],-297826699
"[1, -27, 49, -1, -9]",[1],1377969629
"[1, -9, -19, -47, -27]",[1],-295404563
"[1, -63, 25, -3, -56]",[1],-1294263072288
"[1, -15, -43, -36, 56]",[1],-13159896976
"[1, -59, 47, 30, 15]",[1],-135140005815
"[1, -53, -37, -36, -49]",[1],-415815598151
"[1, -38, 57, 16, -30]",[1],10780423232
"[1, 16, 46, -52, -64]",[1],3017950976
"[1, -31, -35, -28, -38]",[1],-29136437332
"[1, -3, 21, 33, -11]",[1],-207606443
"[1, -36, 37, 8, 3]",[1],-1512715024
"[1, 24, 43, 15, -12]",[1],-530587767
"[1, -63, 4, -49, 11]",[1],-159365689196
"[1, 56, -37, 38, 22]",[1],-260075234304
"[1, 53, -47, -37, 45]",[1],-148394197147
"[1, -7, -8, -23, 34]",[1],-296126119
"[1, 54, -44, -63, -38]",[1],-521125986555
"[1, -21, -16, -33, 6]",[1],-2267314239
"[1, 36, -50, -35, 42]",[1],20311255685
"[1, -62, -17, 5, 8]",[1],-22400001175
"[1, 11, 49, 23, -38]",[1],-563304076
"[1, 2, -56, -61, 59]",[1],10883362813
"[1, -50, -42, 60, 25]",[1],188268235600
"[1, 36, -3, 31, -29]",[1],-41915643143
"[1, -35, -2, 64, 56]",[1],-78097723328
"[1, 47, -34, 23, -30]",[1],-96543829439
"[1, -48, -24, 55, -35]",[1],-202868260475
"[1, -25, 51, -44, -26]",[1],-10580520820
"[1, 19, 28, -4, 32]",[1],-3176451328
"[1, 38, 57, 50, 58]",[1],-82636265232
"[1, -10, 26, -57, -23]",[1],-365389163
"[1, 13, -1, -51, 64]",[1],-1715990828
"[1, 47, -26, 23, -51]",[1],-317354787028
"[1, 64, -58, -36, 41]",[1],-181962722048
"[1, 10, 40, -62, 12]",[2],-659497264
"[1, -59, 29, 59, -24]",[1],147624254772
"[1, -58, 3, -48, 45]",[1],-682283282832
"[1, -51, -15, -49, -44]",[1],-348782738828
"[1, -33, 3, 45, -33]",[1],-17953603803
"[1, 36, -1, 19, 23]",[1],-25876547727
"[1, 8, -12, 22, 17]",[1],-196529328
"[1, 9, -4, 49, -5]",[1],-550712276
"[1, 63, -15, -21, 5]",[1],6395472221
"[1, -42, 15, 53, 52]",[1],-227939876447
"[1, 34, -5, 45, 7]",[1],-17719648015
"[1, 38, 2, -28, 17]",[1],-12360817328
"[1, 19, -44, -18, 60]",[1],-1061829216
"[1, 3, 51, 40, 4]",[1],-351330080
"[1, -27, 7, 56, -7]",[1],13429396729
"[1, 34, 47, 57, -21]",[1],-54034658223
"[1, -40, 8, 36, -55]",[1],-172362467840
"[1, -47, -22, 63, 44]",[1],-34683766127
"[1, 3, -50, 34, -50]",[1],-4335273004
"[1, 12, -63, -42, -39]",[1],-23484743856
"[1, 9, 64, 40, -9]",[1],-1759074283
"[1, 13, 40, 26, 39]",[2],-127927475
"[1, 42, 19, -25, 2]",[1],3151545553
"[1, -61, 20, 8, -40]",[1],-550161808064
"[1, -35, 55, -9, -1]",[2],478041597
"[1, 18, 5, 14, -48]",[1],-6508861328
"[1, -54, 25, 44, -12]",[1],61818023936
"[1, 7, 12, 29, -21]",[1],-55687676
"[1, -29, -22, 53, -60]",[1],-95544595023
"[1, 55, -58, -25, 4]",[1],42724096281
"[1, -43, 36, -14, -63]",[1],-351260325059
"[1, 2, 9, 56, 56]",[1],-70439936
"[1, 24, 39, 52, -39]",[1],-23356208304
"[1, -10, 64, -11, 22]",[1],3093867557
"[1, 44, 60, 9, -34]",[1],-72443216155
"[1, -57, 49, 43, 35]",[1],-532924865699
"[1, -57, 21, -38, -31]",[1],-378145198903
"[1, 17, 32, -32, -13]",[1],1136462957
"[1, 5, 63, 31, 49]",[1],7855141469
"[1, -17, -8, -39, 62]",[2],-13902748359
"[1, 56, 35, 2, -54]",[1],-712359055808
"[1, -57, -52, 14, -61]",[1],-1424666139483
"[1, -2, -50, -14, 20]",[1],1851766480
"[1, -31, 60, -57, 62]",[1],-30559172143
"[1, -19, -54, 51, 23]",[1],27624053048
"[1, -63, -37, 10, -60]",[1],-1759894587740
"[1, 11, -57, -40, -59]",[1],-27611492463
"[1, 36, -7, -48, -59]",[1],-156143238768
"[1, -1, -55, -36, 35]",[1],4775088169
"[1, -38, 37, -27, 44]",[1],-70530918279
"[1, 29, 30, 4, 54]",[1],-47258667500
"[1, -26, -8, 43, -34]",[1],-12672707963
"[1, -28, -10, 9, -48]",[1],-42647862507
"[1, 11, 18, -24, -44]",[1],19739344
"[1, 1, -49, -21, 44]",[1],3752851264
"[1, -1, 13, -10, 25]",[1],2079425
"[1, -5, 8, 10, -49]",[2],-7976675
"[1, 19, 49, 45, -55]",[1],-6903255075
"[1, 4, -41, 63, 33]",[1],-779577471
"[1, 31, -7, -20, -32]",[1],-27855567792
"[1, 29, -58, -1, -2]",[1],-1843795047
"[1, 59, -36, -15, -10]",[2],-58150814575
"[1, 25, -57, 54, 50]",[1],-77855033560
"[1, -6, 43, -57, 40]",[1],295676577
"[1, 7, 8, 4, 53]",[1],-21794051
"[1, 12, 7, 53, 47]",[1],-1737435503
"[1, -6, -29, 12, -11]",[1],-233690832
"[1, 12, 13, 55, 27]",[1],-777543223
"[1, 13, 5, 42, -9]",[1],-762967215
"[1, 20, 34, 11, 60]",[1],-9582537883
"[1, -19, 4, -52, 17]",[1],-4518342251
"[1, 64, -5, -64, -38]",[1],-434725643872
"[1, -22, -4, 45, -48]",[1],-12263670843
"[1, 45, -33, 7, 56]",[1],-383424060208
"[1, 35, 54, 19, -52]",[1],-85143552327
"[1, 23, 58, -57, -16]",[1],16056162873
"[1, 39, -54, 24, -26]",[1],-38030782028
"[1, 31, -5, -38, 58]",[1],-73206944728
"[1, -48, 54, -19, -23]",[1],-78939303179
"[1, -35, 3, -35, 46]",[1],-89097170400
"[1, 45, -27, 59, -17]",[1],-63568661747
"[1, 62, -42, -29, 7]",[2],56147184293
"[1, 51, 19, -51, 53]",[1],-545623206187
"[1, -33, -2, 10, 63]",[1],-127092160075
"[1, -24, 36, -7, 55]",[1],-20546981051
"[1, 50, -28, -21, 29]",[1],-97858223171
"[1, 32, -11, -6, -33]",[1],-34073706960
"[1, -4, 58, -14, 55]",[1],7541435984
"[1, 60, 12, 62, -24]",[1],-465628836528
"[1, -52, 60, 25, -44]",[1],-79500924571
"[1, 27, 2, 24, -29]",[1],-13502662371
"[1, 31, -25, 11, -60]",[1],-96936954156
"[1, 7, 50, 6, 51]",[1],3446363037
"[1, -24, -55, 59, -41]",[1],-65898310943
"[1, 41, -25, 48, 56]",[1],-374148650336
"[1, 44, 14, -32, 37]",[1],-147424598784
"[1, 59, -11, 12, 40]",[1],-553069143376
"[1, 4, -58, -63, 62]",[1],16432672885
"[1, -6, -57, -53, 57]",[2],2992895001
"[1, -25, -45, 9, -39]",[1],-39628435491
"[1, 39, -41, 54, 31]",[1],-172130327487
"[1, 52, -27, -63, 25]",[1],140993143753
"[1, 29, 38, 19, -24]",[1],-11150911071
"[1, 13, 24, 40, 25]",[1],-79429275
"[1, -24, 31, -54, 25]",[1],-3131768016
"[1, -9, -11, -26, -51]",[1],-725921191
"[1, 35, 12, -41, -32]",[1],-15375098983
"[1, -48, -23, -52, 62]",[1],-793892394848
"[1, -27, 57, 58, -47]",[1],49123870321
"[1, -15, 51, 39, -33]",[1],103409325
"[1, -19, -50, -31, -33]",[1],-5904089152
"[1, 37, -36, 62, -2]",[1],-43012917292
"[1, 11, 52, 33, -35]",[1],-665120200
"[1, -6, -36, -43, -55]",[1],-899609251
"[1, -50, -61, -48, -11]",[1],-7650893840
"[1, 59, -17, 15, 15]",[1],-91659976155
"[1, 25, 59, 50, 22]",[1],-315542952
"[1, -6, -61, -5, -22]",[1],-5746231599
"[1, -6, 7, -6, 59]",[1],13493696
"[1, -5, 60, -3, -25]",[1],-4724218012
"[1, 26, -44, 11, 3]",[1],200792813
"[1, 35, -39, 3, 42]",[1],-74525205708
"[1, 11, -39, 31, -27]",[1],-694621427
"[1, -4, 26, -53, -45]",[1],-608265147
"[1, -48, 22, -7, -64]",[1],-570562457051
"[1, 5, 30, -50, 49]",[1],1160252069
"[1, 25, -29, 55, 10]",[1],-17212080940
"[1, 29, -46, 63, 29]",[1],-79110034076
"[1, -26, -7, 0, -15]",[1],-2946209520
"[1, 3, -5, 10, 45]",[1],-19566175
"[1, -19, 39, -62, -22]",[1],-6124410216
"[1, -22, -29, -44, 43]",[1],-31074103696
"[1, -8, -44, 4, -63]",[1],-8623177216
"[1, 6, 48, -29, 18]",[1],1382723109
"[1, 50, 33, -12, 8]",[1],-18302430208
"[1, 8, -18, -49, -14]",[1],247340709
"[1, -21, 34, -60, -24]",[1],-10723642368
"[1, -49, 30, -54, -23]",[1],-209543860571
"[1, -52, -8, 56, -42]",[1],-298604164096
"[1, -14, 22, -14, -49]",[1],-1441754048
"[1, -61, -61, -37, -54]",[1],-875211491216
"[1, 54, -14, 18, -31]",[1],-208256881408
"[1, 34, -54, -59, -62]",[1],-339753902787
"[1, -9, -31, 12, -13]",[1],-547069399
"[1, -48, -44, -15, 58]",[1],-566973778779
"[1, 56, 33, -7, 22]",[1],-145771544079
"[1, -29, 30, -27, 59]",[1],-42825058600
"[1, -49, 13, 51, 45]",[1],-307440337131
"[1, 47, -6, 16, -4]",[1],-3110949936
"[1, -7, 16, -37, -2]",[1],-26074807
"[1, -13, 17, 33, -22]",[1],298042624
"[1, -23, -25, 13, 17]",[1],-430903811
"[1, -31, -35, -18, 14]",[1],-9163037400
"[1, -21, 6, -3, 18]",[2],-1538622783
"[1, -21, -52, 46, -22]",[1],-16036996524
"[1, -53, 23, 31, 54]",[1],-682164097568
"[1, -58, 47, 31, 16]",[1],-141966311463
"[1, 0, -35, 54, -27]",[1],-100295280
"[1, -2, -7, 62, 51]",[1],-429390528
"[1, -62, 50, 9, 39]",[1],-705683468667
"[1, -17, -8, 26, -17]",[1],-666235411
"[1, -10, -57, -59, -4]",[1],434092257
"[1, -42, 47, -19, 36]",[1],-80316971231
"[1, 19, 56, -60, -19]",[1],6571964317
"[1, 6, 42, -23, 49]",[1],2653142917
"[1, 23, -51, 59, -40]",[1],-3731955152
"[1, 18, 33, 57, 6]",[1],-1466857863
"[1, -61, -34, 64, -13]",[1],72744608381
"[1, 53, -48, -21, -18]",[1],-142383304359
"[1, 59, 50, -30, 52]",[1],-1144586764880
"[1, 34, -4, 55, 63]",[1],-185341199651
"[1, 45, -56, 41, 9]",[1],-50967409744
"[1, -32, -51, 29, 31]",[1],24881063009
"[1, -10, 58, -11, 38]",[1],3394211693
"[1, 26, 63, 8, -5]",[1],1569586032
"[1, -55, -9, 3, 14]",[1],-47898691564
"[1, 58, -50, -35, -35]",[1],-647831980075
"[1, -8, -10, 54, -50]",[1],-190034480
"[1, 25, -52, -25, 25]",[1],17142971400
"[1, -59, -62, -55, -52]",[2],-549025430527
"[1, 39, 32, 41, -10]",[1],-28870092807
"[1, 16, 38, 47, -11]",[1],-787016475
"[1, -44, -14, 27, -45]",[1],-232704264987
"[1, 19, -23, -9, -28]",[1],-5207102160
"[1, 20, -52, -56, -21]",[1],-9912462336
"[1, 62, 24, 28, 30]",[1],-288725256896
"[1, -25, 44, -62, 28]",[1],-2064394656
"[1, 60, 32, -52, -35]",[1],-46698894080
"[1, -20, -39, 40, -16]",[1],-4519385600
"[1, -54, 36, -43, -16]",[1],-153514464763
"[1, 62, -16, 13, 20]",[1],-182146679371
"[1, 45, -24, -16, -30]",[1],-127298634156
"[1, 26, -55, -24, 18]",[1],17906571072
"[1, 57, -58, 22, 57]",[1],-1126762115963
"[1, 19, 52, -53, -62]",[1],10601841569
"[1, 61, 14, 32, 25]",[1],-214277328603
"[1, -52, -26, -43, -24]",[1],-96116282875
"[1, 62, -4, 60, -44]",[1],-935878965248
"[1, 32, -48, -61, -23]",[1],-31855412619
"[1, 12, 37, 0, -4]",[1],-2744128
"[1, -14, 52, -36, -39]",[2],41461200
"[1, 59, -6, -15, 10]",[1],-26845726775
"[1, -40, -6, 60, -3]",[1],54303153408
"[1, -15, 40, -7, 50]",[1],-1346177927
"[1, 58, 64, -34, -12]",[1],126384620752
"[1, 36, 35, 29, -40]",[1],-87504560463
"[1, -9, -32, -40, -37]",[1],-284997827
"[1, 50, 60, 6, -55]",[1],-378933184192
"[1, -3, -4, 30, -26]",[1],-1883340
"[1, -40, -2, 39, 55]",[1],-190171239835
"[1, 47, -53, 54, 61]",[1],-885747454951
"[1, 4, -61, 37, -7]",[1],-234356111
"[1, -16, -8, -8, -58]",[1],-6825809920
"[1, -29, 17, -42, -57]",[1],-77677747791
"[1, 59, -16, -33, 25]",[1],-127570616816
"[1, -37, -63, 9, -5]",[1],-12100450523
"[1, 47, 64, 36, -22]",[1],-98216415180
"[1, 49, 4, 14, 47]",[1],-336942750691
"[1, 40, -18, -24, -25]",[1],-55548765184
"[1, -12, -53, 4, -8]",[1],-1945516864
"[1, 9, 41, -52, -6]",[1],-1527272468
"[1, 21, -42, -3, -35]",[1],-17321710388
"[1, -31, 17, 8, 2]",[1],-187636532
"[1, -12, 12, -21, -34]",[1],-644215243
"[1, 60, 64, -50, -27]",[1],307452129488
"[1, 0, -56, 12, -54]",[1],-9544520448
"[1, 49, 22, -16, -52]",[1],-355516645552
"[1, -62, 10, 8, -11]",[1],-43174193968
"[1, -22, -12, -12, -19]",[1],-2158279600
"[1, 20, -4, -5, 9]",[1],-335316075
"[1, 13, 41, -48, -55]",[1],-737344799
"[1, 59, -43, -58, 12]",[1],271019373700
"[1, 58, -22, 42, -41]",[1],-456527559104
"[1, -42, -42, -2, 34]",[1],-94461077552
"[1, 20, 64, -25, -45]",[1],7922714405
"[1, -15, -54, 20, -18]",[1],-7753580172
"[1, 54, 53, -13, 6]",[1],-25360556951
"[1, 38, 29, 58, 47]",[1],-83378867008
"[1, 44, -54, -36, -63]",[1],-730643410944
"[1, -59, 28, -13, 40]",[1],-462732562783
"[1, -3, -6, -23, -48]",[1],-69890823
"[1, 12, -15, 11, 2]",[1],-22292023
"[1, -18, 31, -51, -20]",[1],-3684102831
"[1, 5, 28, 33, 27]",[1],33382044
"[1, -49, 62, -38, 33]",[1],-80245168299
"[1, -40, 58, -16, -55]",[1],-160668938240
"[1, -18, 31, -15, 19]",[1],-474375015
"[1, -41, 54, 29, 4]",[1],-2048804743
"[1, 55, 27, -20, 21]",[1],-135314965975
"[1, 51, 44, -33, 28]",[1],-220718595231
"[1, -3, 5, -44, 8]",[1],-80249808
"[1, 21, -53, 59, 53]",[1],-55179074171
"[1, -2, -2, 53, -53]",[1],-140433835
"[1, -2, -52, -19, -15]",[1],-1519272675
"[1, -51, -19, 44, -37]",[1],-288494663127
"[1, -22, 10, -31, -10]",[1],-2218347539
"[1, -45, 39, 41, -5]",[1],39430763797
"[1, 2, 51, -8, 41]",[1],3981735792
"[1, -5, -18, -11, 7]",[1],-5458536
"[1, -48, 19, 12, -3]",[1],1118542992
"[1, 55, 20, -16, 3]",[1],-2284468755
"[1, -36, -38, 46, -31]",[1],-85831528112
"[1, 55, 43, -7, -15]",[1],-24655159619
"[1, -23, -51, 46, 58]",[1],35668078920
"[1, 49, 16, 36, -30]",[1],-189905415084
"[1, 11, -34, 55, 36]",[1],-5749375863
"[1, -1, 37, 62, 32]",[1],339958420
"[1, 12, -44, 34, -13]",[1],-152488496
"[1, -4, 18, -59, -53]",[2],-631909723
"[1, -57, 36, 39, 8]",[1],-9744587671
"[1, 32, 26, -22, -51]",[1],-43420496048
"[1, 2, 50, 28, -50]",[1],-5781283776
"[1, -38, 8, -43, -42]",[1],-127118320251
"[1, 0, 31, -41, -14]",[1],-613346743
"[1, -48, -21, 44, 41]",[1],-130116267184
"[1, -37, 37, 11, 31]",[1],-59067904171
"[1, 26, -20, -43, 46]",[1],-8371972843
"[1, -50, 11, -50, -14]",[1],-109418547696
"[1, 58, -47, 34, -18]",[1],-48856959952
"[1, 21, -59, 64, 54]",[1],-61238994916
"[1, -61, -29, 37, -21]",[1],-221954672267
"[1, -58, 25, -9, 37]",[1],-381656989423
"[1, 12, 32, -27, 48]",[1],120544149
"[1, 35, 17, 64, 11]",[1],-37633737151
"[1, -61, 19, -56, -23]",[1],-438672510871
"[1, 51, 38, -35, -13]",[1],42859570296
"[1, 43, -22, 19, -6]",[1],-2190152663
"[1, -48, 47, 3, 10]",[1],-24086278791
"[1, -19, -14, -30, -23]",[1],-1759503307
"[1, 23, 54, 8, 3]",[1],-425309107
"[1, -60, 1, 52, -21]",[1],-27219476944
"[1, -34, -15, 0, 55]",[1],-115840194800
"[1, -12, 40, 11, 28]",[1],291637013
"[1, 23, 41, 16, -23]",[1],-2341449711
"[1, -36, 38, -39, 6]",[1],-3586294155
"[1, 4, -19, -29, 17]","[1, 0]",98296777
"[1, 40, 21, 18, -31]",[1],-74065090864
"[1, -64, -40, -63, -29]",[1],-317048287643
"[1, 12, -64, -49, -29]",[1],-15599395451
"[1, 35, 37, 11, 53]",[1],-93324707363
"[1, -16, 10, -49, 49]",[1],-4008699163
"[1, 0, -27, 1, 31]","[1, 2]",181506577
"[1, 42, 1, 43, 41]",[2],-163406561207
"[1, 40, -23, 8, 18]",[1],-26826379232
"[1, 5, 45, 50, -10]",[1],-895001000
"[1, -41, -17, 15, 26]",[1],-43798084128
"[1, 30, -5, 58, 12]",[1],-27092361904
"[1, 21, -51, -48, 10]",[1],18458516812
"[1, 8, 43, -50, 20]",[1],630810080
"[1, -50, -32, 26, 4]",[1],17457400784
"[1, 22, 12, 17, 6]",[1],-182175035
"[1, -33, -53, 1, -61]",[1],-201243598475
"[1, -14, -12, 23, -7]",[1],-6456051
"[1, 48, -6, -6, -39]",[1],-223751995056
"[1, 53, -46, -29, -45]",[1],-672289891176
"[1, -35, -6, 28, -45]",[1],-85695373651
"[1, -60, -20, -11, 10]",[1],-44664173707
"[1, -19, -6, -4, 50]",[1],-9738990284
"[1, -13, -20, -18, -28]",[1],-695751072
"[1, 18, -22, 61, -61]",[1],-10706989803
"[1, 31, -50, 14, -15]",[1],-8831394683
"[1, -48, 1, -32, 27]",[1],-117608756176
"[1, 36, -30, -34, -64]",[1],-268079900080
"[1, 47, 64, 53, 36]",[2],-52474165375
"[1, -36, 61, 29, -16]",[1],32159758537
"[1, -24, -63, -56, -38]",[1],-6452336480
"[1, 64, 35, 56, -14]",[1],-361244042208
"[1, -59, 57, 47, 40]",[1],-840159866668
"[1, 58, -13, 14, -12]",[1],-39504427440
"[1, -39, 61, -37, -49]",[1],-163331304059
"[1, 57, 4, 57, 59]",[1],-1083359885236
"[1, -26, -61, 41, 48]",[1],62054040033
"[1, 64, -59, -31, -58]",[1],-2330615053519
"[1, -21, 28, -19, -43]",[1],-8377383128
"[1, 39, -16, -54, -36]",[1],-79438057056
"[1, -37, -47, 63, 23]",[1],125207486229
"[1, 24, 26, 39, 24]",[1],-2203581243
"[1, -58, 62, 43, -15]",[1],190776831189
"[1, 38, 15, -2, -44]",[1],-100935354928
"[1, -9, 50, -4, -53]",[1],-2736927251
"[1, 48, 53, 60, 3]",[1],-52750093200
"[1, -24, -50, 35, -41]",[1],-56795811883
"[1, 30, -15, 30, -25]",[1],-12257320000
"[1, 4, -8, -19, 59]","[1, 0]",2437973
"[1, 59, 9, 10, 35]",[1],-385089080175
"[1, -33, 8, -33, -19]",[1],-19126184800
"[1, -9, -27, -45, -10]",[1],-227183980
"[1, 7, 53, -52, -53]",[1],-11794645143
"[1, 62, 19, 46, 4]",[1],-80112387568
"[1, -41, 53, -38, -31]",[1],-108082447031
"[1, -53, -1, 22, -15]",[1],-42392533199
"[1, -47, 34, 63, 1]",[2],101527337540
"[1, 16, -61, 0, 34]",[1],10249169440
"[1, 12, -44, 26, -28]",[1],-1850543024
"[1, 32, -12, -5, -28]",[1],-24802892523
"[1, -27, -21, 10, -64]",[1],-75015676588
"[1, -37, -48, -50, -15]",[1],-6014423795
"[1, -48, -40, -28, -52]",[1],-339245439744
"[1, 4, -8, -19, 40]",[1],-2149387
"[1, 56, 57, -9, 7]",[1],-36049622063
"[1, -7, 43, 60, -3]",[1],-2361500343
"[1, -23, 28, 11, 52]",[1],-19259775847
"[1, -25, 31, 62, -41]",[1],19871694881
