coefficients,signature,discriminant
"[1, -5, -14, -5, -9]",[2],-10465456
"[1, 1, -9, -1, -6]",[1],-1145516
"[1, 3, 0, -8, 3]",[2],-36963
"[1, -1, -11, -10, -11]",[2],-2369335
"[1, -10, -13, -5, 11]",[1],-65218975
"[1, -2, 3, 16, -9]",[1],-2869456
"[1, 16, 15, 14, 10]",[1],-64801408
"[1, 15, 9, 7, 11]",[2],-108049243
"[1, -9, 11, -4, 14]",[1],-12576468
"[1, -7, -4, -15, -4]",[1],-6589103
"[1, 10, 7, 12, -11]",[1],-40164496
"[1, 1, 16, 9, -6]",[2],-8711271
"[1, -14, -13, -9, -9]",[1],-74857383
"[1, -1, -12, -6, 9]",[2],482301
"[1, -12, -11, -2, 5]",[1],-19780784
"[1, 3, -4, -6, -9]",[1],-786051
"[1, -1, 1, -3, -15]",[1],-1013931
"[1, -10, -8, -7, 9]",[1],-44920771
"[1, 9, -3, 12, -9]",[1],-19410111
"[1, 8, -14, 11, 10]",[2],-48586411
"[1, 6, -3, 12, 8]",[1],-8852224
"[1, 1, -8, -8, -4]",[1],-183728
"[1, 12, 9, 10, 7]",[1],-11951312
"[1, 7, 7, -5, 12]",[1],-2723884
"[1, 9, 13, 6, 6]",[1],-1517880
"[1, 6, 6, -2, -5]",[1],-84416
"[1, 11, 13, 5, 10]",[1],-17552320
"[1, -14, 14, -4, 11]",[1],-77722672
"[1, -10, 12, 13, 11]",[1],-22364883
"[1, 5, -14, -13, -16]",[1],-46947239
"[1, 7, 0, 11, 4]",[1],-3621127
"[1, 16, 1, 6, 3]",[1],-18105552
"[1, 3, -16, 3, -3]",[1],-3285408
"[1, 9, 8, -11, -16]",[1],-6919119
"[1, 9, -9, -4, 6]",[1],-3690900
"[1, 9, 1, -4, 15]",[1],-35503519
"[1, -7, 10, -1, -15]",[1],-2319004
"[1, -2, -5, 6, -1]",[5],14400
"[1, -14, 6, -14, 1]",[2],-23328000
"[1, -14, -8, -1, -5]",[1],-31867027
"[1, -15, 8, 11, 10]",[1],-141174095
"[1, -13, -7, -5, -10]",[1],-83168140
"[1, -7, -16, 8, 10]",[1],19980276
"[1, -12, 4, 4, -14]",[2],-85732096
"[1, 5, -3, -7, -9]",[1],-2193043
"[1, 2, -6, -4, -7]",[1],-659120
"[1, -15, -15, -12, 3]",[1],-71390295
"[1, 3, -3, 12, 8]",[1],-2662096
"[1, -1, -10, 16, -3]",[1],152013
"[1, 5, -8, -9, 8]",[1],1473657
"[1, 11, -6, 14, -13]",[1],-74345459
"[1, 10, -1, -10, 7]",[1],-8194752
"[1, 12, -5, -1, 12]",[1],-92106847
"[1, 5, -12, -6, -8]",[1],-11658704
"[1, 5, -13, -15, 6]",[1],14746800
"[1, 14, -1, 2, 9]",[2],-87600128
"[1, 4, 11, 14, -13]",[1],-3101104
"[1, 0, -16, -13, 16]",[1],5204917
"[1, -14, -14, 15, -9]",[1],-197693163
"[1, -15, 4, 2, -5]",[1],-28237771
"[1, 1, 7, 16, -16]",[1],-8523584
"[1, -5, 2, 8, -15]",[1],-1146795
"[1, 4, -15, 7, 10]",[1],-4089015
"[1, 12, -1, 6, -5]",[1],-15324912
"[1, -8, 8, -15, -14]",[1],-26362331
"[1, 0, -3, -4, -10]",[1],-320224
"[1, -14, 5, 12, 5]",[1],-18687344
"[1, 5, -15, -11, 7]",[2],15707021
"[1, -8, 8, -3, 11]",[1],-5240075
"[1, 6, 10, -1, 9]",[1],844277
"[1, 8, 9, 16, 5]",[1],-2554416
"[1, 7, 8, 11, -9]",[1],-5437188
"[1, 1, 14, 4, 12]",[1],3731536
"[1, 11, 4, 10, 10]",[1],-31499500
"[1, -13, -15, -8, -11]",[1],-105809143
"[1, 14, 2, 10, 15]",[1],-223919040
"[1, -3, 8, 6, -14]",[1],-2361708
"[1, 9, -6, -4, 15]",[1],-46603755
"[1, 2, 0, 4, 16]",[1],529664
"[1, 10, 10, 16, -1]",[2],-10989488
"[1, 4, 1, -15, 15]",[1],1621305
"[1, 14, -12, -16, -14]",[1],-383092416
"[1, -13, -5, -13, -3]",[1],-20892427
"[1, 6, 16, 5, 2]",[1],366853
"[1, 6, -2, -7, -6]",[1],-1369651
"[1, -8, 11, -16, 6]",[1],-1267104
"[1, 14, 2, 15, 8]",[1],-92123075
"[1, -8, -16, 15, -13]",[1],-105225947
"[1, 3, -16, 4, -4]",[1],-4240176
"[1, -13, 16, 10, -6]",[1],24919540
"[1, 11, -3, -12, -11]",[1],-50588303
"[1, 1, -5, -8, -5]",[2],-24919
"[1, -11, 1, -10, -10]",[2],-47274520
"[1, 8, -11, 3, 10]","[0, 1]",-22724719
"[1, 2, 12, -16, 11]",[1],6502864
"[1, 13, 7, 8, -3]",[1],-13818623
"[1, -2, -13, 13, -7]","[1, 1]",-3197399
"[1, 0, 4, -13, 15]",[1],1110389
"[1, -10, 1, 14, -2]",[1],9207344
"[1, -16, 7, -15, 1]","[1, 2]",-42539671
"[1, -7, -5, -9, 5]",[1],-6607275
"[1, -6, 16, -13, -16]",[1],-1445867
"[1, 4, -6, 7, 5]",[1],-1673771
"[1, 2, 8, 0, 6]","[1, 0]",254784
"[1, -11, -15, 6, 2]",[2],11901128
"[1, 3, -14, 0, -1]",[2],-759115
"[1, 8, 16, -8, 16]",[1],9064448
"[1, -4, 12, -1, -7]",[2],-1350491
"[1, -5, -3, 15, 10]","[1, 0]",403060
"[1, -7, 5, -3, 9]",[1],-2448675
"[1, -11, -3, -13, 7]",[1],-45346675
"[1, 8, 6, 6, -11]",[1],-10881968
"[1, -3, 5, -10, -16]",[2],-2961228
"[1, 8, -3, -12, 2]","[0, 1]",3925472
"[1, -13, -3, -5, -5]",[1],-19356115
"[1, -1, 10, 13, 9]",[1],2149588
"[1, -8, -9, -2, 9]",[1],-16435408
"[1, -16, -2, -16, 2]",[1],-84336128
"[1, -6, -15, -1, 12]",[1],-6560271
"[1, -2, -15, -13, -6]",[1],-1185575
"[1, -3, 0, 2, 2]",[2],-2092
"[1, 16, -13, 14, 6]",[1],-215740800
"[1, -9, 13, -1, -11]",[1],-4000387
"[1, -16, -3, 16, 13]",[1],-197331376
"[1, 16, -4, 4, -15]",[1],-418072064
"[1, 3, -8, 6, -10]",[1],-1984108
"[1, 10, 0, 5, 7]",[1],-14234467
"[1, 11, 13, 8, -8]",[1],-20322784
"[1, 14, -4, 2, 2]",[1],-5478320
"[1, 7, -9, -3, -12]",[1],-26142912
"[1, -4, 1, -9, 4]","[1, 1]",-434983
"[1, -14, -7, 15, 6]",[3],35880177
"[1, -7, 9, 3, -16]",[1],-2043436
"[1, -14, 0, -16, 16]",[1],-327036928
"[1, -7, -6, -16, 7]",[1],-24296139
"[1, -4, 3, 11, -7]",[1],-305231
"[1, 1, -10, -6, -5]",[1],-1012643
"[1, 16, -11, -12, -14]",[1],-562694944
"[1, 13, -12, 6, 1]",[2],-4855811
"[1, 4, -5, 2, -9]",[1],-1949936
"[1, -3, -8, -6, 9]",[1],-2505411
"[1, -14, -9, -15, -10]",[1],-97202695
"[1, -1, 1, 7, 10]",[1],391604
"[1, 7, 1, -9, 13]",[1],-7260571
"[1, 9, -11, -9, -2]",[1],-1912752
"[1, 9, 7, -16, 12]",[1],-14168128
"[1, -2, 8, -3, 16]",[1],357877
"[1, 2, -14, 12, -7]",[1],-1501872
"[1, 5, 9, -4, 12]",[1],2885072
"[1, 14, -11, 10, 16]",[1],-458506768
"[1, -7, 3, 2, 13]",[1],-6942807
"[1, -13, 6, 5, -16]",[2],-139978895
"[1, 2, -15, -4, -3]",[1],-3018928
"[1, 9, -16, -5, 2]","[0, 1]",8604657
"[1, 10, 12, 8, 11]","[1, 0]",-10371888
"[1, -12, -13, 16, -1]",[2],35621424
"[1, -15, -16, -1, 9]",[1],-124282904
"[1, -3, -16, 16, 10]",[1],19602868
"[1, -5, 14, 1, 9]",[1],4442116
"[1, -13, 16, 11, 5]",[1],-28052768
"[1, 16, 8, 9, 10]",[1],-119251451
"[1, 7, -16, 6, 4]",[1],-1985888
"[1, -1, 3, -6, 5]","[2, 1]",19409
"[1, 11, 6, -11, -8]",[3],-1616863
"[1, 0, 11, -15, 5]",[1],33305
"[1, -7, 16, -6, -6]",[1],-132876
"[1, -11, -12, -5, 14]",[1],-137312591
"[1, -7, -2, 2, -11]","[1, 2]",-9930979
"[1, -1, 12, 16, -4]",[1],-8391600
"[1, 12, -14, -12, 7]",[1],45656064
"[1, -3, 3, 6, 8]",[1],484916
"[1, -8, -11, 14, 1]",[2],13977296
"[1, 4, 2, 4, 12]",[1],-336128
"[1, -3, 16, 8, 1]",[2],66293
"[1, 1, 15, -7, 16]",[1],10177844
"[1, 8, 12, 7, -9]",[1],-3370811
"[1, -4, 4, -9, -3]",[1],-323451
"[1, -6, 7, -16, 6]",[1],-1393408
"[1, -14, 12, 7, 9]",[1],-88800403
"[1, -16, 1, -4, -16]",[1],-453071936
"[1, -12, -4, -3, 7]",[1],-34777611
"[1, 6, -9, -11, 14]",[2],-340591
"[1, 3, -9, 3, 11]",[1],-2260363
"[1, 11, 10, -1, 10]",[1],-27656743
"[1, -1, 14, 0, -8]",[1],-6438848
"[1, 10, -2, -1, 14]",[1],-56996851
"[1, 10, -11, 0, 8]",[1],-22144512
"[1, 13, 8, -13, -3]",[1],21442632
"[1, 0, 1, 9, 4]",[1],-116415
"[1, 0, 2, -1, 3]","[0, 1, 1]",3877
"[1, 6, 2, -7, -12]",[1],-2277491
"[1, 9, 12, 13, 1]",[2],-1500368
"[1, -2, -12, 10, -11]",[1],-6803136
"[1, -4, 7, -14, -15]",[1],-4421648
"[1, 15, 12, -16, 14]",[1],-279162796
"[1, 0, 2, 15, -7]",[1],-1942363
"[1, -10, -3, -15, 1]",[2],-17943575
"[1, 3, 6, -8, 12]",[1],2318544
"[1, -10, -11, -7, 5]",[1],-19683191
"[1, -15, -14, 6, -4]",[1],-61497808
"[1, 13, 13, 1, 8]",[1],-36016976
"[1, 8, 1, 3, -5]",[2],-2854495
"[1, -1, 15, -12, 5]",[1],1765481
"[1, -7, 6, 8, 5]",[1],-715235
"[1, -11, -4, -13, 12]",[1],-103970055
"[1, 11, -9, 5, -5]",[1],-9809235
"[1, 13, 11, -10, 8]",[1],-53628364
"[1, 6, 16, 2, 1]","[0, 2]",336704
"[1, -4, 12, -12, 11]","[1, 2]",91904
"[1, -6, 13, 6, 3]",[1],1068096
"[1, -13, 16, -13, -16]",[1],-174981551
"[1, 16, -3, -9, 4]",[1],-9193199
"[1, -16, 5, 10, 9]",[1],-142811568
"[1, 3, 10, -12, 7]",[1],2447253
"[1, 11, 11, -14, -2]",[1],13542408
"[1, 12, 15, 15, 3]",[2],-3562191
"[1, 6, -6, 11, -14]",[1],-11833187
"[1, -13, 0, -4, -7]",[1],-38819003
"[1, 4, -4, 9, -15]",[1],-5034171
"[1, -2, -1, -15, 8]",[2],-2243471
"[1, -7, 11, 0, 10]",[2],-280100
"[1, -1, 9, -10, -6]",[1],-1854760
"[1, -16, 3, -13, 13]",[1],-288564471
"[1, 7, -10, 12, 15]",[1],-59531883
"[1, -12, 10, 0, -5]",[1],-7084800
"[1, 10, -8, 3, 16]",[1],-106503883
"[1, -14, -15, 12, -1]",[2],16885328
"[1, -16, 16, -2, -15]",[1],-253357232
"[1, 2, -16, -4, 8]",[1],7824640
"[1, 16, -9, 14, -2]",[1],-36202432
"[1, 9, -4, 15, 6]",[1],-29100063
"[1, 1, 13, 13, 10]","[1, 0]",2213492
"[1, 14, 0, -5, 1]",[2],302189
"[1, 14, 12, 1, -16]",[1],-175813227
"[1, 9, -9, 3, -13]",[1],-48250939
"[1, 7, 12, -1, -15]","[0, 1]",-259808
"[1, 8, -7, -13, -7]","[0, 1]",-9253247
"[1, -11, 0, -5, -16]",[2],-105342503
"[1, -4, 6, -12, -7]","[1, 2]",-1159168
"[1, 10, -2, -8, 11]",[1],-29005616
"[1, -7, -6, -8, -12]",[1],-13493552
"[1, -10, -5, -16, 8]",[1],-61303040
"[1, -12, 0, 4, -11]",[1],-66382592
"[1, 0, 16, -1, 15]","[2, 1]",9237989
"[1, -8, -12, 3, 7]",[2],-1638923
"[1, 5, 6, -2, -12]",[1],-195152
"[1, 11, 11, 0, -5]",[1],-3460535
"[1, 4, -11, 3, -6]",[1],-2723031
"[1, 11, 3, -10, -8]",[1],-10803564
"[1, 5, 4, 4, 2]",[1],-15148
"[1, -6, 10, -15, -4]",[1],-1574371
"[1, 1, 16, 4, -13]",[2],-18938483
"[1, 4, 11, 0, 14]",[1],3366496
"[1, -16, 4, 2, 7]",[1],-83352496
"[1, 15, 9, -3, 11]",[1],-150445003
"[1, -16, 7, -10, -16]",[1],-477654176
"[1, 11, 5, -15, -16]",[1],-34525868
"[1, 2, -6, -2, 13]",[1],-297472
"[1, -13, 5, 1, -2]",[1],-2098368
"[1, 4, -15, -4, 16]","[1, 0]",5749952
"[1, -5, -11, -6, -16]",[1],-18858444
"[1, 4, 15, 3, -16]",[1],-9177007
"[1, -4, -2, -8, -7]",[1],-920320
"[1, 4, -1, -15, -12]",[2],-2319
"[1, -4, 7, -6, 12]",[1],243360
"[1, -10, 3, 0, -7]",[1],-11190928
"[1, 8, 0, -4, -14]",[1],-20964096
"[1, 8, 15, -2, 10]",[1],96512
"[1, 10, 14, 6, -8]",[1],-8009648
"[1, -13, 5, -14, 10]",[1],-66995064
"[1, 2, -11, -4, -16]",[1],-11257088
"[1, -6, -2, 16, 6]",[1],1931840
"[1, 14, -2, 7, -3]",[1],-11622299
"[1, -12, -15, 1, -2]",[1],-10402727
"[1, 16, 6, 10, -12]",[1],-286916656
"[1, -9, -12, -3, -11]",[1],-42506600
"[1, -14, -3, 3, 14]",[2],-210745903
"[1, -13, 1, 6, 16]",[1],-188723596
"[1, 10, 8, -7, 6]",[1],-8872971
"[1, -12, 6, -10, -15]",[1],-131770800
"[1, 3, -2, 6, -5]",[1],-213075
"[1, 7, -3, -8, 10]",[1],-5076756
"[1, -7, 9, -12, 13]",[1],-1983407
"[1, 14, -14, -11, 5]",[1],51224789
"[1, -15, -3, 5, 16]",[1],-353397200
"[1, 7, -15, -9, -9]",[1],-40338243
"[1, 9, 5, 12, 2]",[1],-3399412
"[1, 5, 11, -4, 6]",[1],1691212
"[1, -4, -15, -1, 14]",[1],-123143
"[1, -11, -8, 3, -15]",[1],-136922328
"[1, 14, -16, 7, 2]",[1],-15009931
"[1, -7, -14, 10, -11]",[1],-48340915
"[1, 16, 3, 6, 9]",[1],-128350224
"[1, -2, -6, 3, -4]",[1],-264595
"[1, -3, 10, 9, -11]",[1],-5195700
"[1, -9, -12, 9, 10]",[3],3753049
"[1, -13, 16, 9, 5]",[2],-28664136
"[1, -6, -13, 10, -1]",[3],1491264
"[1, 2, -6, 2, 5]",[1],-161024
"[1, -4, -4, -1, -11]",[2],-2608731
"[1, 2, 12, 10, 16]","[1, 1]",684752
"[1, 0, 5, -10, -2]",[1],-498848
"[1, -11, -11, 13, -8]",[1],-60232864
"[1, 10, -9, -16, -6]",[1],-10878080
"[1, -15, 16, 6, -7]",[2],7155629
"[1, -5, -8, 6, 13]",[1],-2898763
"[1, -10, -1, -12, -8]",[1],-24924800
"[1, 9, -9, -16, 10]","[1, 0]",19420924
"[1, -9, 11, 2, -16]",[1],-11693388
"[1, 11, 9, -9, 11]",[2],-41017027
"[1, 3, -13, 9, 16]",[1],-11291328
"[1, -4, 10, 12, 4]",[1],651008
"[1, 7, -9, 9, -6]",[1],-2194668
"[1, 3, -4, -6, -15]",[1],-2432643
"[1, 16, -8, -11, -7]",[1],-126855851
"[1, 16, 1, -16, 2]",[1],54458912
"[1, 13, 4, -4, -11]",[1],-73639987
"[1, 8, -4, -15, 16]",[1],-15372443
"[1, 1, -6, 13, -15]",[1],-1063876
"[1, 8, -15, -8, 13]",[3],8547152
"[1, 3, -16, -7, -4]",[1],-5918655
"[1, 0, 14, -1, -15]","[2, 3]",-15769883
"[1, -12, 15, 10, 12]",[1],-73046880
"[1, -3, 15, 10, 15]",[1],17935425
"[1, 2, 7, -16, -14]",[1],-8511616
"[1, 6, 12, 11, -7]",[1],-439267
"[1, 8, -11, -12, -9]",[1],-31456080
"[1, -2, -14, -14, 10]",[1],-5928496
"[1, -10, -9, -7, -11]",[1],-38902599
"[1, 11, -6, 16, -5]",[1],-25151539
"[1, 1, -13, 15, 15]",[1],-7679715
"[1, 16, 11, 1, -3]",[1],-11019719
"[1, 4, 7, 16, -8]",[1],-2657920
"[1, -3, -10, -9, 10]",[1],-5157279
"[1, 3, 11, -8, -3]",[1],-2048111
"[1, 8, -14, -13, 6]",[1],28694453
"[1, -2, -16, 3, -12]",[1],-20888907
"[1, 2, -15, -10, 1]",[2],2735424
"[1, 1, -16, 11, 4]",[3],2878497
"[1, -3, 2, 10, -13]",[1],-178899
"[1, 13, 12, -7, -6]",[2],3951553
"[1, 1, 1, 11, 1]",[2],-362875
"[1, -2, -3, 5, -2]","[2, 1]",-2767
"[1, 5, 6, 2, 9]",[1],42341
"[1, -5, -4, -9, 2]",[2],-1290575
"[1, 11, 13, -15, -7]",[1],22198413
"[1, 14, 15, 3, -3]",[1],-4703103
"[1, 1, 13, -7, -13]",[1],-12469459
"[1, 1, 5, 1, -1]",[2],-11675
"[1, -7, 14, -13, -15]",[1],-3911036
"[1, 16, -11, -4, -14]",[1],-501551392
"[1, -3, 10, 12, 13]",[1],6827661
"[1, 6, -5, 8, -6]",[1],-1734400
"[1, -7, 7, -13, 13]",[2],-3872011
"[1, -14, 8, 5, 7]",[1],-51726339
"[1, 2, -9, -16, -13]",[1],-1795856
"[1, 9, -9, -5, -2]",[1],-2728076
"[1, 15, 5, 4, 2]",[1],-3614004
"[1, 3, -8, 12, -10]",[1],-930316
"[1, 4, 6, -2, 7]",[1],407376
"[1, 9, 5, 10, 10]",[1],-11208200
"[1, -10, 2, 7, 14]",[1],-46306771
"[1, 11, 14, -6, 1]",[2],-833243
"[1, 2, 11, 16, -10]",[1],-6625408
"[1, -10, 14, -3, -16]",[1],-23466995
"[1, 5, -4, 3, -7]",[1],-1585592
"[1, 11, -3, 9, 13]",[1],-93248411
"[1, 3, 2, -11, -10]","[0, 2]",-309423
"[1, -8, 6, -2, 9]",[1],-4631728
"[1, 13, 13, 16, 10]",[1],-25573300
"[1, 6, 14, -10, 1]",[2],-489728
"[1, -3, 3, -15, 11]",[1],-1005691
"[1, -2, -14, 10, 4]",[2],4135760
"[1, 5, 7, 14, -3]",[1],-1173871
"[1, -2, -16, -5, 7]",[2],4134813
"[1, -12, -5, 0, -5]",[1],-17110800
"[1, 15, -7, -16, -6]",[1],-36482516
"[1, -15, 16, -13, 7]",[1],-15741148
"[1, 7, 12, 10, -10]",[1],-2283980
"[1, 4, -8, 0, -5]",[1],-1361920
"[1, -3, -11, -5, -3]",[1],-472387
"[1, 11, 9, 14, -8]",[1],-42434604
"[1, -9, -15, 1, -3]",[1],-10161531
"[1, 5, -11, -15, -13]",[1],-18718107
"[1, -14, 7, -8, 7]",[1],-32117392
"[1, -6, 16, -11, 7]",[1],406301
"[1, 5, 9, -9, -2]",[1],-890672
"[1, -16, 0, 8, -5]",[1],-34884864
"[1, 6, -5, -9, -10]",[1],-7022071
"[1, -13, 9, -3, -7]",[1],-31110547
"[1, 4, -12, 14, 13]",[1],-22313776
"[1, -6, -12, 13, -1]",[2],4160525
"[1, -7, -12, 8, 8]",[1],6562624
"[1, 7, -16, 7, -5]",[1],-5484324
"[1, 10, -7, -6, 4]",[1],-69776
"[1, -3, -7, -11, 4]",[1],-2166368
"[1, 4, 2, 3, 6]",[2],-106683
"[1, 2, 14, -4, -6]",[1],-5148608
"[1, -3, -13, -8, 16]",[1],-9802880
"[1, 15, 12, 5, -16]",[1],-285575359
"[1, -2, -14, 9, 10]",[1],6346397
"[1, -3, 1, -11, -10]",[1],-1593836
"[1, -6, 5, -12, 10]",[1],-1877184
"[1, 13, 2, 15, 7]",[1],-59786744
"[1, 0, 12, -3, 3]",[1],818613
"[1, 11, -1, 8, 1]",[2],-3613239
"[1, -10, 11, -10, -10]",[1],-24619760
"[1, -16, 0, 12, -10]",[1],-143553280
"[1, -3, -13, -2, 12]",[1],-329948
"[1, -4, -15, 6, 1]",[3],2284240
"[1, 0, -2, -13, -4]",[1],-596651
"[1, 13, -6, -11, 9]",[1],-31589428
"[1, -10, 3, 4, -6]",[1],-6561536
"[1, 3, -9, 6, 12]",[1],-4298076
"[1, -2, -1, -5, -10]",[1],-529895
"[1, 13, 0, -2, 11]",[2],-92338763
"[1, -1, 9, 9, 3]",[1],208845
"[1, -8, 9, -4, -10]",[1],-5264352
"[1, 4, -7, 4, -11]",[1],-3705264
"[1, -13, -11, 12, -1]",[2],14270289
"[1, 4, -14, 1, 14]",[1],-2099051
"[1, -13, -5, -8, -16]",[2],-211548928
"[1, -10, -2, 13, -11]",[1],-28649371
"[1, 10, 7, 0, -16]",[1],-44388864
"[1, -12, -6, 5, -5]",[1],-21845435
"[1, -15, -13, 8, -10]",[1],-269012820
"[1, 4, -15, -7, 13]",[1],10851737
"[1, -15, -3, -9, 5]",[1],-56964019
"[1, -2, -14, 9, -8]",[1],-7242739
"[1, 0, -6, 1, 11]","[2, 2, 0, 0]",2597
"[1, -11, -6, -8, 13]",[1],-108595971
"[1, 15, -11, 3, -15]",[1],-378664611
"[1, 9, 4, 11, -2]",[1],-4786207
"[1, 12, -16, -12, -9]",[1],-154656000
"[1, -5, -10, 14, -6]",[1],-2797548
"[1, -6, -2, -2, 4]",[1],-842800
"[1, -16, 5, 4, -7]",[1],-65927728
"[1, 15, 4, -6, -8]",[1],-64180368
"[1, -6, 12, -11, 14]",[1],174101
"[1, -14, -11, -5, -7]",[1],-53253959
"[1, 6, 7, -5, 13]","[1, 1]",575825
"[1, 10, -7, -8, -2]",[1],-1253568
"[1, 14, 16, 2, 12]",[1],-103117360
"[1, -1, -1, 8, -16]",[1],-690176
"[1, 1, 16, -5, -11]",[1],-17466184
"[1, -5, 14, -10, -9]",[1],-919131
"[1, 10, -1, -9, 2]",[2],2030257
"[1, 2, 7, -15, -14]","[2, 1]",-7466503
"[1, -13, -1, -5, 1]",[2],-2179323
"[1, -7, 2, -1, 1]",[2],-44508
"[1, -3, 5, 6, -11]",[1],-430047
"[1, 5, 1, 3, -11]",[3],-2383579
"[1, 12, -9, -6, 10]",[1],-45712256
"[1, 9, 16, -14, -14]",[1],4113620
"[1, -11, 0, 13, -2]",[2],9697617
"[1, 7, 1, -16, 13]",[1],-3911911
"[1, -13, -8, 1, -9]",[1],-85988828
"[1, 3, -5, -12, 8]",[2],45296
"[1, 11, 13, -7, 1]",[2],-414931
"[1, 16, -15, 0, -11]",[1],-331765808
"[1, 12, -8, -15, -11]",[1],-104809851
"[1, -3, 1, -12, 16]",[1],-1379952
"[1, 4, -16, 15, 13]",[1],-25380539
"[1, 1, -15, 13, 7]",[1],933093
"[1, -11, -4, 10, 1]","[3, 1]",6623517
"[1, 8, 14, 4, -4]",[2],-15616
"[1, -6, -1, -14, -11]",[1],-9418496
"[1, 9, 15, -4, 16]",[2],-11351408
"[1, 15, 12, 5, 12]",[1],-126986103
"[1, -2, 13, 14, 3]",[1],-490304
"[1, 1, 6, 12, 8]","[0, 1]",124160
"[1, 0, 5, -1, -11]","[2, 1]",-846383
"[1, -11, -1, 4, -3]","[1, 0]",-3555911
"[1, -10, -8, 11, 16]",[1],-51096811
"[1, 1, -9, -9, 9]","[2, 2]",126117
"[1, 0, 14, 6, 4]",[1],1933776
"[1, 14, 0, -2, 5]",[1],-25700544
"[1, -13, -8, -5, -15]",[1],-200498720
"[1, -7, 3, -2, -14]",[2],-10348600
"[1, -16, 13, 7, 12]","[0, 1]",-263066159
"[1, 8, -14, -9, 1]","[3, 1]",7852901
"[1, -13, -5, -10, 4]",[1],-33739708
"[1, -8, 10, -8, 14]",[1],-5339648
"[1, -5, -5, -5, -4]",[1],-387884
"[1, -7, 12, -13, 13]",[1],-637416
"[1, -11, 13, 9, 14]",[1],-57817644
"[1, 16, -6, -5, -9]",[1],-181677163
"[1, -13, -8, 1, 5]",[1],-20270728
"[1, 15, 11, -12, 7]",[1],-78147063
"[1, 9, -8, 16, -3]",[1],-12119635
"[1, 4, 4, 4, 2]","[2, 3]",-2816
"[1, -4, 10, -9, -8]",[1],-558091
"[1, 3, -4, 15, 10]",[1],-6141375
"[1, 8, -5, 13, 5]",[1],-15719623
"[1, 5, -4, -10, -4]",[1],-107936
"[1, 13, 14, -10, -4]",[1],19103792
"[1, -4, 15, 3, -7]",[1],-5582047
"[1, -1, -8, -15, 6]",[1],-3408471
"[1, -9, -4, -14, 12]",[1],-59029664
"[1, -2, 16, 12, 2]",[1],-236736
"[1, -1, 16, 6, 9]",[1],8257869
"[1, 3, -13, 4, -16]",[1],-17026800
"[1, -5, -14, -9, 3]",[1],-1902816
"[1, -9, 0, 9, 12]",[1],-21351087
"[1, 10, 16, -14, 5]",[1],-4366016
"[1, -11, -16, 12, 2]",[1],38006164
"[1, -12, -6, 16, -6]",[1],-9580032
"[1, -6, 6, 11, 5]","[1, 0]",88421
"[1, 15, -6, 6, 6]",[1],-73781388
"[1, -9, 9, -10, 7]",[1],-2333903
"[1, 2, -13, 14, 10]",[1],-6633648
"[1, 6, -6, -13, 1]",[2],3257509
"[1, -10, -3, -15, -8]",[2],-29450543
"[1, -4, -8, 8, -3]",[1],-509440
"[1, 7, -8, -6, -10]",[1],-17982828
"[1, 16, -11, -6, 6]",[1],-28961568
"[1, -1, -3, 3, -10]",[1],-356908
"[1, 15, 11, 3, -8]",[1],-71295948
"[1, 5, 10, 2, 8]",[1],651040
"[1, 0, -4, 13, -13]",[1],-424203
"[1, -13, -13, 7, 12]",[1],-71378988
"[1, 9, 5, 7, -15]","[0, 1]",-36467675
"[1, -6, 9, 6, -5]",[1],-196160
"[1, -12, 5, 13, 5]",[1],-7118823
"[1, -15, 13, 7, -7]",[2],-2479883
"[1, 12, -6, 0, -12]",[1],-101385216
"[1, 11, 5, 2, -2]",[1],-1579608
"[1, 15, 6, 5, -3]",[1],-16313292
"[1, -10, 7, 13, 16]","[0, 1]",-50169343
"[1, -10, 13, 12, 4]",[1],-3506176
"[1, -15, -6, 14, 7]",[2],5967157
"[1, -16, 9, 4, -16]",[1],-321288768
"[1, 15, -10, 8, 15]",[1],-468434267
"[1, -16, -6, 8, -11]",[1],-272941056
"[1, -13, 6, 7, -7]",[1],-16644852
"[1, -5, -11, 2, 5]",[1],859409
"[1, 1, -12, 16, 13]",[1],-8041491
"[1, -15, -10, 8, 12]",[1],-151271984
"[1, -15, -11, 4, -7]",[1],-115627847
"[1, -11, -16, -15, -12]",[2],-44805399
"[1, -6, -3, 11, 2]",[1],1289345
"[1, -13, -1, 9, 6]",[1],-19731084
"[1, -11, 3, -7, -3]",[1],-6141299
"[1, -11, -6, -13, -11]",[1],-52234348
"[1, -13, -10, -14, 7]",[1],-125900523
"[1, -2, -3, 13, -4]",[1],-224735
"[1, -7, 4, -1, -2]",[1],-177535
"[1, 13, -16, 3, 2]",[1],-2423423
"[1, 9, 5, 6, -8]",[1],-11148012
"[1, 3, 13, 13, -8]",[1],-3670540
"[1, 8, -3, 2, -14]",[1],-27776736
"[1, 8, 8, -6, 1]",[3],-37808
"[1, 8, 4, -3, -3]",[1],-331659
"[1, -14, -6, -5, -15]",[2],-254620075
"[1, 6, -16, -11, 12]",[1],27151381
"[1, -13, 15, -16, -12]",[1],-140756512
"[1, 14, 8, 9, 4]",[1],-9050459
"[1, -15, 9, -16, 2]",[1],-34462228
"[1, 0, 13, 3, -12]",[2],-9324543
"[1, -6, -8, 6, -11]",[1],-14323392
"[1, -16, 7, 12, -8]",[1],-22392640
