coefficients,signature,discriminant
"[1, -6, -1, -15, 2]",[1],-5159383
"[1, 8, 9, -10, 11]",[1],-5008208
"[1, -12, -15, 10, 6]",[1],38630304
"[1, 3, -9, -2, -2]",[1],-422312
"[1, 10, -5, 4, -12]",[1],-46716160
"[1, -1, 1, -6, 9]",[1],101817
"[1, 6, 9, 12, -16]",[1],-6370816
"[1, -6, -2, 5, 6]",[1],-1042483
"[1, -15, -12, 10, -14]",[1],-470741900
"[1, 6, 16, -4, 5]",[1],4024144
"[1, -15, 11, -16, -8]",[1],-167756000
"[1, 16, -7, -9, 4]","[1, 0]",3853441
"[1, -11, 7, 1, 16]",[1],-74013100
"[1, -5, -11, -11, -14]",[1],-9185728
"[1, -8, 7, 8, 11]",[1],-6993616
"[1, 13, -11, 13, -5]",[1],-15599059
"[1, -8, -2, -9, 2]",[1],-2910267
"[1, 12, -9, 3, -9]","[1, 0]",-57053727
"[1, 1, -12, -16, -7]",[1],-566379
"[1, -14, -4, 1, 14]",[1],-220829723
"[1, 13, -16, 2, -12]",[1],-196932192
"[1, 7, 9, 12, -7]",[1],-3872407
"[1, 4, 13, 5, 2]",[1],238841
"[1, 14, 7, -4, 16]",[1],-234390400
"[1, -7, -7, -6, 11]",[1],-19617383
"[1, -10, 16, 14, 14]",[1],-24259760
"[1, 15, 4, 9, -9]",[1],-128713788
"[1, 1, -6, -12, 12]",[1],-1068336
"[1, 13, 15, -3, 3]",[1],-11095083
"[1, -7, -9, -12, -5]",[1],-1840415
"[1, -9, -10, 14, -11]",[1],-53196803
"[1, 1, -13, 6, -13]",[1],-8601023
"[1, -10, 16, -3, 4]",[1],-2482699
"[1, 8, -5, 8, 12]",[1],-32045632
"[1, 4, -4, 3, -13]",[1],-3684299
"[1, 3, 15, -9, -9]",[2],-13835691
"[1, 10, 8, 13, -14]",[1],-59446971
"[1, -2, 11, 0, 6]",[1],988032
"[1, 8, -7, -3, -2]",[1],-1390847
"[1, -13, 8, 8, 2]",[1],-2805548
"[1, 12, 10, -16, 1]",[3],16319744
"[1, 3, -4, -7, -14]",[1],-1916663
"[1, -5, 10, -11, -5]",[1],-300232
"[1, -16, 14, 9, 13]",[1],-318268475
"[1, -7, 7, -7, -9]",[1],-3938995
"[1, 3, 15, -6, -2]",[1],-2723288
"[1, -16, -2, 14, -8]",[1],-83964208
"[1, -16, 14, 11, 8]",[1],-144591947
"[1, -16, -16, 5, -11]",[1],-422785515
"[1, -14, -12, -11, -10]",[1],-87839051
"[1, -5, 15, -9, 12]",[1],1750356
"[1, 12, -5, -14, -11]",[1],-80551312
"[1, -5, 12, -8, 7]",[1],178821
"[1, -5, 2, -10, -7]",[1],-1936363
"[1, -15, 12, 10, 14]",[1],-270896044
"[1, 9, -6, -1, 5]",[1],-5240524
"[1, -4, -11, -14, 10]",[1],-15376864
"[1, -3, -4, 5, 3]",[2],40396
"[1, -3, 14, 4, 3]","[0, 1]",1874317
"[1, 5, -15, 5, -3]",[1],-2130187
"[1, 2, 10, -4, -7]",[1],-2038448
"[1, -3, 15, 2, -6]",[1],-5223528
"[1, 6, 14, -10, 7]",[1],5526592
"[1, 2, -1, -11, 10]","[2, 0]",91449
"[1, 1, -9, 16, -4]",[1],-608000
"[1, -9, -6, 4, 3]",[1],-430947
"[1, 10, -12, 4, 9]",[1],-40907056
"[1, 15, -1, -3, 8]",[1],-87119536
"[1, 12, -6, 10, -8]",[1],-35652272
"[1, 15, -16, -1, 16]",[1],-392973023
"[1, -1, 9, -6, -9]",[1],-2115207
"[1, 8, 4, -14, -3]",[1],3699280
"[1, -7, -1, -1, 4]",[1],-1186608
"[1, 8, -6, -5, -13]",[1],-33326667
"[1, 1, 6, -5, 9]",[1],404996
"[1, 14, 10, -6, 10]",[1],-101617456
"[1, -13, 14, 8, 5]",[1],-26601011
"[1, 7, 3, 6, -12]",[1],-9276444
"[1, 3, 0, 10, -9]",[1],-1159731
"[1, -14, -7, 4, 12]",[1],-153241088
"[1, 13, -15, 8, 16]",[1],-365075968
"[1, 14, 5, -1, 16]",[1],-233391735
"[1, -5, 8, -8, -3]",[1],-122051
"[1, 2, -6, 4, 15]",[1],-1647536
"[1, -5, -14, 7, 7]","[0, 1]",8073632
"[1, 3, 4, -8, 8]",[1],716608
"[1, -2, -5, 1, -1]",[2],-21575
"[1, -13, 13, -7, 4]",[1],-3423724
"[1, -8, -9, -5, 3]",[1],-3402679
"[1, 12, 9, 8, 15]",[1],-71739216
"[1, 0, 5, -9, 10]",[1],401553
"[1, 16, 4, 14, -16]","[1, 0]",-527379376
"[1, 5, 0, 13, 14]",[1],-7275663
"[1, -1, -9, 6, -2]",[1],-137192
"[1, 16, -16, 5, -8]",[1],-135681003
"[1, -6, 8, -7, -15]",[1],-3721283
"[1, 10, 13, 7, -5]",[2],-4876039
"[1, -15, 1, 7, 11]",[1],-159468083
"[1, -3, -11, 11, 7]",[1],3384221
"[1, 12, 1, 5, -10]","[1, 0]",-57506375
"[1, -14, 10, -13, -5]",[1],-58740859
"[1, -4, -13, 8, -10]",[1],-14496800
"[1, 11, 3, -7, -14]",[1],-57025836
"[1, 6, -3, 12, 7]",[1],-7632752
"[1, 4, 14, -16, 4]",[1],64512
"[1, 6, 6, -1, 3]",[1],-105867
"[1, 15, 13, 15, -1]",[2],-36916939
"[1, 12, -2, -1, -6]",[1],-22049803
"[1, -12, -9, 12, -14]",[1],-189872672
"[1, 16, -8, 3, -11]",[2],-236632843
"[1, 15, -2, 13, -15]",[1],-334320604
"[1, -14, -13, 5, 9]",[1],-55059231
"[1, -3, 4, 6, 8]",[1],606320
"[1, 8, 11, 12, -4]",[1],-3133952
"[1, -8, -15, -14, -6]","[0, 1]",-1283872
"[1, -14, 7, 1, 3]","[1, 0]",-9129487
"[1, -14, 3, -8, 9]",[1],-74707600
"[1, -10, 12, 7, -12]",[1],-2107787
"[1, -10, 7, -13, -13]",[1],-54911519
"[1, -2, -5, 10, 6]",[2],-130096
"[1, 4, -3, -12, 5]",[3],195152
"[1, -3, 2, -5, -1]",[2],-25896
"[1, -8, 15, 5, -5]","[0, 1, 2]",26825
"[1, 15, -15, -14, 14]",[3],-24756088
"[1, -9, -16, 2, -8]",[1],-50320784
"[1, -7, 13, 14, -15]",[1],-5365543
"[1, 6, -14, 0, -10]",[1],-23619520
"[1, 8, -13, -8, -8]",[1],-33913728
"[1, 13, -4, 6, 5]",[1],-29428811
"[1, -8, -8, 1, -11]",[1],-26846875
"[1, 8, -6, -7, -13]",[1],-33791963
"[1, 4, -16, -10, -3]",[1],-3663408
"[1, -13, 16, -12, -2]",[1],-12911980
"[1, 10, -11, 13, 6]",[1],-48396823
"[1, 0, 7, -4, 4]",[1],105344
"[1, -16, -9, -3, 16]",[1],-565797479
"[1, 10, 10, 10, 6]",[1],-2438704
"[1, 6, 13, -6, 3]",[1],1068096
"[1, 6, 5, 10, 2]",[1],-413520
"[1, 4, -11, 1, 14]",[2],-5070551
"[1, -12, 16, -5, -12]",[1],-39420139
"[1, -3, -7, -5, 10]",[1],-2333360
"[1, 16, -9, 14, -13]",[1],-277382448
"[1, -11, -5, 0, -2]",[1],-2085556
"[1, 12, -12, 7, 16]",[1],-254882075
"[1, -2, -3, 9, -11]",[1],-184775
"[1, -2, 3, 6, -13]",[1],-483520
"[1, 1, 16, -6, 12]",[1],10373472
"[1, 10, 11, 12, 16]",[1],-23531648
"[1, -13, -2, 0, -6]",[1],-29621196
"[1, 1, -4, 2, -11]","[3, 2]",-700443
"[1, 7, -5, 6, 13]",[1],-22190503
"[1, -10, 9, 2, -4]",[1],-814928
"[1, -14, -14, -13, 15]",[1],-503464187
"[1, 1, 15, -15, 2]",[1],-2250400
"[1, -7, 10, -16, 9]",[1],-982507
"[1, -15, 11, -8, 3]",[2],-3827207
"[1, -4, 9, -12, -15]",[1],-2943216
"[1, 1, -4, 15, -12]",[2],-1038471
"[1, -9, -6, -15, 3]",[1],-21478824
"[1, 15, -12, -4, -10]",[1],-229270540
"[1, -13, 14, 5, 10]",[1],-72465855
"[1, -7, -3, 5, -16]",[1],-23122256
"[1, 3, -12, -2, -1]","[2, 0]",-464467
"[1, -13, -10, -1, 16]",[1],-257225871
"[1, -4, -8, 5, 14]",[1],-1935851
"[1, 14, -14, -13, -14]",[1],-437047939
"[1, -6, -16, 15, -12]",[1],-52686939
"[1, -6, 5, 16, 5]",[2],-144048
"[1, -14, 12, -16, 13]",[1],-78485296
"[1, 1, -6, 14, -9]",[2],-301163
"[1, 3, -1, 2, -6]",[2],-215288
"[1, -10, -10, -9, -8]",[1],-16261619
"[1, -2, 3, -5, 14]",[1],429529
"[1, -3, 4, 4, 13]",[1],1327037
"[1, 12, 14, -14, -11]",[1],27145552
"[1, 4, 7, 11, 12]",[1],29905
"[1, -15, -3, 1, 10]",[1],-143793644
"[1, 16, -15, -3, -9]",[1],-264423663
"[1, -13, -11, 6, 2]",[2],8002776
"[1, 2, 11, -12, 15]",[1],7622256
"[1, 9, -7, -5, 4]",[1],-472076
"[1, 3, 5, 7, -1]",[2],-39075
"[1, 13, 6, -12, 16]",[1],-180264128
"[1, -8, -16, 10, -12]",[1],-92044976
"[1, -8, -1, 7, -9]",[1],-8730695
"[1, -6, 8, -16, -13]",[1],-8759088
"[1, 4, 9, 2, 10]",[1],764384
"[1, 11, 6, 4, -9]",[1],-28311755
"[1, 11, 11, 8, -11]",[1],-39940767
"[1, 12, -3, -15, 11]",[1],-32624743
"[1, 1, -11, -3, -5]",[1],-1667323
"[1, 9, -4, -8, 9]",[1],-10953707
"[1, -9, 9, 15, 2]",[1],2458292
"[1, 4, 11, -5, 6]",[1],2030017
"[1, 10, -15, 8, 10]",[1],-70163392
"[1, -2, 7, -5, 6]","[1, 0, 1, 0, 0]",11417
"[1, 0, 4, 5, 11]",[1],273109
"[1, 10, -7, 5, -8]",[2],-19870983
"[1, -14, 14, 4, 3]",[1],-15225392
"[1, 9, 6, -14, 15]",[2],-24859899
"[1, 7, -5, -5, 9]",[1],-5258923
"[1, -7, -2, -1, -14]",[1],-16352863
"[1, -4, 5, 0, -9]",[2],-90576
"[1, -14, -9, -13, -3]","[0, 1, 0]",-18629879
"[1, 5, 4, 12, 4]",[1],-660400
"[1, -3, -15, -9, 12]",[1],-4747788
"[1, 8, 12, -16, -4]",[3],458752
"[1, -5, 13, -16, -6]",[1],-890036
"[1, 14, -16, 12, -9]",[1],-60470064
"[1, -12, 6, 12, 5]","[0, 1]",-10153984
"[1, -11, -14, -4, 10]",[1],-68318764
"[1, 13, -6, -12, 3]",[2],19611693
"[1, -10, 3, 14, 12]",[1],-28271344
"[1, 6, 11, -6, -11]",[3],-873216
"[1, 8, 7, 5, -8]",[1],-5131639
"[1, 5, -3, 3, 13]",[1],-5235827
"[1, -1, -9, 16, 5]",[1],-1101519
"[1, 8, 3, -11, 9]",[1],-5609543
"[1, 6, -15, -5, 8]",[1],8819609
"[1, -14, -5, 0, 7]",[1],-57052240
"[1, 1, -4, -7, -12]",[1],-479583
"[1, 13, -7, 14, 2]",[1],-41112952
"[1, -11, 0, -15, -1]",[2],-19599268
"[1, 16, 9, -7, 7]",[1],-96281311
"[1, 15, -11, 2, 6]",[1],-63988408
"[1, 0, 15, 15, -11]",[1],-22485911
"[1, 0, 14, 13, -16]",[1],-25382955
"[1, -1, 5, -11, -1]",[2],-418075
"[1, 6, 1, 9, -7]",[1],-2961367
"[1, -11, -1, 9, -9]",[1],-29612187
"[1, 0, -5, -13, -2]",[1],-478135
"[1, 11, -1, 5, -13]",[1],-70933523
"[1, 7, 12, -11, 13]",[1],5838264
"[1, 7, 15, 15, 8]","[1, 1]",-13036
"[1, -14, 2, 12, -15]",[1],-177770928
"[1, -4, 3, -6, -7]",[1],-518224
"[1, -10, 1, 9, -13]",[1],-35747175
"[1, 8, -4, 4, 2]","[0, 1]",-1141504
"[1, -6, -1, 4, -13]",[1],-6693456
"[1, -1, -2, -16, -6]",[1],-1635724
"[1, 15, -9, -15, 2]",[1],70303028
"[1, -12, 15, -16, -6]",[1],-42589152
"[1, -6, -2, -7, -15]",[1],-12058843
"[1, -10, 3, 12, -7]",[2],-428368
"[1, 0, -7, 8, 15]",[2],-961424
"[1, 13, 1, -9, 7]","[1, 0]",-32263171
"[1, 15, 1, 12, -4]",[1],-47472688
"[1, 8, 16, -15, 2]",[1],-764763
"[1, 8, -5, -2, -1]",[3],-288688
"[1, 15, 5, 12, 5]",[1],-36392047
"[1, 7, -4, -8, -15]",[1],-22378715
"[1, -7, 12, -5, -8]",[1],-435919
"[1, 1, -14, 0, 11]",[2],3939837
"[1, -8, 7, -13, -4]",[1],-5879575
"[1, -5, -16, -4, -13]",[1],-30351043
"[1, -1, -2, -8, -16]",[2],-1440256
"[1, 10, -8, 1, 7]",[2],-18765811
"[1, -7, -13, 9, -6]",[1],-16352400
"[1, -14, 14, 11, 8]",[1],-80851315
"[1, -11, 10, -3, 2]",[2],-704007
"[1, -2, 5, -7, 2]","[0, 2]",-7087
"[1, 8, -9, -11, 2]","[0, 1]",7431561
"[1, -2, 8, 2, 15]",[1],1324032
"[1, -11, 3, 7, 16]",[1],-89254656
"[1, 14, 12, -13, 13]",[1],-179396451
"[1, -3, 1, 5, -7]",[2],-13619
"[1, 2, 7, 11, 9]",[1],74825
"[1, -6, -6, 10, -10]",[1],-8215600
"[1, -16, 8, 5, 4]",[1],-33391851
"[1, -16, -9, 5, 2]",[1],3797113
"[1, -12, -2, 13, -4]",[1],3624325
"[1, -10, 8, -13, -7]",[1],-23080403
"[1, -11, 5, 16, -14]",[1],-15848628
"[1, -8, -1, 1, -15]",[1],-27645767
"[1, -6, -10, -15, 11]",[1],-35113291
"[1, -4, -10, -6, -11]","[0, 1]",-5098928
"[1, -3, 12, -6, -11]",[1],-3224651
"[1, -1, 10, -2, 1]","[1, 2]",119957
"[1, 14, -9, 11, -11]",[1],-116549631
"[1, 8, -14, 14, 13]",[1],-90690736
"[1, -8, -5, -16, 10]",[1],-43097440
"[1, 5, -11, 8, -12]",[1],-8304256
"[1, -6, -10, 3, 2]",[1],835517
"[1, -12, -11, 12, 2]",[1],27960416
"[1, 6, 6, 3, 9]",[1],-663147
"[1, 5, -16, 11, -2]",[2],28473
"[1, 2, 4, -13, -7]",[1],-1756547
"[1, -10, 11, 12, -7]",[1],8316208
"[1, -15, -16, 1, -14]",[1],-460129943
"[1, 7, -1, -1, -16]",[1],-19241932
"[1, 12, -4, -12, 12]",[1],-57060096
"[1, -10, 16, -4, 11]",[1],-11803568
"[1, 12, 7, -11, -16]",[1],-62545871
"[1, -9, -15, -5, -10]",[1],-39534700
"[1, -7, 13, 12, -15]",[1],-3534183
"[1, 5, 15, -12, 16]",[1],25957264
"[1, -15, 4, -14, -9]",[1],-164651923
"[1, -7, 7, -9, -3]",[1],-1275219
"[1, 3, 1, -11, -12]",[1],-97516
"[1, 15, -3, -12, -12]",[1],-207010512
"[1, -12, -1, -6, 12]",[1],-89480544
"[1, -7, -7, -6, -15]",[2],-24697263
"[1, 8, 9, -14, -9]",[1],2991856
"[1, -14, 2, -2, 11]",[1],-117158336
"[1, 11, -3, -14, 4]",[2],12364196
"[1, -5, -7, 16, -11]",[1],-4568871
"[1, 13, -7, -10, -14]",[1],-217294776
"[1, -1, -1, 15, 2]",[1],-1343648
"[1, 16, 15, -6, 8]",[1],-134479264
"[1, -5, 15, -3, 8]",[1],3004160
"[1, 12, -14, 3, -11]",[1],-110284443
"[1, 5, -8, -13, 13]",[1],2119208
"[1, 16, 9, 4, -3]",[1],-18536944
"[1, -14, -5, -6, -15]",[2],-248675328
"[1, -6, -7, 8, 1]",[2],1266832
"[1, 8, 2, -12, 6]",[1],-1340160
"[1, -3, -16, -2, 8]",[1],4945008
"[1, 12, -5, -1, -5]",[1],-17930815
"[1, -10, -15, 5, 7]",[1],7440633
"[1, 11, -1, 3, -4]",[1],-6546284
"[1, 7, -2, -11, -14]",[1],-12869551
"[1, 14, -2, -6, 16]",[1],-263287216
"[1, -14, 10, 12, -14]",[2],-56202688
"[1, -3, -16, 10, -7]",[1],-11530371
"[1, -1, 2, 8, -5]",[1],-231363
"[1, -16, 6, 10, -5]",[1],-1712560
"[1, 10, 0, 7, -15]",[1],-65633827
"[1, 10, -6, -15, -15]",[1],-86274315
"[1, 15, -15, -7, -4]","[1, 0]",-68480716
"[1, 10, 11, -4, -13]",[1],-11578000
"[1, 9, 12, 12, 15]",[1],-8926875
"[1, -8, 2, 3, -3]",[1],-601323
"[1, 15, 14, -11, -9]",[1],19805992
"[1, 2, -10, 7, 12]",[1],-2877027
"[1, 0, -9, -8, 15]",[2],-1062288
"[1, -13, -11, 12, 14]",[1],-72430116
"[1, -5, -1, 6, -11]",[1],-2102999
"[1, 11, -12, -4, -14]",[1],-159245676
"[1, 1, -9, -1, 5]",[1],313821
"[1, 4, -15, 12, 10]",[1],-11801120
"[1, 2, -1, -2, 12]",[1],389136
"[1, 12, 3, 13, 16]",[1],-132432863
"[1, -14, -1, -5, -4]",[2],-17557103
"[1, 14, -7, 9, 9]",[1],-142152039
"[1, -10, 1, 14, -14]",[1],-31465168
"[1, 6, 15, 0, -7]",[1],-1671376
"[1, 9, -13, -15, 2]",[1],29388272
"[1, -3, -9, 2, 3]","[1, 0]",338553
"[1, -2, 11, -7, -10]",[1],-3310015
"[1, 2, -7, 16, 14]",[1],-10203328
"[1, 2, 11, -2, -5]",[1],-1548864
"[1, -1, 0, 16, 12]",[1],-890672
"[1, 7, -11, -15, 6]","[0, 1]",18214992
"[1, -3, 3, 10, -1]",[2],-365791
"[1, -10, -10, 4, 13]",[1],-49304880
"[1, -2, -13, 9, -8]",[1],-5637359
"[1, 11, 4, -12, 9]",[1],-26053083
"[1, 12, -12, -12, 12]",[3],-9739008
"[1, -7, -3, 5, -5]",[1],-2358315
"[1, 7, -6, 13, 1]",[2],-6007500
"[1, -16, -5, 3, 12]",[1],-263660823
"[1, -16, -15, -8, 13]",[1],-499694512
"[1, -11, -15, 8, 14]",[1],-29546532
"[1, 15, -6, -15, 6]",[3],31913649
"[1, 3, -6, 16, 1]",[2],-3649739
"[1, -13, -6, 14, 8]",[1],823072
"[1, 2, -5, -9, 15]",[1],115641
"[1, 7, 15, 12, -4]",[1],-166288
"[1, 7, -6, 13, -9]",[1],-7771000
"[1, -10, 14, 9, -8]","[0, 1]",6392317
"[1, 2, 3, 1, -13]","[1, 1]",-606447
"[1, 3, -6, -1, -11]",[1],-2463188
"[1, 2, -7, -9, -12]","[1, 1]",-1813119
"[1, 5, -7, 5, 1]",[2],-279075
"[1, -9, 6, 10, 5]",[1],-3148915
"[1, -2, 7, -9, 4]","[0, 1, 2]",10889
"[1, 11, -9, 8, 7]",[1],-45004815
"[1, -3, 8, -12, 2]",[1],-102508
"[1, 4, -8, 4, -2]",[2],-78592
"[1, -4, -7, -4, -6]",[1],-928544
"[1, 12, 16, 13, -13]",[1],-83309291
"[1, 9, 6, 14, 12]",[1],-15935184
"[1, -11, -15, 10, 1]","[0, 2, 2, 0]",19161009
"[1, -8, -2, -1, -13]",[2],-22463995
"[1, -16, -15, -14, -14]",[1],-290260768
"[1, 3, -15, 10, 8]",[1],-2322796
"[1, -3, -14, 2, -8]",[1],-9409504
"[1, -2, 9, 7, -8]",[1],-2508759
"[1, -15, -14, -11, -2]",[1],-5710351
"[1, 12, 12, 4, 2]",[2],-834304
"[1, -4, -4, 0, 14]",[1],-2745344
"[1, -16, 0, -15, 14]",[1],-416647003
"[1, 2, -6, 8, -16]",[1],-2812928
"[1, 14, 6, 8, 12]",[1],-110297344
"[1, 1, 3, 16, 6]",[1],-1074676
"[1, 6, 10, 15, -15]",[1],-6888075
"[1, -11, -13, 9, 16]",[1],-63636908
"[1, -11, 3, -3, 6]",[1],-11619936
"[1, 2, -8, 4, -4]",[1],-280576
"[1, 3, 0, -7, 6]",[1],78057
"[1, 13, 2, 6, -8]",[1],-52516064
"[1, -15, -13, -15, -5]",[1],-28702755
"[1, 6, -7, 3, -12]",[1],-11220231
"[1, -10, 15, 10, -3]",[1],5202688
"[1, 0, 16, -5, -2]",[1],-2771947
"[1, 14, 1, 1, 3]",[1],-8970647
"[1, 7, -6, 8, -9]",[2],-6924875
"[1, 12, 15, 13, 13]","[1, 1]",-26613743
"[1, -10, -2, 15, -9]",[1],-12177675
"[1, -7, -8, 8, -8]",[1],-12330688
"[1, 2, 6, 12, 12]",[1],158976
"[1, -10, 5, 9, -9]",[1],-6896871
"[1, -4, 11, 10, -2]",[1],-2221056
"[1, -2, 12, -11, -15]",[1],-9271363
"[1, -14, 11, -13, 10]",[1],-47541087
"[1, 6, -14, 1, 16]",[1],-19445875
"[1, -1, -1, -14, 16]",[2],-1304748
"[1, 10, 10, 1, -10]",[1],-12932627
"[1, 5, 16, -12, 9]",[1],13855941
"[1, 14, 13, 5, -4]",[1],-15737663
"[1, -8, 0, -3, 13]",[1],-19008779
"[1, -6, 6, 4, -3]",[1],44496
"[1, -10, 4, 8, 5]",[1],-5773616
"[1, 6, 4, -4, -10]",[1],-1091264
"[1, -14, -10, -1, 15]",[1],-294459963
"[1, 1, -14, 4, -3]",[1],-1691203
"[1, -11, 16, -14, -14]",[1],-62085100
"[1, 4, 15, 10, -7]",[2],-2728976
"[1, -2, 15, 10, -15]",[1],-26291200
"[1, 13, -12, 3, 11]",[2],-135849100
"[1, -7, 6, -10, 5]",[1],-756275
"[1, 13, -16, 11, -14]",[1],-159208479
"[1, -14, 9, -16, -10]",[1],-170285760
"[1, -5, 0, -5, -4]",[1],-427559
"[1, -2, -1, -1, -2]",[2],-7335
"[1, -7, 3, -12, 13]",[1],-9656231
"[1, -7, -6, -12, 6]",[1],-13148460
"[1, 4, -13, -8, 3]",[1],3843184
"[1, -12, -6, 3, 10]",[1],-59737019
"[1, -15, 10, -12, 13]",[1],-133647075
"[1, -8, -3, 8, -4]",[1],-1740096
"[1, -10, -4, -4, 3]","[1, 0]",-4293296
"[1, 11, -9, 0, -7]",[1],-30854551
"[1, -16, -6, 8, -5]",[1],-59470848
"[1, 14, 11, -9, -10]",[1],-20305799
"[1, 12, 7, -16, -2]",[1],25972064
"[1, 14, -14, 7, -16]",[1],-321313507
"[1, 5, 12, 5, 3]",[1],143852
"[1, -16, -12, 2, 11]",[1],-221956016
"[1, -10, 6, 8, -13]",[1],-19343408
"[1, 4, -8, 9, -10]",[1],-2135163
"[1, -12, 1, 5, -8]",[2],-31728823
"[1, -16, -14, -11, -3]",[1],-7919339
"[1, 9, -4, 11, -6]",[1],-8974871
"[1, 0, -2, -10, 4]",[1],-372784
"[1, 11, -4, -9, -15]",[1],-110996976
"[1, 13, 9, 5, 9]",[2],-38170499
"[1, 9, 8, -10, 16]",[1],-26386448
"[1, -16, -7, 16, -10]",[1],-211554976
"[1, 6, -1, -7, -15]",[1],-8043911
"[1, 12, 5, 0, -5]",[1],-11206800
"[1, 6, -10, -4, -6]",[1],-6987200
"[1, -3, 9, -12, -3]",[2],-529119
"[1, 16, 16, 10, 1]",[2],-2922928
"[1, -1, -5, -14, -2]",[1],-898744
"[1, -16, 5, -12, -4]",[1],-66770048
"[1, -11, 8, -14, 7]",[1],-11913363
"[1, 14, 4, -2, 11]",[1],-115495936
"[1, -3, -14, -1, 15]",[2],389864
"[1, 2, -10, 11, 10]",[1],-4380099
"[1, 11, 14, -16, 1]",[3],8812437
"[1, -9, 1, 11, -15]",[1],-27898411
"[1, -7, -5, 10, -7]",[1],-5259391
"[1, 11, 11, 14, -3]",[1],-15960023
"[1, 2, -1, 8, -12]","[0, 1]",-1035392
"[1, 14, 1, 6, 4]",[1],-17725456
